Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB,School,Seed Rank,Round Finished,Year
20,"Arizona  5 seed, Elite Eight",P10,38,30-8,118.7,98.0,.9004,54.1,48.6,18.8,18.5,34.0,29.2,43.6,36.6,51.0,50.4,39.7,29.3,36.1,28.3,64.9,+4.6,Arizona,5 seed,Elite Eight,2011
21,"Kansas St.  5 seed, R32",B12,33,22-11,112.6,93.1,.8987,49.6,47.3,21.3,22.2,40.9,30.9,43.1,45.3,46.4,45.1,37.5,35.1,32.8,28.4,66.8,+2.0,Kansas St.,5 seed,R32,2011
22,"Utah St.  12 seed, R64",WAC,33,29-4,110.6,91.9,.8942,52.2,43.4,18.4,18.8,34.0,26.0,43.4,34.6,51.6,42.6,35.7,30.0,31.3,33.3,61.9,+3.8,Utah St.,12 seed,R64,2011
23,"Clemson  12 seed, R64",ACC,34,22-12,110.5,91.8,.8935,50.3,45.6,20.1,23.2,34.2,32.5,38.5,34.8,49.5,43.6,34.4,33.1,34.5,32.4,63.4,+0.5,Clemson,12 seed,R64,2011
24,"Cincinnati  6 seed, R32",BE,35,26-9,111.4,92.6,.8932,49.4,45.8,17.9,22.0,38.2,31.0,38.3,35.4,48.8,44.7,33.8,32.3,33.6,29.6,62.7,+3.2,Cincinnati,6 seed,R32,2011
25,"UNLV  8 seed, R64",MWC,33,24-9,110.7,92.9,.8822,50.9,46.0,18.6,24.0,33.1,31.7,39.1,39.7,51.5,44.3,33.0,32.9,30.4,33.1,66.5,+2.8,UNLV,8 seed,R64,2011
26,"Michigan  8 seed, R32",B10,34,20-14,112.8,94.8,.8807,52.3,48.9,16.2,18.8,25.2,29.3,26.7,30.4,51.7,49.4,35.3,32.0,43.0,37.5,61.2,+1.6,Michigan,8 seed,R32,2011
28,"Gonzaga  11 seed, R32",WCC,34,24-10,111.7,94.4,.8738,52.5,47.2,19.8,20.8,35.7,28.2,41.7,35.1,51.9,42.7,36.1,36.9,28.0,35.8,66.6,+0.36,Gonzaga,11 seed,R32,2011
29,"St. John's  6 seed, R64",BE,33,21-12,112.2,94.9,.8721,49.5,50.8,18.5,24.1,32.5,33.1,44.2,40.2,49.3,47.6,33.5,37.2,24.1,40.0,65.5,+3.1,St. John's,6 seed,R64,2011
31,"Florida St.  10 seed, Sweet Sixteen",ACC,34,23-11,103.7,88.0,.8688,49.0,42.4,22.9,21.9,35.6,30.7,38.1,36.3,48.5,40.0,33.4,30.6,33.3,39.7,67.7,+1.1,Florida St.,10 seed,Sweet Sixteen,2011
32,"Vanderbilt  5 seed, R64",SEC,34,23-11,117.0,99.3,.8683,52.9,46.0,19.0,17.5,32.9,32.1,45.2,28.0,51.1,45.6,37.1,31.3,38.2,31.5,66.3,+1.8,Vanderbilt,5 seed,R64,2011
33,"Marquette  11 seed, Sweet Sixteen",BE,37,22-15,115.2,97.8,.8677,51.0,49.9,18.0,20.5,36.1,33.2,44.3,28.9,50.5,48.0,34.9,35.8,26.1,33.9,66.1,+0.6,Marquette,11 seed,Sweet Sixteen,2011
34,"Belmont  13 seed, R64",ASun,35,30-5,111.6,94.9,.8665,54.2,46.1,19.7,27.3,37.4,32.1,38.1,46.2,52.2,44.1,37.8,33.6,42.2,30.9,67.9,+1.1,Belmont,13 seed,R64,2011
35,"Villanova  9 seed, R64",BE,33,21-12,114.8,97.8,.8639,49.5,46.3,18.0,18.2,35.8,30.2,42.3,36.5,48.2,45.3,34.8,32.0,33.2,36.0,64.9,+1.4,Villanova,9 seed,R64,2011
36,"Butler  8 seed, Finals",Horz,37,27-10,112.2,96.0,.8578,49.8,48.1,16.9,18.9,33.2,28.1,37.9,39.0,47.9,48.0,35.2,32.2,38.7,35.5,63.3,-0.38,Butler,8 seed,Finals,2011
37,"Georgetown  6 seed, R64",BE,32,21-11,113.2,97.0,.8551,54.1,46.8,20.8,17.5,33.7,32.3,33.4,37.9,54.7,45.2,35.3,33.7,37.1,29.6,63.6,+4.2,Georgetown,6 seed,R64,2011
38,"Temple  7 seed, R32",A10,34,26-8,110.2,94.6,.8534,50.0,46.3,16.3,19.9,32.1,28.7,33.8,26.4,48.7,43.5,35.3,35.8,30.0,27.4,64.1,+2.2,Temple,7 seed,R32,2011
39,"George Mason  8 seed, R32",CAA,34,27-7,112.5,97.1,.8450,53.2,46.6,17.0,20.5,32.9,31.3,38.6,32.0,50.5,45.5,39.5,32.6,30.9,33.4,64.4,+1.2,George Mason,8 seed,R32,2011
41,"Missouri  11 seed, R64",B12,33,22-11,113.7,98.3,.8424,51.5,49.3,17.0,24.6,33.4,36.9,34.3,40.7,50.2,48.4,36.2,34.3,31.1,29.2,70.4,+1.3,Missouri,11 seed,R64,2011
43,"Georgia  10 seed, R64",SEC,33,21-12,110.0,95.1,.8419,49.5,44.8,20.4,18.2,36.8,31.7,36.6,34.7,48.8,43.4,34.2,31.9,25.0,31.9,63.2,+0.14,Georgia,10 seed,R64,2011
44,"UCLA  7 seed, R32",P10,34,23-11,109.2,94.6,.8398,50.2,46.3,21.9,17.9,36.1,31.5,44.3,33.0,50.7,44.2,32.7,34.7,29.0,25.8,65.1,+1.3,UCLA,7 seed,R32,2011
45,"Penn St.  10 seed, R64",B10,34,19-15,113.1,98.0,.8395,50.1,50.7,17.6,18.0,32.2,30.2,31.1,29.1,49.6,48.3,33.9,36.5,36.5,36.9,59.4,+1.5,Penn St.,10 seed,R64,2011
47,"USC  11 seed, R68",P10,34,19-15,107.9,93.6,.8360,49.9,46.2,17.8,18.4,29.9,28.5,35.4,36.1,48.5,44.4,35.4,33.5,31.5,31.5,61.8,-1.7,USC,11 seed,R68,2011
48,"Xavier  6 seed, R64",A10,32,24-8,112.0,97.3,.8345,51.2,46.5,18.2,18.9,32.4,27.7,44.5,35.0,52.0,44.2,32.9,33.9,30.9,35.2,64.5,+2.4,Xavier,6 seed,R64,2011
49,"Richmond  12 seed, Sweet Sixteen",A10,37,29-8,112.3,97.6,.8335,53.1,45.1,16.3,19.4,28.6,33.4,32.3,29.3,49.9,44.8,39.1,30.6,36.6,29.9,61.9,+1.8,Richmond,12 seed,Sweet Sixteen,2011
51,"Tennessee  9 seed, R64",SEC,34,19-15,109.3,95.3,.8286,47.6,47.9,19.8,20.7,37.8,32.3,39.7,37.5,48.7,46.8,30.0,33.2,30.0,36.8,65.7,-1.1,Tennessee,9 seed,R64,2011
52,"Michigan St.  10 seed, R64",B10,33,18-15,109.2,95.2,.8282,48.6,47.8,20.1,18.0,34.6,28.8,36.6,38.9,46.7,44.8,35.0,36.3,33.0,31.3,65.1,+2.0,Michigan St.,10 seed,R64,2011
54,"Old Dominion  9 seed, R64",CAA,34,27-7,109.9,96.4,.8201,48.5,47.3,20.6,19.0,45.4,28.2,37.6,27.5,48.1,42.8,32.9,36.6,27.6,37.8,60.2,+2.4,Old Dominion,9 seed,R64,2011
58,"Texas A&M  7 seed, R64",B12,32,23-9,108.8,96.0,.8089,49.3,46.6,20.3,20.8,37.6,29.5,47.3,36.9,48.6,46.2,33.8,31.6,31.3,33.1,61.3,+2.4,Texas A&M,7 seed,R64,2011
61,"VCU  11 seed, Final Four",CAA,40,28-12,112.6,99.9,.7995,51.1,49.2,17.1,22.1,30.9,36.4,37.0,34.1,48.0,48.7,37.0,33.6,41.2,30.0,65.1,-1.9,VCU,11 seed,Final Four,2011
65,"Oakland  13 seed, R64",Sum,34,24-10,117.9,105.1,.7888,55.8,49.5,18.6,16.5,36.4,32.0,39.1,31.1,55.9,47.5,37.2,36.2,35.3,28.7,71.2,+0.37,Oakland,13 seed,R64,2011
66,"UAB  12 seed, R68",CUSA,31,22-9,108.4,96.7,.7877,50.8,45.9,19.3,19.2,33.4,30.6,29.7,32.4,50.3,45.7,34.2,31.0,40.5,29.7,61.7,-0.07,UAB,12 seed,R68,2011
82,"Princeton  13 seed, R64",Ivy,31,24-7,107.2,98.6,.7234,52.0,47.1,18.7,18.3,31.1,26.9,36.7,35.4,50.5,46.0,36.9,33.3,31.0,26.9,62.4,-0.11,Princeton,13 seed,R64,2011
84,"Wofford  14 seed, R64",SC,34,21-13,112.3,103.4,.7207,53.0,49.8,18.0,20.2,34.1,32.4,42.0,41.5,50.4,48.8,40.0,34.8,26.6,30.2,63.3,-4.5,Wofford,14 seed,R64,2011
89,"Memphis  12 seed, R64",CUSA,35,25-10,104.8,97.3,.7012,50.5,46.8,21.9,21.3,35.3,35.0,39.6,39.1,51.0,45.6,32.9,33.0,32.4,31.3,67.7,+0.07,Memphis,12 seed,R64,2011
96,"Indiana St.  14 seed, R64",MVC,33,19-14,103.5,97.3,.6715,48.8,46.3,21.4,19.4,31.2,30.2,38.0,45.8,46.3,44.5,35.4,33.2,36.2,33.4,64.7,-4.1,Indiana St.,14 seed,R64,2011
100,"Bucknell  14 seed, R64",Pat,34,25-9,104.3,98.1,.6698,50.9,45.4,16.9,17.7,25.2,29.0,34.1,35.0,46.7,44.1,40.0,31.7,31.5,36.6,64.6,-2.1,Bucknell,14 seed,R64,2011
110,"Morehead St.  13 seed, R32",OVC,32,22-10,105.1,99.8,.6431,50.6,49.6,23.3,22.6,41.1,27.8,40.6,37.8,49.8,46.3,34.8,36.7,32.9,37.7,63.1,-3.4,Morehead St.,13 seed,R32,2011
121,"Akron  15 seed, R64",MAC,35,22-13,102.9,99.2,.6049,49.6,46.7,17.5,20.5,28.1,32.7,31.2,38.6,46.9,46.0,35.9,32.1,38.1,30.5,65.7,-5.5,Akron,15 seed,R64,2011
124,"LIU  15 seed, R64",NEC,33,27-6,107.9,104.3,.5964,51.9,48.3,20.1,19.8,37.4,32.3,49.7,26.2,50.9,50.1,36.1,29.7,31.6,32.4,73.5,+0.00,LIU,15 seed,R64,2011
128,"Northern Colorado  15 seed, R64",BSky,30,19-11,105.9,102.7,.5891,49.8,48.8,21.6,20.1,35.3,29.0,43.4,43.2,44.9,45.9,38.3,35.2,39.3,41.5,66.1,-4.5,Northern Colorado,15 seed,R64,2011
131,"Saint Peter's  14 seed, R64",MAAC,34,20-14,94.9,92.2,.5835,45.5,42.4,22.9,21.6,32.1,34.3,38.9,42.1,42.7,40.7,34.4,30.6,32.2,31.4,63.6,-5.7,Saint Peter's,14 seed,R64,2011
140,"UC Santa Barbara  15 seed, R64",BW,30,16-14,102.7,100.7,.5558,51.6,47.3,21.9,20.0,28.2,31.9,37.3,42.3,49.6,43.1,36.6,36.6,36.8,35.6,64.3,-6.7,UC Santa Barbara,15 seed,R64,2011
169,"UNC Asheville  16 seed, R64",BSth,31,17-14,99.8,100.1,.4924,48.9,47.9,21.2,24.0,31.4,36.0,41.8,39.9,49.0,46.2,32.2,34.1,26.4,33.4,68.0,-8.0,UNC Asheville,16 seed,R64,2011
178,"Boston University  16 seed, R64",AE,35,21-14,103.1,104.0,.4741,47.3,46.0,19.0,18.0,34.1,34.3,37.3,30.2,43.3,44.4,35.5,32.4,40.0,37.5,62.3,-7.4,Boston University,16 seed,R64,2011
192,"UTSA  16 seed, R64",Slnd,31,17-14,102.9,105.7,.4235,49.0,49.1,19.7,19.9,29.9,33.4,41.1,36.5,46.5,48.0,35.7,33.9,35.6,39.3,66.5,-9.1,UTSA,16 seed,R64,2011
223,"Little Rock  16 seed, R68",SB,34,17-17,100.9,105.8,.3664,47.8,50.4,18.0,20.8,29.0,31.5,42.5,45.5,42.4,50.1,39.3,34.0,32.3,35.1,63.9,-10.9,Little Rock,16 seed,R68,2011
230,"Hampton  16 seed, R64",MEAC,32,23-9,94.2,99.3,.3546,45.9,43.1,18.0,22.8,29.3,35.9,41.3,36.3,44.8,41.0,32.1,31.8,35.4,30.9,65.6,-5.4,Hampton,16 seed,R64,2011
312,"Alabama St.  16 seed, R68",SWAC,33,15-18,92.6,106.7,.1645,44.2,46.7,23.4,23.3,35.9,33.3,45.7,52.8,44.5,43.8,29.1,35.7,31.7,29.8,63.5,-12.9,Alabama St.,16 seed,R68,2011
