Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB,School,Seed Rank,Round Finished,Year
12,"Auburn  5 seed, Final Four",SEC,40,30-10,122.0,96.4,.9376,54.4,51.7,16.8,24.6,31.6,32.8,30.9,36.4,51.7,51.4,38.1,34.8,49.6,43.4,67.8,+6.1,Auburn,5 seed,Final Four,2019
13,"Virginia Tech  4 seed, Sweet Sixteen",ACC,35,26-9,118.6,94.5,.9315,55.6,49.0,17.3,21.6,29.6,27.2,31.9,26.3,52.9,49.0,39.4,32.7,43.7,49.9,63.7,+5.0,Virginia Tech,4 seed,Sweet Sixteen,2019
14,"Kansas St.  4 seed, R64",B12,34,25-9,108.8,89.0,.9098,49.4,48.2,17.4,22.8,28.3,25.7,30.6,30.7,48.9,49.0,33.4,31.4,38.4,42.9,63.4,+6.6,Kansas St.,4 seed,R64,2019
15,"Florida St.  4 seed, Sweet Sixteen",ACC,37,29-8,112.5,92.1,.9095,50.5,47.2,18.9,20.3,32.8,27.0,35.8,35.7,50.9,45.3,33.2,33.5,37.7,38.8,68.5,+7.7,Florida St.,4 seed,Sweet Sixteen,2019
16,"Iowa St.  6 seed, R64",B12,35,23-12,119.1,97.8,.9062,54.7,48.4,16.3,18.8,28.3,30.1,30.0,23.6,55.0,47.1,36.2,33.6,39.6,39.2,67.5,+4.3,Iowa St.,6 seed,R64,2019
17,"Kansas  4 seed, R32",B12,36,26-10,113.7,93.7,.9030,52.6,47.8,18.8,18.2,30.1,27.9,32.5,27.8,52.6,46.0,35.0,33.6,34.9,41.8,69.9,+8.3,Kansas,4 seed,R32,2019
18,"LSU  3 seed, Sweet Sixteen",SEC,35,28-7,118.7,97.9,.9020,51.2,49.9,17.9,20.1,36.7,30.8,37.1,33.1,52.9,49.4,31.9,33.7,34.2,40.0,69.6,+7.3,LSU,3 seed,Sweet Sixteen,2019
19,"Wisconsin  5 seed, R64",B10,34,23-11,109.0,89.8,.9020,51.1,45.2,14.6,17.2,24.5,26.5,27.3,25.8,49.7,44.1,35.9,31.5,34.6,35.0,63.4,+6.2,Wisconsin,5 seed,R64,2019
20,"Louisville  7 seed, R64",ACC,34,20-14,113.7,94.3,.8962,50.9,46.7,17.5,16.1,29.1,25.9,34.9,32.0,50.6,46.0,34.2,32.0,43.7,37.2,67.1,+2.3,Louisville,7 seed,R64,2019
21,"UCF  9 seed, R32",Amer,33,24-9,113.6,94.4,.8937,52.9,45.4,17.6,18.0,29.5,29.6,45.3,29.2,52.0,44.5,36.5,31.3,35.6,38.4,64.9,+2.2,UCF,9 seed,R32,2019
23,"Mississippi St.  5 seed, R64",SEC,34,23-11,117.7,98.0,.8916,54.6,50.3,19.2,19.5,34.7,29.6,32.7,32.1,53.4,48.4,37.7,35.7,39.1,36.6,67.4,+4.6,Mississippi St.,5 seed,R64,2019
24,"Florida  10 seed, R32",SEC,36,20-16,111.1,92.9,.8876,49.8,48.1,17.9,22.4,30.6,32.2,29.9,33.6,49.5,48.5,33.4,31.6,43.3,38.1,62.7,+0.6,Florida,10 seed,R32,2019
25,"Wofford  7 seed, R32",SC,35,30-5,117.3,98.2,.8860,57.5,49.9,16.1,19.1,31.8,25.2,27.8,31.8,53.9,50.6,41.4,32.6,43.9,39.9,65.5,+4.2,Wofford,7 seed,R32,2019
26,"Cincinnati  7 seed, R64",Amer,35,28-7,113.2,95.0,.8822,49.0,48.6,16.0,20.9,37.4,29.3,37.6,30.5,47.6,45.1,34.5,35.5,33.3,42.8,63.5,+5.9,Cincinnati,7 seed,R64,2019
27,"VCU  8 seed, R64",A10,33,25-8,105.6,88.7,.8812,50.1,43.5,20.0,23.4,31.0,30.6,35.7,36.6,53.1,43.8,30.5,28.5,41.2,33.2,68.3,+1.4,VCU,8 seed,R64,2019
28,"Maryland  6 seed, R32",B10,34,23-11,112.4,94.5,.8801,51.4,45.9,19.4,14.1,34.1,24.8,32.8,26.6,50.8,44.7,34.9,31.9,37.0,39.4,66.2,+4.2,Maryland,6 seed,R32,2019
29,"Buffalo  6 seed, R32",MAC,36,32-4,114.5,96.4,.8790,53.4,47.3,16.0,20.3,31.7,26.9,32.7,31.9,55.7,49.3,33.7,29.3,44.1,35.9,73.5,+5.7,Buffalo,6 seed,R32,2019
31,"Oklahoma  9 seed, R32",B12,34,20-14,111.3,94.3,.8700,50.4,47.5,17.0,17.3,25.8,27.8,31.3,23.1,49.7,45.8,34.6,33.3,33.1,41.3,68.7,+2.5,Oklahoma,9 seed,R32,2019
33,"Oregon  12 seed, Sweet Sixteen",P12,38,25-13,109.0,92.8,.8643,52.0,46.4,17.8,20.9,29.6,28.8,29.4,33.9,51.6,48.8,35.1,29.0,39.5,45.4,63.7,-1.0,Oregon,12 seed,Sweet Sixteen,2019
34,"Saint Mary's  11 seed, R64",WCC,34,22-12,114.1,97.4,.8606,53.8,48.9,16.2,16.3,31.2,23.0,29.1,29.1,52.3,49.2,37.8,32.1,35.2,31.6,62.4,-0.6,Saint Mary's,11 seed,R64,2019
35,"Nevada  7 seed, R64",MWC,34,29-5,113.5,97.0,.8599,53.7,47.7,14.6,19.2,27.2,24.9,40.8,28.0,54.9,46.3,34.7,33.2,42.8,39.9,69.2,+4.1,Nevada,7 seed,R64,2019
36,"Syracuse  8 seed, R64",ACC,34,20-14,111.3,95.4,.8548,49.6,48.1,18.5,23.1,30.2,33.4,36.8,34.3,49.3,46.9,33.3,32.9,43.2,48.1,65.9,+0.5,Syracuse,8 seed,R64,2019
37,"Marquette  5 seed, R64",BE,34,24-10,112.6,97.0,.8465,53.5,46.3,19.4,16.6,29.4,26.1,35.1,35.9,50.0,45.1,38.8,32.4,41.7,35.6,68.9,+2.8,Marquette,5 seed,R64,2019
39,"Villanova  6 seed, R32",BE,36,26-10,115.5,100.1,.8383,53.2,50.4,16.9,18.0,30.3,27.7,34.4,28.2,53.7,49.7,35.2,34.3,53.5,39.7,63.6,+3.7,Villanova,6 seed,R32,2019
40,"Mississippi  8 seed, R64",SEC,33,20-13,114.0,99.0,.8351,53.1,51.0,18.2,20.6,30.2,29.3,30.9,33.5,52.7,48.2,35.8,37.4,39.9,34.5,68.1,+1.0,Mississippi,8 seed,R64,2019
41,"Baylor  9 seed, R32",B12,34,20-14,115.4,100.4,.8316,51.2,49.1,19.7,18.6,37.9,29.4,32.3,36.5,51.2,47.5,34.1,34.5,40.9,38.2,65.0,+0.9,Baylor,9 seed,R32,2019
42,"Utah St.  8 seed, R64",MWC,35,28-7,112.4,97.8,.8313,53.9,46.5,18.2,17.3,32.0,22.3,36.7,34.3,54.2,42.2,35.7,35.3,38.0,39.9,68.0,+2.2,Utah St.,8 seed,R64,2019
44,"Iowa  10 seed, R32",B10,35,23-12,116.8,101.8,.8290,52.7,51.5,17.2,18.4,29.8,29.4,42.3,28.8,51.4,53.5,36.4,32.4,39.0,41.2,69.4,+3.2,Iowa,10 seed,R32,2019
45,"Ohio St.  11 seed, R32",B10,35,20-15,108.6,95.0,.8227,50.3,48.3,18.7,18.2,27.6,25.9,33.7,31.8,49.7,47.9,34.1,32.7,40.1,37.4,65.6,+0.9,Ohio St.,11 seed,R32,2019
47,"Minnesota  10 seed, R32",B10,36,22-14,111.1,97.5,.8178,48.2,49.5,17.1,16.9,31.4,28.4,41.6,28.2,48.5,48.7,31.7,34.0,29.6,33.9,67.3,+2.7,Minnesota,10 seed,R32,2019
49,"New Mexico St.  12 seed, R64",WAC,35,30-5,112.9,99.2,.8153,54.1,48.9,17.9,19.2,37.2,22.5,34.5,32.6,56.9,48.1,33.9,33.4,46.5,39.6,65.6,+1.6,New Mexico St.,12 seed,R64,2019
50,"Belmont  11 seed, R64",OVC,33,27-6,115.9,102.0,.8127,57.6,48.7,15.2,16.0,25.3,25.0,28.5,27.4,59.2,47.2,37.0,34.4,43.8,34.5,70.9,+1.4,Belmont,11 seed,R64,2019
51,"Washington  9 seed, R32",P12,36,27-9,106.5,94.2,.8040,52.1,47.5,19.8,24.2,29.1,34.9,34.7,34.0,51.9,46.0,35.0,33.4,39.9,35.3,65.7,+3.3,Washington,9 seed,R32,2019
59,"Murray St.  12 seed, R32",OVC,33,28-5,111.5,99.6,.7844,54.8,46.5,17.2,19.4,32.0,30.7,33.5,27.4,56.2,48.3,34.9,28.9,36.6,35.8,68.7,+1.3,Murray St.,12 seed,R32,2019
60,"Temple  11 seed, R68",Amer,33,23-10,110.3,98.7,.7807,49.9,50.6,15.7,20.6,26.9,29.2,32.5,33.9,50.1,51.5,33.0,32.9,37.4,38.3,68.7,+2.0,Temple,11 seed,R68,2019
64,"Arizona St.  11 seed, R64",P12,34,23-11,109.6,98.7,.7691,50.6,48.5,18.7,19.0,31.7,26.9,43.8,38.6,50.8,47.3,33.6,33.4,35.5,43.5,70.3,+0.23,Arizona St.,11 seed,R64,2019
65,"Seton Hall  10 seed, R64",BE,34,20-14,108.8,98.1,.7668,49.9,49.6,17.5,19.8,29.5,29.2,34.5,32.8,50.6,48.7,32.4,34.0,36.7,40.2,68.9,-0.29,Seton Hall,10 seed,R64,2019
71,"UC Irvine  13 seed, R32",BW,37,31-6,108.3,98.6,.7455,51.3,44.1,17.5,16.7,33.7,27.0,28.7,33.0,50.1,40.7,35.9,33.9,32.4,33.4,65.0,+0.9,UC Irvine,13 seed,R32,2019
72,"Liberty  12 seed, R32",ASun,36,29-7,110.2,100.6,.7409,55.9,48.9,17.2,20.5,25.2,26.4,26.7,32.7,56.4,48.3,36.8,33.3,42.8,37.0,62.0,-0.43,Liberty,12 seed,R32,2019
75,"Vermont  13 seed, R64",AE,34,27-7,108.2,99.0,.7353,52.6,48.7,16.8,19.1,27.3,22.2,35.9,27.5,51.6,46.3,35.9,35.1,41.0,37.7,65.3,-0.8,Vermont,13 seed,R64,2019
82,"Yale  14 seed, R64",Ivy,30,22-8,111.6,103.5,.7028,55.6,47.3,17.8,15.2,26.3,24.6,30.1,31.1,56.0,47.8,36.5,31.0,35.3,37.8,70.8,-0.7,Yale,14 seed,R64,2019
84,"St. John's  11 seed, R68",BE,34,21-13,108.3,100.6,.6997,51.9,50.7,14.3,21.2,21.8,29.4,29.5,39.7,50.7,50.3,35.8,34.2,38.5,42.2,70.9,-1.1,St. John's,11 seed,R68,2019
98,"Northeastern  13 seed, R64",CAA,34,23-11,110.2,103.5,.6719,56.5,52.1,16.6,16.7,22.7,24.6,34.3,27.8,55.8,53.0,38.2,33.7,46.4,35.9,66.2,-2.6,Northeastern,13 seed,R64,2019
99,"Northern Kentucky  14 seed, R64",Horz,35,26-9,108.9,102.3,.6705,54.6,49.1,17.8,18.4,30.6,26.0,34.8,35.2,55.0,49.9,36.0,32.0,41.3,39.0,68.2,-2.0,Northern Kentucky,14 seed,R64,2019
108,"Saint Louis  13 seed, R64",A10,36,23-13,102.3,96.7,.6568,46.7,46.9,19.3,19.4,36.0,25.1,39.4,33.5,47.2,46.7,30.4,31.4,32.9,37.6,66.3,-3.0,Saint Louis,13 seed,R64,2019
114,"Georgia St.  14 seed, R64",SB,34,24-10,107.7,102.2,.6463,53.7,50.3,16.4,21.0,23.0,33.8,35.4,30.9,51.2,51.2,38.1,32.8,43.5,45.7,69.7,-1.1,Georgia St.,14 seed,R64,2019
122,"Old Dominion  14 seed, R64",CUSA,35,26-9,100.2,95.7,.6309,47.1,45.6,17.8,18.5,32.1,24.8,28.9,32.4,44.0,43.6,34.9,32.4,37.3,40.5,64.6,-1.6,Old Dominion,14 seed,R64,2019
135,"Colgate  15 seed, R64",Pat,35,24-11,110.2,106.4,.5997,55.9,50.7,19.3,17.8,30.2,27.1,28.4,28.2,53.5,50.5,39.5,33.9,41.4,40.9,66.6,-4.1,Colgate,15 seed,R64,2019
136,"Montana  15 seed, R64",BSky,35,26-9,107.3,104.1,.5861,56.1,50.1,17.3,19.2,27.4,24.9,31.6,37.3,55.6,49.3,37.8,34.4,38.3,36.1,66.3,-3.0,Montana,15 seed,R64,2019
153,"Bradley  15 seed, R64",MVC,35,20-15,102.1,101.5,.5167,49.7,47.6,18.8,18.4,26.7,26.7,36.3,35.6,46.5,46.5,37.0,32.8,35.3,39.4,64.9,-7.6,Bradley,15 seed,R64,2019
154,"Abilene Christian  15 seed, R64",Slnd,34,27-7,102.0,101.6,.5120,51.9,49.8,17.3,23.3,27.0,28.5,34.0,38.3,49.5,49.8,37.7,33.3,34.5,33.1,65.5,-2.5,Abilene Christian,15 seed,R64,2019
167,"Gardner Webb  16 seed, R64",BSth,35,23-12,107.1,107.6,.4868,54.8,50.5,17.1,18.2,22.4,31.3,38.3,27.6,53.6,50.4,37.7,33.7,37.6,44.9,67.2,-4.9,Gardner Webb,16 seed,R64,2019
192,"North Dakota St.  16 seed, R64",Sum,35,19-16,107.7,110.0,.4402,53.5,53.6,15.7,14.4,20.7,25.9,32.2,26.5,52.1,52.6,36.7,37.0,48.0,35.5,64.9,-8.4,North Dakota St.,16 seed,R64,2019
202,"Iona  16 seed, R64",MAAC,33,17-16,106.3,109.7,.4123,53.0,52.3,17.3,18.5,25.1,30.7,36.8,28.5,53.2,50.3,35.1,36.6,44.5,42.4,70.5,-10.2,Iona,16 seed,R64,2019
207,"Prairie View A&M  16 seed, R68",SWAC,35,22-13,102.9,106.5,.4017,49.0,51.2,17.4,24.7,29.7,34.3,43.1,46.2,49.2,53.7,32.4,31.2,33.8,36.0,70.6,-6.9,Prairie View A&M,16 seed,R68,2019
224,"Fairleigh Dickinson  16 seed, R64",NEC,35,21-14,105.7,111.2,.3582,54.2,52.0,19.7,20.2,29.5,33.2,35.7,29.4,51.0,51.3,40.1,35.3,35.3,38.5,66.7,-9.2,Fairleigh Dickinson,16 seed,R64,2019
291,"North Carolina Central  16 seed, R68",MEAC,34,18-16,99.2,109.1,.2513,49.9,49.9,22.7,17.5,34.8,26.9,33.5,31.4,51.3,50.9,31.5,32.0,36.6,34.1,64.9,-10.8,North Carolina Central,16 seed,R68,2019
