Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB,School,Seed Rank,Round Finished,Year
28,"TCU  6 seed, R32",B12,35,22-13,111.7,94.6,.8705,50.0,48.1,16.7,21.6,32.2,30.5,34.1,30.1,51.5,49.2,31.0,30.8,29.9,35.0,69.7,+2.2,TCU,6 seed,R32,2023
29,"Iowa St.  6 seed, R64",B12,33,19-14,107.0,90.9,.8679,49.9,49.9,19.6,25.0,33.9,26.5,27.9,40.8,50.0,49.2,33.1,33.7,33.8,46.7,64.0,+2.4,Iowa St.,6 seed,R64,2023
30,"Utah St.  10 seed, R64",MWC,35,26-9,115.4,98.0,.8670,55.5,48.1,17.6,15.8,27.4,24.5,34.9,30.3,54.5,46.2,37.9,34.5,42.0,34.1,68.6,+2.9,Utah St.,10 seed,R64,2023
31,"Maryland  8 seed, R32",B10,35,22-13,112.6,95.8,.8658,50.8,47.7,16.5,18.4,30.0,28.1,34.3,28.4,51.8,47.4,32.8,32.3,36.9,31.9,64.3,+1.0,Maryland,8 seed,R32,2023
32,"Northwestern  7 seed, R32",B10,34,22-12,109.7,93.4,.8642,47.3,48.4,14.7,21.3,28.6,27.7,29.7,31.6,46.7,46.8,32.1,33.8,41.0,41.9,64.5,+1.6,Northwestern,7 seed,R32,2023
34,"Virginia  4 seed, R64",ACC,33,25-8,110.0,94.0,.8591,51.2,48.3,13.6,19.5,25.6,24.9,34.7,26.3,50.4,46.4,35.0,34.1,35.6,40.0,61.3,+4.1,Virginia,4 seed,R64,2023
35,"Indiana  4 seed, R32",B10,35,23-12,113.1,96.9,.8557,53.5,47.2,16.8,16.3,28.1,29.0,29.5,29.8,53.0,45.4,36.8,33.4,26.6,37.8,67.9,+3.4,Indiana,4 seed,R32,2023
36,"Penn St.  10 seed, R32",B10,37,23-14,117.5,100.7,.8548,55.4,49.1,13.7,13.1,19.2,25.6,21.3,25.5,53.1,49.2,38.7,32.7,47.1,37.6,64.3,+1.3,Penn St.,10 seed,R32,2023
41,"Iowa  8 seed, R64",B10,33,19-14,119.9,103.9,.8385,51.7,53.3,14.0,18.2,32.1,27.4,32.3,23.8,52.1,52.5,34.0,36.6,37.5,32.3,69.6,+0.35,Iowa,8 seed,R64,2023
43,"Boise St.  10 seed, R64",MWC,34,24-10,110.1,95.6,.8361,51.6,47.5,16.6,17.5,27.2,24.0,30.3,27.6,50.6,48.0,35.6,31.2,37.8,37.4,66.3,+2.1,Boise St.,10 seed,R64,2023
46,"USC  10 seed, R64",P12,33,22-11,111.8,97.4,.8298,51.2,45.4,18.1,17.9,28.8,32.7,33.2,30.2,51.0,42.7,34.5,33.4,33.0,37.1,68.0,+2.1,USC,10 seed,R64,2023
48,"N.C. State  11 seed, R64",ACC,34,23-11,113.6,99.2,.8272,51.5,49.8,13.5,18.8,30.4,26.2,25.3,34.0,51.1,50.9,34.7,31.6,37.1,33.5,69.2,+0.00,N.C. State,11 seed,R64,2023
50,"Illinois  9 seed, R64",B10,33,20-13,108.9,95.4,.8216,51.4,46.7,18.4,18.5,31.6,26.7,34.3,30.1,55.1,45.1,30.8,33.4,41.9,30.5,69.8,+0.9,Illinois,9 seed,R64,2023
51,"Arizona St.  11 seed, R64",P12,36,23-13,108.4,95.0,.8207,48.4,46.5,16.8,20.1,29.2,31.5,31.2,33.5,48.5,43.6,32.2,34.1,39.3,39.0,68.1,+1.2,Arizona St.,11 seed,R64,2023
53,"Drake  12 seed, R64",MVC,35,27-8,108.8,95.6,.8155,52.9,46.9,15.5,17.5,23.8,22.4,28.4,27.4,51.9,46.9,36.4,31.3,36.5,38.2,66.3,-0.7,Drake,12 seed,R64,2023
55,"Providence  11 seed, R64",BE,33,21-12,114.9,101.2,.8128,51.1,49.7,16.8,16.9,34.7,27.3,36.3,25.4,50.8,49.2,34.6,33.8,31.9,33.6,66.8,+1.3,Providence,11 seed,R64,2023
62,"VCU  12 seed, R64",A10,35,27-8,105.5,93.4,.8026,52.0,46.9,19.6,23.9,28.9,30.0,41.6,31.1,51.9,46.4,34.8,31.9,32.7,34.1,67.9,+1.0,VCU,12 seed,R64,2023
64,"Mississippi St.  11 seed, R68",SEC,34,21-13,103.4,91.8,.7986,46.7,46.2,19.4,21.7,35.5,28.6,33.8,27.6,50.4,45.8,26.6,31.1,34.6,43.8,63.6,+0.36,Mississippi St.,11 seed,R68,2023
65,"Missouri  7 seed, R32",SEC,35,25-10,117.5,104.5,.7939,55.0,52.3,15.8,24.0,26.3,37.2,29.1,34.2,55.8,52.2,36.0,35.0,43.2,44.2,68.9,+3.5,Missouri,7 seed,R32,2023
67,"Iona  13 seed, R64",MAAC,35,27-8,110.3,98.3,.7908,51.6,46.3,15.1,20.7,31.6,30.8,29.0,30.9,50.4,47.1,36.2,29.7,32.0,34.6,68.5,-1.7,Iona,13 seed,R64,2023
70,"Charleston  12 seed, R64",CAA,35,31-4,109.4,97.7,.7865,51.1,47.9,16.7,19.3,34.6,25.4,32.7,24.9,52.5,49.1,33.0,30.1,47.3,31.9,71.0,+0.00,Charleston,12 seed,R64,2023
72,"Pittsburgh  11 seed, R32",ACC,36,24-12,113.1,101.6,.7743,52.5,48.5,16.3,16.6,29.5,28.6,32.9,30.4,51.4,48.2,36.0,32.6,43.4,39.5,67.2,-0.25,Pittsburgh,11 seed,R32,2023
79,"Kent St.  13 seed, R64",MAC,35,28-7,107.0,97.0,.7561,50.8,47.3,16.3,22.3,31.3,30.2,31.5,38.1,51.4,47.9,33.2,31.0,38.3,40.1,67.8,+0.8,Kent St.,13 seed,R64,2023
80,"Nevada  11 seed, R68",MWC,33,22-11,109.7,99.5,.7542,50.7,49.8,15.3,18.5,22.8,24.9,39.1,31.8,50.2,50.0,34.4,33.0,37.5,42.1,65.9,+0.7,Nevada,11 seed,R68,2023
83,"Oral Roberts  12 seed, R64",Sum,35,30-5,111.8,101.6,.7487,55.4,48.6,13.3,17.4,24.5,27.7,24.2,21.7,55.9,46.8,36.5,34.3,46.0,39.4,70.2,+1.6,Oral Roberts,12 seed,R64,2023
89,"Louisiana  13 seed, R64",SB,34,26-8,110.8,101.6,.7299,52.8,50.5,17.7,18.4,33.3,26.3,37.0,34.2,51.9,49.3,36.5,35.6,31.7,30.1,68.4,+0.00,Louisiana,13 seed,R64,2023
93,"Princeton  15 seed, Sweet Sixteen",Ivy,32,23-9,109.1,101.0,.7083,52.2,48.4,16.5,14.7,28.1,22.6,30.4,28.1,53.3,48.1,33.7,32.7,40.8,32.9,67.0,-3.2,Princeton,15 seed,Sweet Sixteen,2023
96,"Furman  13 seed, R32",SC,36,28-8,112.7,104.8,.6984,55.0,50.7,15.7,18.2,28.9,27.3,34.8,31.9,58.3,51.5,34.1,32.7,46.7,34.8,68.2,-2.0,Furman,13 seed,R32,2023
99,"Vermont  15 seed, R64",AE,34,23-11,109.7,102.5,.6873,54.8,51.0,14.3,16.6,19.2,22.3,28.1,26.9,55.4,50.1,36.0,35.1,43.4,36.1,64.5,-3.8,Vermont,15 seed,R64,2023
100,"Montana St.  14 seed, R64",BSky,35,25-10,105.1,98.2,.6871,51.0,49.8,17.8,20.1,25.7,25.4,44.0,35.1,52.6,48.8,31.8,34.6,33.4,34.0,66.3,-2.7,Montana St.,14 seed,R64,2023
109,"Colgate  15 seed, R64",Pat,35,26-9,112.5,106.1,.6607,58.2,52.2,15.0,17.6,25.0,24.5,27.3,20.2,56.9,51.5,40.5,35.6,34.5,37.0,67.5,-3.7,Colgate,15 seed,R64,2023
115,"Kennesaw St.  14 seed, R64",ASun,35,26-9,105.6,100.3,.6428,52.7,51.1,17.8,19.5,27.3,25.4,35.9,36.8,51.2,50.6,36.8,34.5,37.6,38.9,68.4,-1.4,Kennesaw St.,14 seed,R64,2023
116,"Grand Canyon  14 seed, R64",WAC,36,24-12,111.3,106.0,.6388,52.8,47.5,18.1,15.1,30.2,30.4,36.9,33.2,50.4,47.1,37.6,32.3,40.7,32.6,64.9,-3.8,Grand Canyon,14 seed,R64,2023
124,"UC Santa Barbara  14 seed, R64",BW,35,27-8,110.0,105.7,.6125,54.1,50.1,17.0,18.5,26.3,26.1,34.4,29.2,54.8,49.3,34.8,34.6,29.2,31.5,64.4,-1.5,UC Santa Barbara,14 seed,R64,2023
151,"Northern Kentucky  16 seed, R64",Horz,35,22-13,102.6,101.4,.5349,49.1,51.3,17.3,23.3,31.6,33.0,26.9,30.5,47.4,49.3,34.3,36.4,40.9,38.7,61.9,-6.7,Northern Kentucky,16 seed,R64,2023
184,"UNC Asheville  15 seed, R64",BSth,35,27-8,102.3,103.5,.4657,53.6,48.3,20.1,17.8,25.7,29.1,40.9,26.8,51.1,49.5,38.6,30.6,37.3,33.8,68.2,-1.9,UNC Asheville,15 seed,R64,2023
187,"Texas A&M Corpus Chris  16 seed, R64",Slnd,35,24-11,105.8,107.4,.4566,50.5,52.6,17.7,20.4,32.8,27.8,34.8,38.2,48.3,54.1,36.4,33.8,34.5,41.5,68.9,-6.0,Texas A&M Corpus Chris,16 seed,R64,2023
218,"Howard  16 seed, R64",MEAC,35,22-13,102.7,106.3,.4025,51.8,50.9,22.9,20.6,33.7,31.9,32.2,34.0,49.8,51.1,36.9,33.8,36.5,36.8,69.0,-7.3,Howard,16 seed,R64,2023
264,"Fairleigh Dickinson  16 seed, R32",NEC,37,21-16,106.1,114.7,.2909,51.3,54.7,16.3,21.1,30.9,29.3,28.0,33.9,51.1,55.8,34.3,35.3,37.7,40.1,68.6,-12.2,Fairleigh Dickinson,16 seed,R32,2023
268,"Southeast Missouri St.  16 seed, R68",OVC,36,19-17,99.4,107.8,.2823,50.1,51.3,17.3,19.0,25.0,28.3,38.2,44.1,50.3,50.7,33.2,35.0,40.0,35.4,72.0,-11.7,Southeast Missouri St.,16 seed,R68,2023
293,"Texas Southern  16 seed, R68",SWAC,35,14-21,95.4,105.4,.2395,46.1,49.6,20.3,18.5,29.2,27.5,34.3,38.8,47.7,48.9,28.0,33.9,28.1,35.5,69.2,-13.5,Texas Southern,16 seed,R68,2023
