Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB,School,Seed Rank,Round Finished,Year
22,"Texas A&M  4 seed, ✅",SEC,32,22-10,115.7,93.1,.9237,47.5,48.2,18.2,19.7,42.0,27.8,41.7,35.3,48.0,46.5,31.1,33.4,37.6,47.0,66.1,+5.2,Texas A&M,4 seed,✅,2025
23,"Illinois  6 seed, ✅",B10,33,21-12,122.2,98.5,.9227,52.3,47.3,15.8,12.7,36.0,26.3,34.6,26.8,57.3,46.1,31.1,33.3,46.9,30.4,71.3,+3.4,Illinois,6 seed,✅,2025
24,"Saint Mary's  7 seed, ✅",WCC,33,28-5,115.0,92.8,.9215,50.9,46.2,15.1,16.6,40.5,24.9,31.4,25.0,51.8,45.8,32.6,31.2,33.4,31.3,61.8,+4.1,Saint Mary's,7 seed,✅,2025
25,"UCLA  7 seed, ✅",B10,32,22-10,117.9,95.3,.9205,53.0,50.5,15.9,22.8,32.8,29.2,32.9,34.6,53.1,51.2,35.2,33.2,36.0,44.8,65.0,+3.2,UCLA,7 seed,✅,2025
26,"Michigan  5 seed, ✅",B10,34,25-9,115.1,94.4,.9071,54.5,46.3,19.8,16.0,33.2,29.8,35.0,28.5,57.7,45.9,33.4,31.3,42.5,38.9,69.4,+6.2,Michigan,5 seed,✅,2025
27,"Baylor  9 seed, ✅",B12,33,19-14,120.5,99.3,.9027,51.5,51.2,16.1,18.8,35.6,31.2,31.0,33.5,51.2,49.8,34.7,35.4,40.2,40.8,64.6,+1.9,Baylor,9 seed,✅,2025
28,"Mississippi  6 seed, ✅",SEC,33,22-11,117.4,97.0,.9002,51.1,50.5,12.8,20.5,25.4,30.8,35.6,39.5,51.0,51.6,34.1,32.7,40.2,44.0,68.0,+4.8,Mississippi,6 seed,✅,2025
29,"VCU  11 seed, ✅",A10,34,28-6,116.2,96.0,.9002,52.4,44.4,16.8,20.6,36.7,30.0,32.2,36.1,54.2,43.6,33.5,30.6,47.4,35.3,66.1,+1.1,VCU,11 seed,✅,2025
30,"Georgia  9 seed, ✅",SEC,32,20-12,116.0,95.8,.9001,52.5,47.2,18.8,18.0,36.1,31.8,39.8,30.4,53.8,47.8,33.5,30.9,36.8,40.6,66.4,+2.0,Georgia,9 seed,✅,2025
31,"Marquette  7 seed, ✅",BE,33,23-10,116.7,96.5,.8984,52.0,49.9,13.5,21.5,30.1,31.0,26.1,30.2,54.9,51.3,32.5,31.8,46.3,39.8,67.7,+3.6,Marquette,7 seed,✅,2025
32,"Mississippi St.  8 seed, ✅",SEC,33,21-12,118.3,98.8,.8888,51.7,51.9,15.1,19.0,34.1,29.5,31.6,35.4,55.2,50.1,31.4,36.1,42.3,44.2,68.0,+2.9,Mississippi St.,8 seed,✅,2025
33,"Creighton  9 seed, ✅",BE,34,24-10,117.3,98.3,.8850,55.8,47.0,18.1,11.7,26.9,27.2,28.5,16.9,60.5,45.8,33.9,32.7,49.0,35.2,67.1,+3.1,Creighton,9 seed,✅,2025
35,"Connecticut  8 seed, ✅",BE,33,23-10,121.6,102.0,.8829,55.5,48.3,17.1,15.5,35.6,27.4,30.6,40.0,57.3,46.0,35.4,35.1,42.6,34.2,63.8,+2.2,Connecticut,8 seed,✅,2025
36,"North Carolina  11 seed, ✅",ACC,35,22-13,118.9,99.8,.8816,54.2,49.6,15.1,15.2,29.2,27.1,34.8,30.0,54.9,49.2,35.3,33.5,37.0,37.9,70.6,+1.4,North Carolina,11 seed,✅,2025
37,"Xavier  11 seed, ✅",BE,32,21-11,116.3,97.8,.8797,53.9,50.6,16.0,17.6,25.2,25.2,37.2,28.1,51.3,50.5,38.8,33.9,37.4,37.2,69.0,+0.34,Xavier,11 seed,✅,2025
38,"Colorado St.  12 seed, ✅",MWC,34,25-9,116.9,98.6,.8762,55.8,48.5,17.4,16.7,26.4,25.3,31.8,33.6,56.5,47.7,36.6,33.1,42.8,37.9,66.0,+0.9,Colorado St.,12 seed,✅,2025
39,"Oregon  5 seed, ✅",B10,33,24-9,115.1,97.2,.8748,52.2,49.1,16.2,17.6,30.6,29.2,33.4,27.7,53.0,50.0,34.0,31.7,38.6,37.4,67.7,+5.3,Oregon,5 seed,✅,2025
40,"New Mexico  10 seed, ✅",MWC,33,26-7,111.7,94.9,.8669,50.8,49.2,15.6,20.5,31.5,25.6,37.8,35.0,50.6,48.2,34.1,33.8,32.2,38.3,73.1,+2.8,New Mexico,10 seed,✅,2025
42,"Vanderbilt  10 seed, ✅",SEC,32,20-12,118.7,101.2,.8621,51.7,52.9,14.7,20.0,32.2,29.7,34.0,39.0,53.6,51.5,32.5,36.9,40.2,37.5,69.6,+1.5,Vanderbilt,10 seed,✅,2025
43,"Arkansas  10 seed, ✅",SEC,33,20-13,111.9,95.4,.8616,52.7,48.3,16.5,17.5,27.6,28.3,35.5,29.4,54.4,48.5,33.3,31.9,36.7,39.5,69.3,+1.2,Arkansas,10 seed,✅,2025
45,"UC San Diego  12 seed, ✅",BW,34,30-4,113.5,97.0,.8589,55.4,47.7,13.4,23.3,25.6,28.4,33.8,29.8,56.1,46.2,36.5,33.1,49.6,44.3,65.8,+1.2,UC San Diego,12 seed,✅,2025
46,"Oklahoma  9 seed, ✅",SEC,33,20-13,117.7,100.9,.8549,54.9,51.1,17.3,18.1,26.5,31.7,39.6,35.8,54.6,54.9,37.0,30.5,41.9,41.9,68.4,+2.1,Oklahoma,9 seed,✅,2025
47,"Utah St.  10 seed, ✅",MWC,33,26-7,122.6,105.2,.8530,56.0,51.8,16.0,20.2,34.6,30.3,37.6,36.2,57.7,52.6,35.8,33.8,42.3,44.4,67.6,+2.3,Utah St.,10 seed,✅,2025
49,"Texas  11 seed, ✅",SEC,34,19-15,116.7,100.2,.8522,52.5,48.4,14.3,16.6,29.8,29.7,36.6,39.3,51.8,47.5,36.0,33.3,35.4,36.2,67.3,+0.03,Texas,11 seed,✅,2025
53,"San Diego St.  11 seed, ✅",MWC,30,21-9,108.9,94.3,.8391,50.6,45.3,16.8,19.7,29.4,30.9,32.1,37.2,51.6,45.0,32.8,30.4,39.4,47.3,65.8,+0.9,San Diego St.,11 seed,✅,2025
56,"Liberty  12 seed, ✅",CUSA,34,28-6,112.8,98.2,.8310,58.4,45.9,15.3,16.9,18.9,28.0,30.9,26.3,57.7,48.0,39.5,28.0,47.7,34.4,65.4,-0.32,Liberty,12 seed,✅,2025
58,"Drake  11 seed, ✅",MVC,33,30-3,112.5,98.5,.8229,53.8,51.7,18.6,22.1,36.0,25.8,43.0,35.8,54.6,54.3,35.0,31.8,36.8,39.1,58.6,+2.3,Drake,11 seed,✅,2025
60,"Memphis  5 seed, ✅",Amer,34,29-5,111.7,98.7,.8057,53.6,48.5,19.2,19.1,35.1,32.3,39.4,33.6,52.0,48.6,38.0,32.2,33.1,40.7,70.7,+4.8,Memphis,5 seed,✅,2025
64,"McNeese St.  12 seed, ✅",Slnd,33,27-6,113.4,100.7,.7960,53.3,47.5,16.2,21.6,34.7,31.3,35.7,31.4,53.2,46.9,35.6,32.2,36.7,46.6,65.2,-0.9,McNeese St.,12 seed,✅,2025
79,"Yale  13 seed, ✅",Ivy,29,22-7,113.9,103.7,.7457,54.8,48.8,14.4,16.1,33.2,25.8,32.0,28.7,53.4,47.3,38.5,33.7,32.0,48.0,67.2,-2.7,Yale,13 seed,✅,2025
83,"Grand Canyon  13 seed, ✅",WAC,33,26-7,108.5,99.5,.7310,51.2,47.0,18.4,20.6,32.5,28.6,43.9,32.2,53.2,46.4,31.6,32.1,33.6,34.4,71.5,-2.5,Grand Canyon,13 seed,✅,2025
85,"High Point  13 seed, ✅",BSth,34,29-5,117.7,108.1,.7261,56.4,49.1,15.3,16.5,34.0,29.9,37.6,36.3,57.4,48.9,36.6,32.9,39.0,36.0,66.5,-1.8,High Point,13 seed,✅,2025
100,"Lipscomb  14 seed, ✅",ASun,34,25-9,110.7,104.0,.6719,55.9,48.6,14.4,15.9,24.0,26.5,31.4,22.3,56.7,49.9,36.7,31.0,47.4,37.2,66.1,-4.1,Lipscomb,14 seed,✅,2025
101,"Akron  13 seed, ✅",MAC,34,28-6,113.7,106.8,.6712,55.4,49.5,16.6,17.2,33.3,29.0,26.8,33.7,55.8,50.6,36.6,31.9,45.4,38.0,71.2,-1.8,Akron,13 seed,✅,2025
103,"Troy  14 seed, ✅",SB,33,23-10,106.7,100.6,.6614,50.1,47.2,19.9,19.8,38.6,32.0,37.8,29.3,53.9,46.2,30.3,32.6,44.8,38.1,66.1,-4.5,Troy,14 seed,✅,2025
109,"UNC Wilmington  14 seed, ✅",CAA,34,27-7,112.2,106.8,.6389,52.2,50.9,16.0,17.4,35.4,28.1,37.8,30.3,53.8,50.4,33.0,34.4,36.2,42.6,65.1,-3.3,UNC Wilmington,14 seed,✅,2025
126,"Nebraska Omaha  15 seed, ✅",Sum,34,22-12,112.2,108.4,.5961,53.5,53.1,15.7,14.9,29.2,25.4,36.4,37.7,52.5,53.5,36.7,35.1,38.6,44.5,67.7,-6.5,Nebraska Omaha,15 seed,✅,2025
132,"Montana  14 seed, ✅",BSky,34,25-9,112.0,109.0,.5785,56.4,52.2,16.2,15.5,22.6,29.0,36.2,31.9,57.3,53.1,36.5,33.7,36.8,35.0,67.0,-3.1,Montana,14 seed,✅,2025
145,"Wofford  15 seed, ✅",SC,34,19-15,111.5,109.7,.5466,53.3,51.8,16.9,14.9,35.5,26.2,31.1,36.2,54.6,51.8,34.5,34.5,47.7,45.8,63.9,-9.7,Wofford,15 seed,✅,2025
149,"Robert Morris  15 seed, ✅",Horz,34,26-8,105.9,105.0,.5237,51.3,50.3,18.5,18.8,35.3,28.3,38.4,30.0,50.7,49.8,34.9,34.2,36.8,35.6,67.9,-4.3,Robert Morris,15 seed,✅,2025
153,"Bryant  15 seed, ✅",AE,34,23-11,105.7,105.3,.5111,51.0,47.7,16.5,16.4,34.2,28.8,30.4,30.0,51.5,47.3,33.4,32.2,34.8,36.0,72.3,-7.1,Bryant,15 seed,✅,2025
195,"Norfolk St.  16 seed, ✅",MEAC,34,24-10,106.2,109.0,.4252,52.4,49.7,18.3,18.6,32.8,33.8,39.0,34.9,54.5,48.9,31.3,33.9,27.7,42.7,66.3,-5.3,Norfolk St.,16 seed,✅,2025
218,"SIU Edwardsville  16 seed, ✅",OVC,33,22-11,101.3,105.7,.3797,48.9,47.5,17.1,17.3,31.8,29.1,33.1,33.2,47.8,46.3,34.0,33.0,36.3,38.6,65.8,-7.8,SIU Edwardsville,16 seed,✅,2025
243,"American  16 seed, ✅",Pat,34,22-12,101.2,107.4,.3359,51.8,52.1,16.8,17.6,23.8,27.4,29.5,34.1,51.1,53.1,35.1,33.6,44.8,35.7,63.4,-8.3,American,16 seed,✅,2025
264,"Mount St. Mary's  16 seed, ✅",MAAC,34,22-12,99.4,107.5,.2903,51.0,48.0,21.7,15.9,31.1,28.3,31.0,26.7,50.1,48.7,34.9,31.4,41.0,44.5,67.3,-8.2,Mount St. Mary's,16 seed,✅,2025
274,"Alabama St.  16 seed, ✅",SWAC,34,19-15,100.5,109.6,.2704,47.1,50.3,13.2,18.6,28.3,31.1,29.9,38.7,45.4,50.4,32.9,33.4,42.9,39.5,67.6,-10.2,Alabama St.,16 seed,✅,2025
301,"Saint Francis  16 seed, ✅",NEC,33,16-17,99.9,112.0,.2116,51.6,51.3,19.6,16.4,25.4,30.0,23.8,28.7,52.6,53.4,33.4,32.3,41.9,43.2,67.2,-12.2,Saint Francis,16 seed,✅,2025
