Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB,School,Seed Rank,Round Finished,Year
40,"Baylor  11 seed, R64",B12,32,21-11,116.6,100.5,.8461,51.9,48.3,17.2,19.4,32.0,32.9,35.9,39.5,49.6,46.5,37.3,35.1,36.5,29.9,70.0,+1.5,Baylor,11 seed,R64,2008
41,"Oregon  9 seed, R64",P10,32,18-14,118.7,102.5,.8444,55.8,50.3,18.4,16.4,32.0,31.0,36.7,34.3,53.8,50.4,39.2,33.4,39.8,35.3,66.3,+0.8,Oregon,9 seed,R64,2008
43,"UNLV  8 seed, R32",MWC,35,27-8,109.6,94.8,.8405,48.6,46.3,16.7,22.3,29.1,32.3,33.3,32.4,47.8,47.0,33.2,30.1,39.8,36.6,64.5,+2.3,UNLV,8 seed,R32,2008
45,"Saint Mary's  10 seed, R64",WCC,32,25-7,108.2,93.8,.8374,52.4,44.8,19.5,21.6,35.5,31.4,39.0,30.7,51.6,44.1,35.8,31.3,38.0,25.9,66.7,+1.3,Saint Mary's,10 seed,R64,2008
46,"Villanova  12 seed, Sweet Sixteen",BE,35,22-13,108.6,94.4,.8328,49.1,51.1,20.5,23.6,36.2,31.0,38.9,46.4,47.8,48.6,34.4,36.5,34.9,40.9,67.7,+0.34,Villanova,12 seed,Sweet Sixteen,2008
47,"Oklahoma  6 seed, R32",B12,35,23-12,108.2,94.2,.8299,50.1,47.0,19.7,20.2,33.4,30.2,38.7,30.3,49.0,46.0,34.8,32.6,33.6,34.7,63.4,+2.8,Oklahoma,6 seed,R32,2008
48,"Western Kentucky  12 seed, Sweet Sixteen",SB,36,29-7,110.5,96.4,.8272,53.6,47.2,20.2,24.9,36.7,33.4,36.0,48.8,51.1,46.2,39.0,32.9,32.7,32.2,68.0,+0.31,Western Kentucky,12 seed,Sweet Sixteen,2008
49,"Saint Joseph's  11 seed, R64",A10,34,21-13,114.6,100.1,.8247,54.6,50.6,19.3,21.5,32.5,34.0,39.7,33.3,52.8,47.7,38.6,37.0,35.6,37.6,63.7,-1.2,Saint Joseph's,11 seed,R64,2008
54,"Vanderbilt  4 seed, R64",SEC,34,26-8,112.1,98.6,.8138,54.1,49.7,19.8,20.5,31.0,33.5,38.3,32.0,50.6,48.3,39.9,35.0,38.1,33.6,68.7,+3.8,Vanderbilt,4 seed,R64,2008
60,"Kent St.  9 seed, R64",MAC,35,28-7,106.7,94.5,.8014,52.5,46.6,22.5,25.0,35.7,35.6,41.1,37.8,50.9,46.0,37.3,31.7,30.4,33.1,64.9,+2.4,Kent St.,9 seed,R64,2008
66,"Temple  12 seed, R64",A10,34,21-13,111.9,99.8,.7892,54.1,49.1,19.1,19.3,28.5,32.4,35.3,31.8,53.3,46.5,36.9,35.7,39.4,37.2,63.9,-1.6,Temple,12 seed,R64,2008
68,"Kentucky  11 seed, R64",SEC,31,18-13,107.3,95.8,.7880,52.7,45.0,23.7,19.7,32.9,33.8,41.1,42.4,51.5,43.1,36.9,32.6,31.5,33.3,62.6,-1.1,Kentucky,11 seed,R64,2008
74,"South Alabama  10 seed, R64",SB,33,26-7,111.3,100.3,.7679,53.9,48.4,20.6,20.4,37.9,30.5,46.0,31.0,53.3,47.3,36.8,33.5,33.7,37.5,65.0,-0.17,South Alabama,10 seed,R64,2008
81,"Oral Roberts  13 seed, R64",Sum,33,24-9,102.9,93.7,.7472,49.9,44.8,19.2,20.7,33.1,31.3,40.7,29.5,47.1,42.6,36.8,33.7,33.5,27.3,64.0,-0.9,Oral Roberts,13 seed,R64,2008
86,"George Mason  12 seed, R64",CAA,34,23-11,108.8,99.4,.7379,52.3,47.5,18.7,18.4,32.0,27.9,39.8,27.0,52.4,46.4,34.7,33.2,33.2,33.1,62.0,-3.5,George Mason,12 seed,R64,2008
90,"Georgia  14 seed, R64",SEC,34,17-17,103.9,95.6,.7234,47.8,48.1,21.8,19.0,37.2,31.6,32.1,33.6,47.1,49.1,32.9,30.9,31.4,35.0,64.9,-3.8,Georgia,14 seed,R64,2008
94,"Siena  13 seed, R32",MAAC,34,23-11,107.6,100.0,.7009,50.5,51.8,15.9,24.6,31.4,36.5,36.3,25.4,48.1,49.5,37.4,37.6,30.4,34.2,67.4,-3.7,Siena,13 seed,R32,2008
98,"Cal St. Fullerton  14 seed, R64",BW,32,23-9,109.9,102.6,.6878,54.2,52.7,18.3,23.6,32.6,30.2,32.3,32.9,52.3,51.2,38.4,37.0,35.8,33.4,72.5,-3.1,Cal St. Fullerton,14 seed,R64,2008
111,"Winthrop  13 seed, R64",BSth,34,22-12,97.1,91.7,.6606,49.6,46.6,19.8,23.3,33.2,29.2,35.6,33.6,46.7,46.7,37.2,31.0,31.9,42.3,61.8,-4.2,Winthrop,13 seed,R64,2008
112,"San Diego  13 seed, R32",WCC,36,22-14,100.8,95.2,.6583,49.4,49.0,22.1,23.4,32.1,30.5,35.7,33.7,48.8,48.3,33.9,33.7,26.9,29.2,63.6,-3.8,San Diego,13 seed,R32,2008
119,"Portland St.  16 seed, R64",BSky,33,23-10,107.6,102.7,.6308,54.4,50.6,21.5,22.1,34.1,31.7,37.8,34.9,50.8,49.7,39.7,34.8,41.2,33.8,66.4,-3.3,Portland St.,16 seed,R64,2008
126,"Cornell  14 seed, R64",Ivy,28,22-6,108.3,104.5,.6016,55.4,49.1,19.9,20.9,28.6,31.3,33.8,34.6,52.5,46.3,40.4,36.5,35.4,33.7,68.1,-1.2,Cornell,14 seed,R64,2008
133,"Boise St.  14 seed, R64",WAC,34,25-9,106.6,103.2,.5936,57.1,50.3,21.2,19.5,30.4,29.4,39.7,33.6,56.2,49.1,39.2,35.2,35.6,32.1,71.2,-2.3,Boise St.,14 seed,R64,2008
139,"UMBC  15 seed, R64",AE,33,24-9,111.1,108.4,.5701,51.9,50.8,14.5,18.9,31.8,33.6,33.5,28.4,49.0,49.0,38.4,36.1,33.0,35.7,64.4,-2.8,UMBC,15 seed,R64,2008
145,"Belmont  15 seed, R64",ASun,34,25-9,106.6,104.7,.5521,53.2,51.9,20.4,22.4,33.5,30.5,33.8,35.6,52.1,51.9,36.3,34.6,47.1,34.4,69.5,-3.4,Belmont,15 seed,R64,2008
155,"American  15 seed, R64",Pat,33,21-12,106.2,105.2,.5256,52.2,47.7,22.5,19.7,32.9,30.0,41.3,38.9,46.2,45.0,40.8,35.0,40.2,35.6,61.0,-5.7,American,15 seed,R64,2008
164,"Austin Peay  15 seed, R64",OVC,35,24-11,103.1,103.6,.4869,51.7,54.2,18.3,24.3,30.2,32.7,44.3,32.7,48.4,53.0,38.2,37.4,37.3,40.0,65.5,-5.1,Austin Peay,15 seed,R64,2008
170,"Mount St. Mary's  16 seed, R64",NEC,34,19-15,99.9,100.8,.4728,49.8,47.2,20.8,21.5,29.8,33.4,38.7,38.0,47.9,46.7,36.1,32.2,30.4,30.4,65.9,-9.3,Mount St. Mary's,16 seed,R64,2008
185,"UT Arlington  16 seed, R64",Slnd,33,21-12,100.9,103.7,.4220,52.3,47.5,24.0,20.7,31.9,31.0,41.4,38.8,52.5,46.6,34.6,32.6,31.1,41.2,68.7,-6.9,UT Arlington,16 seed,R64,2008
294,"Coppin St.  16 seed, R68",MEAC,36,15-21,92.4,105.7,.1741,43.5,50.4,22.2,24.9,31.7,38.3,36.6,39.9,42.0,49.1,32.0,34.9,24.4,37.8,62.1,-12.9,Coppin St.,16 seed,R68,2008
307,"Mississippi Valley St.  16 seed, R64",SWAC,33,17-16,90.7,105.3,.1521,43.4,49.8,21.7,22.8,32.2,34.6,40.3,36.9,40.7,50.9,34.2,31.6,24.8,31.5,63.2,-9.9,Mississippi Valley St.,16 seed,R64,2008
