Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB,School,Seed Rank,Round Finished,Year
20,"Villanova  2 seed, R32",BE,33,25-8,117.5,96.6,.9046,52.2,47.4,18.9,21.1,37.7,32.0,43.9,49.1,50.3,45.5,37.3,33.6,34.5,38.5,70.8,+5.5,Villanova,2 seed,R32,2010
21,"Missouri  10 seed, R32",B12,34,23-11,112.1,92.3,.9039,50.1,45.9,17.8,27.1,34.7,38.1,33.9,38.9,47.6,45.2,36.8,31.7,33.3,30.9,69.1,+1.6,Missouri,10 seed,R32,2010
22,"Texas  8 seed, R64",B12,34,24-10,114.1,94.0,.9026,51.1,44.9,18.3,20.4,38.9,32.1,40.7,35.2,50.9,43.6,34.5,32.2,26.2,28.4,71.2,+3.8,Texas,8 seed,R64,2010
23,"Michigan St.  5 seed, Final Four",B10,37,28-9,113.5,93.7,.9004,51.6,46.6,21.0,18.8,39.8,28.4,36.9,31.4,51.6,45.1,34.4,32.8,26.3,37.0,65.3,+3.5,Michigan St.,5 seed,Final Four,2010
24,"Utah St.  12 seed, R64",WAC,34,26-8,116.3,96.1,.8989,55.1,46.1,16.3,17.6,33.4,27.0,29.6,29.7,52.0,44.7,41.6,32.5,29.8,32.9,60.3,-0.20,Utah St.,12 seed,R64,2010
25,"Minnesota  11 seed, R64",B10,35,21-14,114.5,94.7,.8980,53.1,46.5,19.0,21.3,33.4,32.5,33.9,32.8,50.0,43.6,39.9,34.1,31.7,37.7,65.6,-0.35,Minnesota,11 seed,R64,2010
26,"Marquette  6 seed, R64",BE,34,22-12,115.4,95.5,.8978,52.8,49.7,15.9,22.0,31.2,33.0,34.9,29.4,47.9,50.0,41.3,32.5,35.1,28.9,62.5,+1.7,Marquette,6 seed,R64,2010
27,"Northern Iowa  9 seed, Sweet Sixteen",MVC,35,30-5,109.5,90.7,.8964,49.6,46.6,17.9,20.4,30.7,26.8,37.0,28.8,47.5,44.7,35.4,33.3,37.9,35.9,58.7,+3.9,Northern Iowa,9 seed,Sweet Sixteen,2010
28,"Washington  11 seed, Sweet Sixteen",P10,36,26-10,113.0,93.7,.8958,49.7,46.5,17.5,22.0,36.9,32.2,40.9,44.6,49.5,45.9,33.6,32.1,25.7,27.1,71.7,+1.2,Washington,11 seed,Sweet Sixteen,2010
29,"Oklahoma St.  7 seed, R64",B12,33,22-11,114.4,95.1,.8935,52.4,48.1,18.4,19.4,29.1,27.9,36.5,37.2,52.5,45.0,34.9,36.1,42.1,34.2,66.0,+1.8,Oklahoma St.,7 seed,R64,2010
30,"Notre Dame  6 seed, R64",BE,35,23-12,120.3,100.4,.8886,53.7,49.3,16.0,15.9,34.7,30.5,38.1,27.8,51.3,47.8,38.8,34.9,34.5,33.3,63.1,+0.45,Notre Dame,6 seed,R64,2010
31,"Georgia Tech  10 seed, R32",ACC,35,22-13,109.8,91.7,.8885,50.3,44.3,23.2,21.3,38.3,33.7,37.7,34.8,49.0,42.8,35.8,31.3,28.3,35.5,68.1,+1.4,Georgia Tech,10 seed,R32,2010
32,"Florida St.  9 seed, R64",ACC,32,22-10,104.5,87.3,.8881,50.5,43.5,24.3,23.6,38.1,32.4,38.6,34.8,50.7,40.3,33.5,32.8,32.1,35.3,65.6,+2.8,Florida St.,9 seed,R64,2010
33,"Tennessee  6 seed, Elite Eight",SEC,37,28-9,109.5,91.5,.8871,50.6,45.2,18.9,23.1,33.5,32.3,35.6,40.7,51.8,45.7,32.0,29.7,31.3,38.1,67.5,+3.9,Tennessee,6 seed,Elite Eight,2010
34,"UNLV  8 seed, R64",MWC,33,24-9,111.6,93.3,.8864,52.2,45.8,17.2,22.7,29.0,30.8,30.9,47.2,53.4,43.2,33.3,33.7,35.5,34.5,66.2,+1.0,UNLV,8 seed,R64,2010
35,"UTEP  12 seed, R64",CUSA,33,26-7,108.4,90.9,.8839,52.8,44.6,18.7,22.3,28.9,30.2,39.6,43.2,53.4,43.4,34.3,31.3,31.2,34.8,67.8,+2.3,UTEP,12 seed,R64,2010
36,"Pittsburgh  3 seed, R32",BE,34,25-9,111.8,93.7,.8835,49.6,44.6,19.4,16.9,37.0,31.1,42.8,33.8,48.9,43.6,34.3,31.4,29.1,29.1,60.9,+3.7,Pittsburgh,3 seed,R32,2010
38,"Gonzaga  8 seed, R32",WCC,33,26-7,112.4,95.0,.8743,54.0,46.8,18.6,18.2,32.0,28.6,49.2,34.2,54.4,44.8,35.5,33.9,27.9,32.6,67.8,+2.6,Gonzaga,8 seed,R32,2010
39,"Old Dominion  11 seed, R32",CAA,36,27-9,108.1,91.3,.8741,48.8,45.5,20.1,22.4,42.4,30.2,30.3,29.7,49.2,45.8,31.7,30.0,25.4,35.0,62.1,+0.8,Old Dominion,11 seed,R32,2010
40,"Vanderbilt  4 seed, R64",SEC,32,23-9,114.1,96.5,.8726,52.6,47.0,19.3,19.2,32.6,35.1,48.3,34.5,51.5,45.2,36.9,33.9,29.9,31.2,68.1,+3.3,Vanderbilt,4 seed,R64,2010
42,"Saint Mary's  10 seed, Sweet Sixteen",WCC,33,27-6,115.9,98.6,.8645,55.3,46.1,17.1,16.0,34.3,31.1,32.7,30.2,52.2,46.3,40.6,30.2,35.9,23.3,66.1,+2.0,Saint Mary's,10 seed,Sweet Sixteen,2010
44,"San Diego St.  11 seed, R64",MWC,32,23-9,111.5,95.3,.8580,51.7,46.9,20.8,20.6,40.1,31.9,41.0,31.6,53.5,43.1,31.8,36.1,30.8,34.2,62.7,+1.4,San Diego St.,11 seed,R64,2010
45,"New Mexico  3 seed, R32",MWC,35,30-5,114.8,98.5,.8543,50.6,49.5,16.2,19.9,35.4,27.2,44.9,35.0,47.8,49.1,36.9,33.3,36.5,39.8,66.9,+5.0,New Mexico,3 seed,R32,2010
47,"Louisville  9 seed, R64",BE,33,20-13,114.8,98.6,.8525,51.4,48.5,20.0,22.3,39.8,36.9,35.7,41.0,51.9,46.7,33.7,34.7,39.6,32.2,65.8,-0.11,Louisville,9 seed,R64,2010
48,"Richmond  7 seed, R64",A10,35,26-9,109.1,93.9,.8484,51.1,44.2,16.9,22.7,26.5,35.8,32.4,36.2,49.9,43.8,35.5,30.1,36.2,31.2,62.3,+2.7,Richmond,7 seed,R64,2010
49,"Cornell  12 seed, Sweet Sixteen",Ivy,32,27-5,118.0,101.9,.8443,56.5,48.1,18.6,20.7,32.1,29.9,29.1,38.5,51.1,46.6,43.2,34.3,39.9,31.8,64.2,+2.0,Cornell,12 seed,Sweet Sixteen,2010
50,"Florida  10 seed, R64",SEC,34,21-13,113.3,98.2,.8395,49.4,48.4,18.5,20.3,37.0,32.8,33.4,27.7,50.6,48.3,31.3,32.5,32.3,32.9,64.1,-0.02,Florida,10 seed,R64,2010
54,"Wake Forest  9 seed, R32",ACC,31,20-11,107.6,93.6,.8316,47.0,43.8,21.1,19.1,38.8,33.7,40.8,38.5,47.2,43.8,30.8,29.2,23.3,32.4,68.5,+1.0,Wake Forest,9 seed,R32,2010
66,"Siena  13 seed, R64",MAAC,34,27-7,108.7,96.6,.7961,49.3,48.0,17.4,21.6,35.5,29.5,38.7,21.4,49.7,47.4,32.1,32.8,24.3,31.3,69.3,+1.1,Siena,13 seed,R64,2010
67,"Murray St.  13 seed, R32",OVC,34,29-5,107.6,95.6,.7950,55.2,44.0,21.5,23.8,39.2,32.8,42.0,34.7,54.3,41.0,38.1,34.0,31.1,29.5,65.5,+0.23,Murray St.,13 seed,R32,2010
79,"Wofford  13 seed, R64",SC,34,25-9,104.8,95.0,.7545,49.1,46.5,18.3,21.3,33.6,29.2,44.1,35.7,47.7,46.8,34.8,30.6,30.8,30.5,63.0,-1.7,Wofford,13 seed,R64,2010
85,"Houston  13 seed, R64",CUSA,34,18-16,112.5,103.0,.7355,48.1,51.2,12.4,23.1,30.5,38.5,33.9,39.6,45.2,51.7,35.6,33.4,35.4,29.5,71.1,-6.2,Houston,13 seed,R64,2010
92,"Sam Houston St.  14 seed, R64",Slnd,29,21-8,110.6,101.9,.7181,53.7,50.2,18.8,21.0,33.6,30.1,38.7,41.2,51.9,50.4,37.6,33.3,40.1,33.3,68.7,-2.3,Sam Houston St.,14 seed,R64,2010
102,"Ohio  14 seed, R32",MAC,36,21-15,107.5,100.1,.6934,49.4,46.8,18.1,21.6,31.2,34.2,41.1,35.7,46.4,47.1,36.5,30.7,35.6,33.2,68.7,-7.6,Ohio,14 seed,R32,2010
114,"New Mexico St.  12 seed, R64",WAC,33,21-12,111.1,105.5,.6448,53.2,51.1,17.8,18.5,29.9,34.2,38.0,32.0,51.4,49.8,37.5,35.7,38.7,34.6,70.2,-2.2,New Mexico St.,12 seed,R64,2010
128,"Montana  14 seed, R64",BSky,30,20-10,105.5,101.2,.6181,54.2,47.6,19.1,19.5,30.2,29.6,36.8,38.8,51.9,44.8,39.3,36.0,32.3,30.4,61.6,-4.5,Montana,14 seed,R64,2010
138,"UC Santa Barbara  15 seed, R64",BW,29,19-10,100.6,97.4,.5933,50.7,48.0,22.6,22.0,27.6,32.5,45.4,39.4,47.5,48.9,37.6,31.0,35.9,39.9,65.9,-4.0,UC Santa Barbara,15 seed,R64,2010
141,"Oakland  14 seed, R64",Sum,33,24-9,107.4,104.5,.5785,49.0,50.3,19.7,18.4,36.9,31.1,41.1,32.4,49.8,50.0,31.6,33.9,31.0,26.2,68.8,-0.9,Oakland,14 seed,R64,2010
148,"Vermont  16 seed, R64",AE,35,25-10,103.5,101.3,.5626,48.2,45.0,20.5,20.2,36.3,33.6,49.4,34.6,48.5,43.7,31.7,32.0,27.8,30.7,66.4,-4.9,Vermont,16 seed,R64,2010
166,"East Tennessee St.  16 seed, R64",ASun,34,19-15,99.1,98.8,.5099,47.7,48.6,21.1,24.0,35.0,33.7,40.6,39.9,48.0,47.8,31.2,33.2,28.8,41.2,67.0,-7.9,East Tennessee St.,16 seed,R64,2010
169,"Morgan St.  15 seed, R64",MEAC,37,27-10,104.4,104.3,.5029,47.5,46.5,19.0,20.2,39.7,34.7,43.9,43.2,46.5,45.7,33.2,32.5,27.6,25.9,68.5,-3.7,Morgan St.,15 seed,R64,2010
177,"Lehigh  16 seed, R64",Pat,33,22-11,105.8,106.3,.4846,51.4,48.7,18.4,19.4,29.8,29.5,43.1,30.9,47.8,47.0,39.9,34.7,29.7,34.9,69.1,-6.6,Lehigh,16 seed,R64,2010
180,"North Texas  15 seed, R64",SB,31,22-9,102.7,103.5,.4762,50.4,47.8,21.2,18.2,32.7,30.5,52.9,32.7,50.9,47.3,32.8,32.9,30.5,25.9,67.0,-3.7,North Texas,15 seed,R64,2010
183,"Robert Morris  15 seed, R64",NEC,35,23-12,100.3,101.4,.4702,48.9,46.9,21.9,23.1,34.6,32.5,46.0,47.8,46.7,46.0,36.1,32.1,29.2,38.2,65.7,-6.4,Robert Morris,15 seed,R64,2010
234,"Winthrop  16 seed, R68",BSth,31,17-14,90.9,97.0,.3217,41.6,45.7,18.0,22.6,34.0,29.8,35.3,39.4,42.6,46.1,25.8,30.0,26.0,35.3,63.7,-8.5,Winthrop,16 seed,R68,2010
238,"Arkansas Pine Bluff  16 seed, R64",SWAC,33,17-16,91.8,98.2,.3159,44.8,45.8,24.4,20.4,35.4,27.3,47.9,54.6,44.7,44.5,30.0,32.4,26.3,30.9,65.4,-7.9,Arkansas Pine Bluff,16 seed,R64,2010
