Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB,School,Seed Rank,Round Finished,Year
52,"Seton Hall  9 seed, R64",BE,33,21-12,109.7,96.6,.8118,49.9,49.0,19.5,17.5,35.7,25.4,37.6,36.1,49.6,48.0,33.8,34.1,30.7,33.5,67.5,+2.6,Seton Hall,9 seed,R64,2017
55,"Nevada  12 seed, R64",MWC,35,28-7,114.7,101.6,.8008,52.5,48.3,15.5,15.9,30.4,26.3,41.3,28.2,49.2,49.3,38.2,31.0,40.2,35.4,69.7,+1.8,Nevada,12 seed,R64,2017
58,"Princeton  12 seed, R64",Ivy,30,23-7,108.6,96.3,.7986,53.2,48.7,15.2,20.2,24.1,24.7,24.4,32.0,50.5,46.9,37.6,34.5,46.2,36.7,62.8,-0.28,Princeton,12 seed,R64,2017
61,"VCU  10 seed, R64",A10,35,26-9,108.8,96.8,.7931,51.0,47.5,17.8,21.0,31.3,27.5,36.4,40.9,51.5,46.0,33.1,33.8,29.4,31.5,68.8,+1.4,VCU,10 seed,R64,2017
62,"USC  11 seed, R32",P12,36,26-10,114.1,101.6,.7926,52.2,50.1,15.7,17.9,31.0,31.4,36.8,24.0,51.0,47.2,36.2,36.8,36.6,36.5,68.7,+1.4,USC,11 seed,R32,2017
63,"UNC Wilmington  12 seed, R64",CAA,35,29-6,118.8,105.9,.7891,55.0,53.2,13.9,20.1,32.5,28.5,30.8,39.6,55.7,54.2,36.1,34.0,41.9,29.5,70.1,+1.7,UNC Wilmington,12 seed,R64,2017
64,"Vermont  13 seed, R64",AE,35,29-6,111.0,99.0,.7875,55.3,48.6,17.0,19.6,29.8,27.1,34.3,26.5,55.5,46.9,36.7,34.9,31.9,30.4,64.5,+0.9,Vermont,13 seed,R64,2017
71,"East Tennessee St.  13 seed, R64",SC,35,27-8,108.2,98.0,.7579,55.8,48.7,20.8,22.0,30.1,27.4,42.8,38.2,55.0,45.7,38.2,35.4,35.3,39.4,70.1,-0.6,East Tennessee St.,13 seed,R64,2017
77,"Bucknell  13 seed, R64",Pat,35,26-9,109.1,99.8,.7344,55.3,48.0,18.9,19.7,26.8,27.9,37.2,33.1,54.3,46.5,37.9,34.2,38.4,31.3,70.0,-2.0,Bucknell,13 seed,R64,2017
92,"New Mexico St.  14 seed, R64",WAC,34,28-6,110.3,103.3,.6781,52.7,47.9,19.5,19.1,35.6,28.5,43.3,35.2,54.2,49.1,33.5,30.3,39.0,32.5,67.7,-0.12,New Mexico St.,14 seed,R64,2017
113,"Florida Gulf Coast  14 seed, R64",ASun,34,26-8,108.8,104.3,.6191,53.9,49.3,17.9,17.4,33.8,29.6,33.8,35.9,55.4,51.0,33.7,31.0,32.1,37.6,65.8,-1.6,Florida Gulf Coast,14 seed,R64,2017
114,"Winthrop  13 seed, R64",BSth,33,26-7,106.3,102.2,.6112,53.5,46.7,17.8,18.6,26.3,28.4,38.2,34.5,50.9,45.9,37.9,32.1,43.5,35.5,70.9,-1.7,Winthrop,13 seed,R64,2017
126,"Iona  14 seed, R64",MAAC,35,22-13,110.2,106.7,.5918,53.4,50.0,16.5,18.0,27.0,32.1,31.0,33.4,49.3,47.7,39.7,36.1,40.0,35.5,70.4,-5.6,Iona,14 seed,R64,2017
138,"Troy  15 seed, R64",SB,37,22-15,109.6,107.3,.5610,51.6,50.1,17.8,17.6,30.8,29.8,40.1,32.8,50.9,49.5,35.1,34.1,40.3,39.7,68.0,-7.9,Troy,15 seed,R64,2017
144,"Northern Kentucky  15 seed, R64",Horz,35,24-11,106.5,105.0,.5411,52.4,49.7,18.8,17.0,31.2,26.4,36.5,30.5,51.6,50.2,35.7,32.4,42.4,33.5,67.9,-4.8,Northern Kentucky,15 seed,R64,2017
145,"Kent St.  14 seed, R64",MAC,36,22-14,105.1,103.7,.5367,48.2,50.1,17.9,19.0,38.1,29.8,32.5,34.3,48.5,48.5,31.7,35.3,34.9,35.3,68.2,-7.0,Kent St.,14 seed,R64,2017
157,"North Dakota  15 seed, R64",BSky,32,22-10,103.9,103.4,.5135,53.4,50.7,18.3,19.6,26.0,27.8,36.1,39.7,51.4,50.0,38.7,34.8,30.2,32.1,71.1,-5.2,North Dakota,15 seed,R64,2017
162,"Jacksonville St.  15 seed, R64",OVC,35,20-15,105.4,105.1,.5083,52.6,49.4,20.7,16.6,31.2,28.5,33.4,34.4,50.8,45.1,37.2,37.8,36.7,37.0,63.7,-7.9,Jacksonville St.,15 seed,R64,2017
163,"North Carolina Central  16 seed, R68",MEAC,34,25-9,102.3,102.0,.5083,51.3,45.3,17.8,19.8,31.6,31.2,34.2,28.0,52.7,46.1,32.7,29.2,38.2,35.6,66.7,-5.0,North Carolina Central,16 seed,R68,2017
184,"South Dakota St.  16 seed, R64",Sum,35,18-17,109.0,110.6,.4590,53.2,53.8,18.4,16.2,27.1,28.9,39.9,27.1,52.7,52.4,35.8,36.9,45.6,46.0,67.1,-9.7,South Dakota St.,16 seed,R64,2017
185,"New Orleans  16 seed, R68",Slnd,32,20-12,100.6,102.1,.4584,50.2,50.3,23.7,22.4,36.1,32.6,42.8,34.7,51.6,51.8,30.7,31.9,24.8,36.7,66.3,-6.2,New Orleans,16 seed,R68,2017
200,"Mount St. Mary's  16 seed, R64",NEC,36,20-16,99.8,102.5,.4250,51.0,49.9,19.2,21.7,23.1,34.8,32.4,32.6,49.4,49.5,35.8,34.1,36.9,27.4,66.9,-7.8,Mount St. Mary's,16 seed,R64,2017
204,"UC Davis  16 seed, R64",BW,36,23-13,98.3,101.6,.4062,48.4,48.7,20.3,19.6,29.1,28.3,40.8,33.1,46.9,48.5,34.5,32.6,31.4,36.5,69.0,-7.4,UC Davis,16 seed,R64,2017
225,"Texas Southern  16 seed, R64",SWAC,35,23-12,101.8,107.3,.3526,48.1,49.1,16.6,19.2,31.7,34.9,44.3,32.3,50.0,49.3,29.6,32.5,34.4,28.5,68.6,-4.3,Texas Southern,16 seed,R64,2017
