Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB,School,Seed Rank,Round Finished,Year
11,"Oklahoma  3 seed, Sweet Sixteen",B12,35,24-11,113.0,90.7,.9257,49.3,44.1,17.6,19.7,31.5,31.4,32.8,28.4,48.2,42.2,34.3,31.7,33.8,34.5,66.9,+4.2,Oklahoma,3 seed,Sweet Sixteen,2015
12,"Michigan St.  7 seed, Final Four",B10,39,27-12,117.9,94.8,.9247,53.2,44.9,17.5,16.5,33.5,27.0,32.7,39.0,50.8,43.8,38.5,31.5,35.0,33.8,63.3,+3.0,Michigan St.,7 seed,Final Four,2015
13,"Baylor  3 seed, R64",B12,33,23-10,117.7,95.0,.9218,49.8,45.8,20.1,19.3,41.9,31.5,38.6,32.1,46.1,46.4,38.2,29.8,33.5,35.7,61.4,+4.8,Baylor,3 seed,R64,2015
14,"Wichita St.  7 seed, Sweet Sixteen",MVC,34,29-5,116.1,93.7,.9215,50.3,45.8,15.0,21.3,34.5,27.4,36.2,36.6,48.9,42.6,35.4,35.3,34.7,30.4,62.0,+4.4,Wichita St.,7 seed,Sweet Sixteen,2015
15,"Louisville  4 seed, Elite Eight",ACC,36,27-9,111.0,89.6,.9210,47.7,44.0,17.2,21.3,34.7,30.8,38.7,33.3,48.4,43.3,30.7,30.3,31.4,31.8,64.9,+5.7,Louisville,4 seed,Elite Eight,2015
16,"Kansas  2 seed, R32",B12,36,27-9,114.9,92.9,.9204,49.4,44.6,19.2,17.5,34.9,31.6,42.6,33.8,46.4,43.4,37.9,31.5,28.4,32.0,66.6,+8.7,Kansas,2 seed,R32,2015
17,"Northern Iowa  5 seed, R32",MVC,35,31-4,117.3,95.1,.9174,55.9,45.6,17.8,19.2,27.0,26.9,39.8,27.0,53.3,44.0,39.8,32.1,39.9,37.9,57.8,+5.6,Northern Iowa,5 seed,R32,2015
18,"Iowa  7 seed, R32",B10,34,22-12,115.3,94.1,.9119,48.1,45.6,17.1,18.9,35.6,30.3,38.0,29.1,47.3,43.7,33.3,32.6,30.2,36.6,64.0,+2.0,Iowa,7 seed,R32,2015
19,"Iowa St.  3 seed, R64",B12,34,25-9,119.1,98.2,.9022,54.3,47.6,15.8,18.5,28.3,29.6,36.5,24.0,54.3,45.2,36.2,34.7,36.8,34.4,69.2,+6.8,Iowa St.,3 seed,R64,2015
20,"Ohio St.  10 seed, R32",B10,35,24-11,115.5,95.4,.9008,54.2,46.4,17.0,21.6,33.5,32.0,34.7,27.8,53.6,45.2,37.0,32.2,31.9,37.7,65.6,+2.4,Ohio St.,10 seed,R32,2015
21,"Butler  6 seed, R32",BE,34,23-11,109.9,90.8,.9005,48.4,46.7,17.0,19.5,34.7,25.3,40.8,33.4,46.3,47.1,35.6,30.7,28.7,34.2,63.3,+3.4,Butler,6 seed,R32,2015
22,"Xavier  6 seed, Sweet Sixteen",BE,37,23-14,117.4,97.4,.8956,53.3,50.0,18.1,18.8,31.3,27.3,38.5,33.3,53.7,48.9,35.1,34.6,33.2,37.1,64.9,+1.3,Xavier,6 seed,Sweet Sixteen,2015
23,"Texas  11 seed, R64",B12,34,20-14,112.1,93.6,.8883,49.1,42.1,20.1,14.0,37.9,28.6,36.6,34.8,48.3,37.7,33.8,34.7,34.1,30.8,62.2,+0.8,Texas,11 seed,R64,2015
24,"Georgetown  4 seed, R32",BE,33,22-11,114.3,96.0,.8813,51.3,47.1,19.2,20.2,34.3,31.0,43.9,44.1,50.5,43.1,35.3,36.2,32.5,35.4,63.9,+3.6,Georgetown,4 seed,R32,2015
25,"Providence  6 seed, R64",BE,34,22-12,113.0,95.9,.8687,48.4,48.2,18.1,19.7,35.2,29.0,40.7,39.3,48.9,47.1,31.3,33.3,28.9,36.3,65.1,+3.6,Providence,6 seed,R64,2015
27,"San Diego St.  8 seed, R32",MWC,35,26-9,105.0,89.6,.8618,46.6,43.5,18.6,21.1,35.7,29.7,36.2,25.7,45.9,42.3,32.0,30.6,30.6,32.0,60.6,+1.5,San Diego St.,8 seed,R32,2015
28,"BYU  11 seed, R68",WCC,33,23-10,120.0,102.4,.8616,53.2,49.6,16.4,17.7,33.4,28.4,42.5,39.2,50.2,49.6,39.0,33.1,36.6,32.3,70.2,+0.9,BYU,11 seed,R68,2015
29,"West Virginia  5 seed, Sweet Sixteen",B12,35,25-10,111.9,95.5,.8609,46.1,52.7,18.7,28.0,40.1,31.1,40.4,55.5,45.5,51.8,31.6,36.5,33.6,32.2,68.0,+3.9,West Virginia,5 seed,Sweet Sixteen,2015
30,"Arkansas  5 seed, R32",SEC,36,27-9,115.0,98.3,.8588,50.0,48.3,16.9,22.3,35.7,34.6,37.3,38.8,48.8,46.2,34.9,35.2,31.0,31.2,69.3,+3.8,Arkansas,5 seed,R32,2015
31,"SMU  6 seed, R64",Amer,33,26-7,112.9,96.7,.8567,52.1,45.7,19.5,20.3,36.6,29.2,43.8,31.2,51.3,42.9,36.3,32.7,23.1,45.7,63.0,+3.3,SMU,6 seed,R64,2015
32,"N.C. State  8 seed, Sweet Sixteen",ACC,36,22-14,115.6,99.1,.8552,49.3,45.5,16.0,14.9,33.9,30.2,35.3,34.7,47.3,43.6,35.6,33.0,32.2,31.3,64.1,+0.00,N.C. State,8 seed,Sweet Sixteen,2015
33,"Maryland  4 seed, R32",B10,35,28-7,111.8,96.0,.8519,51.2,45.5,18.9,17.2,28.9,30.5,44.5,28.1,48.0,44.1,37.6,31.8,38.7,37.5,63.8,+6.8,Maryland,4 seed,R32,2015
34,"Purdue  9 seed, R64",B10,34,21-13,112.1,96.3,.8516,50.3,45.4,19.9,17.6,36.5,30.9,41.7,38.4,50.9,42.3,32.7,35.1,32.4,30.5,64.4,+0.9,Purdue,9 seed,R64,2015
36,"St. John's  9 seed, R64",BE,32,20-12,112.1,96.9,.8420,49.3,46.4,15.7,19.5,27.6,35.4,35.7,33.3,48.2,44.9,34.5,32.6,30.5,35.5,66.4,+2.2,St. John's,9 seed,R64,2015
37,"Davidson  10 seed, R64",A10,31,23-8,120.2,104.2,.8373,55.4,49.3,14.1,17.0,29.6,30.4,28.5,34.6,53.1,51.4,38.7,30.0,45.6,32.7,66.6,+1.8,Davidson,10 seed,R64,2015
38,"Georgia  10 seed, R64",SEC,33,21-12,109.2,94.8,.8355,48.5,44.4,19.2,16.7,32.2,28.5,47.7,34.3,47.2,43.2,34.2,31.2,31.1,35.3,64.2,+1.5,Georgia,10 seed,R64,2015
39,"Indiana  10 seed, R64",B10,34,20-14,121.0,105.1,.8337,54.4,50.3,17.2,15.9,35.3,31.5,32.7,32.8,50.2,50.9,40.6,32.5,39.5,30.4,66.5,-0.37,Indiana,10 seed,R64,2015
40,"Cincinnati  8 seed, R32",Amer,34,23-11,108.3,94.2,.8331,49.5,44.1,21.0,19.9,37.3,32.3,37.1,26.1,49.6,42.2,32.9,31.9,29.7,33.3,59.7,-1.2,Cincinnati,8 seed,R32,2015
42,"LSU  9 seed, R64",SEC,33,22-11,109.3,95.2,.8318,50.3,44.6,20.2,19.1,33.9,32.9,33.5,29.4,50.1,43.9,33.9,30.9,28.4,29.2,69.5,+0.45,LSU,9 seed,R64,2015
43,"VCU  7 seed, R64",A10,36,26-10,110.4,96.1,.8301,48.7,49.5,15.7,23.5,31.8,30.6,37.3,37.8,46.9,48.3,34.3,34.5,39.9,35.1,66.6,+3.1,VCU,7 seed,R64,2015
44,"Oklahoma St.  9 seed, R64",B12,31,17-14,112.3,97.9,.8292,50.2,46.5,18.5,21.1,26.9,32.6,39.0,42.1,49.2,44.1,34.6,34.4,38.9,32.1,63.4,+0.05,Oklahoma St.,9 seed,R64,2015
45,"UCLA  11 seed, Sweet Sixteen",P12,36,22-14,113.4,98.9,.8287,49.6,48.5,17.6,17.9,33.8,28.6,35.7,32.3,47.4,45.4,36.8,35.6,28.9,38.5,66.2,-0.05,UCLA,11 seed,Sweet Sixteen,2015
47,"Oregon  8 seed, R32",P12,35,25-10,115.8,101.3,.8235,52.3,48.0,16.9,16.7,30.2,31.5,29.1,35.4,50.8,47.1,36.9,33.2,33.9,33.3,66.3,+3.0,Oregon,8 seed,R32,2015
49,"Boise St.  11 seed, R68",MWC,32,23-9,111.4,97.9,.8161,53.2,47.6,16.1,19.4,27.8,25.6,32.4,31.6,49.6,48.1,38.9,31.3,41.5,35.7,62.8,+0.47,Boise St.,11 seed,R68,2015
53,"Dayton  11 seed, R32",A10,36,27-9,108.8,96.6,.7976,52.9,47.3,17.9,21.1,23.3,28.4,48.1,30.6,52.6,46.5,35.6,32.5,38.2,33.4,63.2,+0.9,Dayton,11 seed,R32,2015
56,"Stephen F. Austin  12 seed, R64",Slnd,31,26-5,113.1,100.6,.7940,55.6,49.0,20.3,24.5,37.6,29.6,41.9,49.1,55.4,48.3,37.3,33.7,36.6,27.9,65.7,+1.5,Stephen F. Austin,12 seed,R64,2015
60,"Mississippi  11 seed, R64",SEC,34,21-13,113.7,101.4,.7874,47.8,47.6,16.5,18.7,34.8,31.4,36.1,41.2,46.8,43.6,33.2,35.8,33.0,40.1,65.9,-0.6,Mississippi,11 seed,R64,2015
64,"Georgia St.  14 seed, R32",SB,34,24-10,111.7,100.0,.7797,52.0,45.8,16.3,23.2,30.0,34.8,37.7,39.8,53.4,43.1,32.2,33.1,27.6,42.0,62.5,-2.6,Georgia St.,14 seed,R32,2015
69,"Buffalo  12 seed, R64",MAC,33,23-10,111.0,99.8,.7720,48.7,48.5,16.7,19.7,34.5,30.4,42.6,34.3,47.6,48.0,34.1,33.0,30.3,37.9,68.3,-1.0,Buffalo,12 seed,R64,2015
71,"Valparaiso  13 seed, R64",Horz,31,25-6,107.0,96.5,.7662,51.3,45.2,19.0,18.6,34.7,27.4,36.6,33.4,48.0,42.3,38.4,33.4,33.9,37.3,62.5,+0.40,Valparaiso,13 seed,R64,2015
82,"UC Irvine  13 seed, R64",BW,32,19-13,107.0,98.9,.7111,50.7,44.7,18.2,17.2,30.0,30.7,30.2,35.3,47.8,42.4,38.2,33.6,30.3,29.1,63.3,-4.3,UC Irvine,13 seed,R64,2015
88,"Harvard  13 seed, R64",Ivy,28,20-8,104.4,96.9,.7013,47.1,46.6,18.4,20.1,32.4,28.4,38.9,32.9,45.5,44.5,34.3,34.0,26.4,31.7,61.0,-1.1,Harvard,13 seed,R64,2015
103,"New Mexico St.  15 seed, R64",WAC,32,21-11,106.2,100.1,.6636,50.6,46.4,21.8,20.6,39.3,31.0,44.3,32.5,49.3,46.4,36.2,30.8,25.4,23.5,63.4,-4.3,New Mexico St.,15 seed,R64,2015
105,"Wofford  12 seed, R64",SC,33,26-7,104.7,98.8,.6611,51.1,47.0,17.2,20.0,29.4,27.7,37.6,36.4,49.1,47.3,36.8,30.9,33.2,31.3,60.6,+0.47,Wofford,12 seed,R64,2015
106,"Northeastern  14 seed, R64",CAA,35,23-12,109.0,102.9,.6600,54.5,49.8,21.5,15.5,30.1,25.3,41.4,25.0,53.0,49.1,38.6,34.4,30.5,28.8,63.0,-4.2,Northeastern,14 seed,R64,2015
119,"Wyoming  12 seed, R64",MWC,33,23-10,104.3,100.1,.6174,52.2,47.0,18.8,17.9,22.0,27.0,40.4,27.0,54.4,44.0,32.6,34.9,40.0,35.2,58.6,-1.3,Wyoming,12 seed,R64,2015
132,"Albany  14 seed, R64",AE,33,24-9,107.1,104.1,.5811,49.9,49.6,18.8,20.1,32.6,26.0,39.0,30.4,47.9,46.2,35.8,36.2,34.3,41.6,60.7,-3.0,Albany,14 seed,R64,2015
134,"Eastern Washington  13 seed, R64",BSky,32,23-9,112.3,109.4,.5742,55.1,52.3,15.9,17.8,29.3,30.7,35.2,36.0,52.2,49.2,39.3,38.7,43.2,35.3,67.9,-2.3,Eastern Washington,13 seed,R64,2015
137,"UAB  14 seed, R32",CUSA,35,19-16,104.5,102.1,.5670,47.6,47.6,20.1,19.7,34.2,33.1,35.7,33.6,46.6,47.4,33.2,31.9,30.1,31.8,64.7,-7.2,UAB,14 seed,R32,2015
141,"Belmont  15 seed, R64",OVC,32,21-11,110.9,108.6,.5604,56.5,51.3,20.3,18.5,28.9,29.6,32.2,28.2,56.4,51.2,37.7,34.3,47.8,36.6,67.0,-4.4,Belmont,15 seed,R64,2015
143,"Coastal Carolina  16 seed, R64",BSth,30,20-10,106.8,104.8,.5549,50.0,47.7,17.5,16.9,34.8,28.0,38.9,35.0,48.1,45.8,35.9,33.8,33.7,39.6,63.5,-4.8,Coastal Carolina,16 seed,R64,2015
148,"Manhattan  16 seed, R68",MAAC,33,19-14,102.0,101.0,.5294,49.4,48.1,21.1,23.9,30.9,33.1,47.4,52.3,48.8,48.0,33.6,32.4,36.6,27.2,67.4,-7.4,Manhattan,16 seed,R68,2015
157,"North Florida  16 seed, R68",ASun,32,20-12,107.3,106.8,.5153,53.6,47.9,18.3,17.9,29.2,31.8,39.7,34.1,51.1,48.3,38.1,31.3,42.1,27.6,66.8,-4.9,North Florida,16 seed,R68,2015
162,"North Dakota St.  15 seed, R64",Sum,31,21-10,102.8,102.5,.5079,49.7,48.1,16.0,16.5,26.1,23.7,35.7,30.7,45.5,45.0,38.2,36.2,35.6,33.1,60.8,-3.7,North Dakota St.,15 seed,R64,2015
185,"Robert Morris  16 seed, R64",NEC,35,20-15,102.8,105.1,.4392,50.1,49.3,19.8,21.8,31.0,35.9,35.5,37.6,47.4,48.3,37.5,34.1,30.6,36.4,65.4,-8.3,Robert Morris,16 seed,R64,2015
211,"Lafayette  16 seed, R64",Pat,32,19-13,112.1,116.2,.3979,55.8,53.5,17.1,16.8,27.7,34.5,30.4,27.5,52.8,51.5,40.8,38.0,35.4,37.1,64.5,-6.8,Lafayette,16 seed,R64,2015
232,"Texas Southern  15 seed, R64",SWAC,35,22-13,104.3,109.7,.3594,49.5,49.3,19.7,18.7,33.8,34.6,46.8,33.1,50.0,48.5,32.2,34.4,31.2,28.3,63.1,-4.3,Texas Southern,15 seed,R64,2015
254,"Hampton  16 seed, R64",MEAC,35,17-18,97.1,104.0,.3122,45.6,46.4,20.2,20.1,31.8,30.9,43.8,45.5,45.6,44.5,30.4,33.9,32.6,30.2,69.0,-12.3,Hampton,16 seed,R64,2015
