Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB,School,Seed Rank,Round Finished,Year
20,"BYU  8 seed, R64",MWC,32,24-8,113.8,93.6,.9046,54.8,45.9,16.5,20.1,28.3,25.7,35.2,36.3,53.6,46.3,38.1,30.2,33.6,34.3,69.0,+2.3,BYU,8 seed,R64,2009
21,"Xavier  4 seed, Sweet Sixteen",A10,35,27-8,109.9,90.8,.9005,52.2,43.7,21.7,18.4,36.9,27.8,45.3,33.2,48.8,41.6,39.4,32.4,33.0,30.8,66.1,+2.9,Xavier,4 seed,Sweet Sixteen,2009
22,"Clemson  7 seed, R64",ACC,32,23-9,116.6,96.5,.8988,52.8,48.3,20.2,24.4,39.8,37.1,31.5,32.5,51.0,46.0,37.4,35.9,34.7,28.7,68.0,+2.8,Clemson,7 seed,R64,2009
23,"Texas  7 seed, R32",B12,35,23-12,112.3,93.0,.8976,48.5,46.0,18.6,20.0,39.2,32.7,38.6,36.6,48.2,43.5,32.8,34.3,24.5,30.9,65.3,+2.6,Texas,7 seed,R32,2009
24,"USC  10 seed, R32",P10,35,22-13,110.0,91.5,.8930,50.8,46.3,21.2,19.9,37.3,31.1,42.2,32.7,51.3,44.1,32.6,33.6,21.5,34.6,63.9,+2.5,USC,10 seed,R32,2009
25,"Illinois  5 seed, R64",B10,34,24-10,106.2,88.4,.8919,51.1,44.2,19.4,21.6,30.2,32.7,22.5,26.7,50.5,44.1,35.0,29.6,28.8,31.6,62.7,+3.8,Illinois,5 seed,R64,2009
26,"Wake Forest  4 seed, R64",ACC,31,24-7,111.9,93.4,.8882,52.4,45.2,21.1,20.9,36.1,31.0,43.5,32.7,53.6,45.0,32.0,30.4,21.3,35.2,72.5,+5.2,Wake Forest,4 seed,R64,2009
27,"Oklahoma St.  8 seed, R32",B12,35,23-12,116.9,97.8,.8860,54.0,50.2,17.0,20.8,28.2,31.2,39.4,41.3,51.4,49.4,38.4,34.5,41.3,33.9,69.4,+2.7,Oklahoma St.,8 seed,R32,2009
29,"Wisconsin  12 seed, R32",B10,33,20-13,112.2,94.8,.8748,49.9,48.9,16.6,19.4,31.3,25.8,34.6,34.1,47.7,49.0,36.0,32.6,35.1,30.5,59.3,+0.34,Wisconsin,12 seed,R32,2009
30,"Tennessee  9 seed, R64",SEC,34,21-13,115.3,97.5,.8736,50.9,50.6,18.6,21.1,37.9,31.0,36.7,36.8,52.9,50.7,31.5,33.7,34.6,37.3,68.3,+1.3,Tennessee,9 seed,R64,2009
31,"Utah  5 seed, R64",MWC,33,24-9,110.2,93.3,.8717,54.6,45.1,21.0,15.9,27.6,25.6,39.2,36.3,54.1,42.5,37.0,34.9,38.4,26.4,64.9,+2.8,Utah,5 seed,R64,2009
32,"California  7 seed, R64",P10,33,22-11,116.8,99.4,.8645,54.0,49.0,18.0,18.5,32.5,30.8,34.3,33.0,50.3,47.7,42.7,34.9,26.6,27.8,66.3,+3.2,California,7 seed,R64,2009
33,"Ohio St.  8 seed, R64",B10,33,22-11,112.7,96.2,.8614,54.8,47.7,21.1,21.3,28.2,34.1,38.3,24.6,53.9,44.6,37.5,34.8,35.6,40.6,63.0,+3.2,Ohio St.,8 seed,R64,2009
39,"Florida St.  5 seed, R64",ACC,35,25-10,105.8,90.7,.8547,49.2,44.7,22.9,22.3,34.6,35.4,39.2,35.7,48.1,42.1,34.2,32.7,33.5,36.7,66.0,+5.0,Florida St.,5 seed,R64,2009
40,"Arizona  12 seed, Sweet Sixteen",P10,35,21-14,118.4,101.7,.8526,53.0,51.0,19.4,18.4,35.9,34.4,37.5,25.1,51.0,50.0,38.7,34.9,29.0,41.0,64.5,+0.7,Arizona,12 seed,Sweet Sixteen,2009
42,"Michigan  10 seed, R32",B10,34,20-14,111.4,96.1,.8465,50.2,49.0,18.0,21.3,28.7,33.2,28.4,29.8,50.3,50.0,33.4,31.4,47.8,33.6,63.3,+0.9,Michigan,10 seed,R32,2009
43,"Texas A&M  9 seed, R32",B12,33,23-10,113.5,97.9,.8458,50.4,48.8,19.2,18.3,36.2,29.7,46.5,30.1,48.7,46.3,36.2,36.4,30.3,29.9,64.0,+1.9,Texas A&M,9 seed,R32,2009
45,"LSU  8 seed, R32",SEC,35,27-8,112.0,96.7,.8450,49.9,45.6,17.7,19.2,37.6,30.8,35.4,35.2,47.6,44.9,37.2,31.5,27.3,29.7,65.5,+2.5,LSU,8 seed,R32,2009
46,"Minnesota  10 seed, R64",B10,32,21-11,106.5,92.0,.8426,49.6,47.0,22.4,23.3,35.8,33.9,34.5,36.1,49.6,43.3,33.0,35.5,32.4,37.1,64.9,+1.9,Minnesota,10 seed,R64,2009
48,"Butler  9 seed, R64",Horz,31,25-6,109.7,95.1,.8378,51.7,44.6,20.1,20.6,32.5,29.6,43.5,34.0,50.6,42.3,35.2,32.6,45.2,35.0,62.7,+2.5,Butler,9 seed,R64,2009
51,"Maryland  10 seed, R32",ACC,35,21-14,110.4,96.2,.8286,47.0,48.1,17.6,22.3,35.1,36.9,28.0,30.2,45.9,46.0,33.3,34.7,27.7,34.1,66.8,+0.13,Maryland,10 seed,R32,2009
54,"Temple  11 seed, R64",A10,34,22-12,108.2,94.8,.8205,51.1,46.3,19.2,18.1,32.5,29.5,28.7,30.4,48.8,43.4,36.7,34.8,36.8,33.0,63.8,-0.36,Temple,11 seed,R64,2009
55,"VCU  11 seed, R64",CAA,34,24-10,108.4,95.2,.8163,52.0,45.0,19.0,21.8,32.1,34.1,36.7,37.7,50.4,42.4,36.9,33.7,32.0,31.4,66.2,-2.1,VCU,11 seed,R64,2009
56,"Utah St.  11 seed, R64",WAC,34,29-5,116.1,102.0,.8157,55.7,47.3,18.2,17.0,36.0,27.9,37.6,30.4,54.0,44.3,39.5,36.3,31.5,29.6,60.2,+2.6,Utah St.,11 seed,R64,2009
60,"Mississippi St.  13 seed, R64",SEC,35,22-13,108.2,96.0,.7991,50.0,44.7,19.9,19.0,31.2,35.8,41.1,29.5,47.4,42.1,35.9,33.7,39.7,30.5,67.4,-1.6,Mississippi St.,13 seed,R64,2009
62,"Boston College  7 seed, R64",ACC,34,22-12,113.4,100.7,.7951,49.7,47.4,19.7,18.4,40.6,37.1,36.6,34.8,49.4,46.7,33.4,32.8,32.5,29.8,65.8,+0.6,Boston College,7 seed,R64,2009
64,"Siena  9 seed, R32",MAAC,35,27-8,110.3,98.2,.7914,51.0,49.2,18.2,23.3,34.3,34.9,35.7,24.4,51.5,48.4,33.0,33.9,25.9,32.5,70.5,+0.27,Siena,9 seed,R32,2009
70,"Cleveland St.  13 seed, R32",Horz,34,23-11,104.5,93.5,.7810,46.9,46.4,18.9,24.4,33.5,33.8,36.6,37.7,47.4,45.2,30.4,32.8,28.5,30.2,63.8,-1.3,Cleveland St.,13 seed,R32,2009
78,"Dayton  11 seed, R32",A10,35,27-8,102.7,92.7,.7643,47.0,45.6,20.5,22.2,37.6,30.1,38.2,36.9,46.0,44.8,32.8,31.2,29.4,37.8,64.8,+1.3,Dayton,11 seed,R32,2009
80,"North Dakota St.  14 seed, R64",Sum,31,24-7,113.5,102.7,.7601,54.2,49.8,16.8,18.5,32.5,27.6,37.3,29.7,51.5,48.5,40.3,35.6,30.5,25.5,68.0,-0.7,North Dakota St.,14 seed,R64,2009
83,"Northern Iowa  12 seed, R64",MVC,33,22-11,109.4,100.0,.7384,51.6,48.7,18.5,17.0,28.5,26.7,41.9,31.8,51.5,46.3,34.4,35.0,37.2,37.9,61.1,-1.6,Northern Iowa,12 seed,R64,2009
92,"Western Kentucky  12 seed, R32",SB,33,24-9,110.1,102.1,.7054,52.4,49.5,20.1,19.7,37.1,30.9,33.8,31.3,49.9,48.2,37.7,34.9,37.4,32.1,65.6,-2.0,Western Kentucky,12 seed,R32,2009
93,"Akron  13 seed, R64",MAC,35,22-13,102.9,95.6,.6982,48.1,45.5,20.7,26.4,34.3,36.2,36.2,45.7,46.9,46.2,33.2,29.4,39.9,33.1,64.7,-5.2,Akron,13 seed,R64,2009
101,"Stephen F. Austin  14 seed, R64",Slnd,28,20-8,95.2,89.6,.6689,47.4,42.8,17.8,21.9,26.4,28.3,29.0,38.3,47.8,43.1,31.0,27.9,31.5,27.8,62.3,-2.4,Stephen F. Austin,14 seed,R64,2009
104,"Cal St. Northridge  15 seed, R64",BW,30,16-14,102.4,97.0,.6517,51.6,48.5,24.4,23.7,36.6,32.2,34.4,42.5,50.3,48.0,36.1,32.8,33.6,38.5,71.8,-6.6,Cal St. Northridge,15 seed,R64,2009
110,"Cornell  14 seed, R64",Ivy,29,19-10,107.4,102.1,.6420,53.5,46.5,19.5,19.9,32.6,30.3,32.4,33.9,50.1,46.8,40.2,30.5,33.3,29.5,65.8,-4.7,Cornell,14 seed,R64,2009
114,"East Tennessee St.  16 seed, R64",ASun,33,22-11,104.9,100.3,.6271,50.7,48.0,18.9,22.7,32.1,31.6,39.5,32.4,50.8,46.9,33.6,33.0,29.2,42.2,70.3,-5.7,East Tennessee St.,16 seed,R64,2009
115,"American  14 seed, R64",Pat,32,24-8,104.2,99.9,.6181,53.7,45.2,21.2,20.8,31.5,29.6,31.8,35.9,52.2,43.0,37.4,33.0,38.1,33.4,60.7,-2.1,American,14 seed,R64,2009
129,"Portland St.  13 seed, R64",BSky,30,20-10,108.1,105.0,.5816,53.5,51.0,19.8,21.4,32.7,32.6,29.8,32.6,51.1,50.4,37.6,34.8,44.8,30.1,65.3,-3.8,Portland St.,13 seed,R64,2009
141,"Robert Morris  15 seed, R64",NEC,35,24-11,102.0,100.0,.5564,53.4,48.8,22.4,23.6,32.4,32.5,36.7,39.6,50.9,45.7,39.4,36.6,30.8,33.5,66.0,-5.0,Robert Morris,15 seed,R64,2009
162,"Morgan St.  15 seed, R64",MEAC,34,22-12,99.0,98.8,.5055,46.4,44.7,19.5,22.8,38.4,32.9,33.1,41.7,44.9,44.6,33.7,30.2,26.2,27.1,65.3,-5.6,Morgan St.,15 seed,R64,2009
167,"Morehead St.  16 seed, R64",OVC,34,18-16,101.0,101.6,.4850,47.8,48.4,23.2,18.6,39.5,29.5,42.7,38.9,47.4,45.8,32.6,35.4,28.4,35.9,65.4,-9.1,Morehead St.,16 seed,R64,2009
170,"Binghamton  15 seed, R64",AE,31,22-9,101.6,102.3,.4803,49.4,46.6,19.7,21.6,31.7,35.5,40.8,41.6,49.0,45.4,33.5,32.9,32.9,32.0,67.3,-4.3,Binghamton,15 seed,R64,2009
186,"Radford  16 seed, R64",BSth,30,18-12,100.1,101.9,.4492,49.8,46.9,22.6,16.8,35.3,29.1,42.8,30.1,49.1,44.9,34.5,33.5,23.9,38.0,68.9,-6.4,Radford,16 seed,R64,2009
204,"Alabama St.  16 seed, R68",SWAC,30,20-10,98.9,102.0,.4119,51.0,43.3,20.5,19.7,34.2,35.9,35.9,33.8,52.2,42.8,32.3,29.7,31.3,27.8,64.1,-5.0,Alabama St.,16 seed,R68,2009
218,"Chattanooga  16 seed, R64",SC,33,16-17,103.0,107.9,.3698,50.4,52.7,21.5,19.3,33.0,31.8,46.3,31.0,49.5,51.3,34.5,36.3,41.2,45.5,70.1,-9.3,Chattanooga,16 seed,R64,2009
