Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB,School,Seed Rank,Round Finished,Year
11,"Kentucky  2 seed, R64",SEC,34,26-8,119.4,95.4,.9294,53.1,46.9,16.7,17.5,37.7,24.9,28.0,25.4,53.5,47.3,34.7,30.8,28.0,35.9,67.8,+6.9,Kentucky,2 seed,R64,2022
12,"Purdue  3 seed, Sweet Sixteen",B10,37,29-8,121.6,97.5,.9266,56.5,49.1,17.5,14.0,35.2,23.8,38.2,21.6,55.8,48.6,38.4,33.2,39.2,40.6,66.0,+7.0,Purdue,3 seed,Sweet Sixteen,2022
13,"Iowa  5 seed, R64",B10,36,26-10,121.1,97.2,.9261,53.3,49.7,13.0,19.2,32.3,30.0,30.0,26.3,52.5,49.9,36.3,32.9,39.3,36.3,69.8,+4.5,Iowa,5 seed,R64,2022
14,"Auburn  2 seed, R32",SEC,34,28-6,111.7,90.0,.9227,49.9,44.1,16.7,20.0,33.7,28.9,31.6,34.2,51.3,42.8,31.8,31.0,39.8,36.0,70.0,+7.4,Auburn,2 seed,R32,2022
15,"Texas  6 seed, R32",B12,34,22-12,112.5,91.5,.9151,50.1,47.0,17.8,23.0,31.6,29.8,32.0,39.0,50.5,46.6,33.0,31.8,36.1,33.7,63.5,+3.4,Texas,6 seed,R32,2022
16,"North Carolina  8 seed, Finals",ACC,39,29-10,114.4,93.5,.9112,51.5,48.6,16.4,13.6,31.9,21.6,30.3,21.4,50.1,47.5,35.8,33.7,38.0,36.2,70.1,+4.3,North Carolina,8 seed,Finals,2022
17,"Memphis  9 seed, R32",Amer,33,22-11,112.4,92.6,.9029,52.3,46.6,22.5,20.4,37.4,30.9,37.8,33.2,51.9,45.5,35.5,32.0,30.4,42.8,70.0,+1.4,Memphis,9 seed,R32,2022
18,"Virginia Tech  11 seed, R64",ACC,36,23-13,115.6,95.2,.9027,55.1,49.0,17.0,18.7,27.8,26.2,24.5,25.6,52.6,49.3,39.2,32.3,41.1,36.9,63.3,+1.7,Virginia Tech,11 seed,R64,2022
19,"Saint Mary's  5 seed, R32",WCC,34,26-8,109.8,90.5,.9024,52.7,48.3,17.0,19.2,27.4,21.7,23.3,25.1,52.5,47.0,35.5,34.3,36.2,28.3,63.7,+3.9,Saint Mary's,5 seed,R32,2022
20,"Illinois  4 seed, R32",B10,33,23-10,111.9,93.0,.8942,52.5,46.0,18.1,15.5,33.1,26.6,32.0,28.2,51.4,45.2,35.9,31.9,42.6,29.6,67.1,+4.1,Illinois,4 seed,R32,2022
21,"Arkansas  4 seed, Elite Eight",SEC,37,28-9,108.7,90.7,.8893,48.6,47.5,16.9,20.5,29.6,25.3,37.2,31.9,50.1,46.8,30.4,32.4,34.2,38.8,70.6,+4.5,Arkansas,4 seed,Elite Eight,2022
22,"LSU  6 seed, R64",SEC,34,22-12,106.3,89.7,.8765,49.4,45.1,20.7,25.1,33.8,30.9,33.4,37.8,50.4,47.6,31.6,28.2,34.8,46.5,68.7,+2.3,LSU,6 seed,R64,2022
23,"San Francisco  10 seed, R64",WCC,34,24-10,110.2,93.0,.8748,53.1,47.1,17.9,18.4,30.0,24.0,28.5,33.0,54.4,48.7,34.3,28.9,44.7,30.5,69.0,+1.6,San Francisco,10 seed,R64,2022
24,"Michigan  11 seed, Sweet Sixteen",B10,34,19-15,113.9,96.2,.8740,52.1,49.7,17.3,14.7,31.0,24.0,29.4,25.6,52.7,50.4,33.9,32.4,32.1,34.8,66.4,+0.15,Michigan,11 seed,Sweet Sixteen,2022
25,"Connecticut  5 seed, R64",BE,33,23-10,113.2,95.9,.8707,49.6,46.0,17.3,18.0,37.9,27.6,30.5,31.7,48.0,42.6,35.2,35.3,34.5,32.6,65.0,+3.1,Connecticut,5 seed,R64,2022
26,"TCU  9 seed, R32",B12,34,21-13,108.6,92.1,.8697,48.7,47.4,21.4,18.6,37.7,26.1,31.4,26.9,50.3,48.0,30.2,30.9,31.7,34.9,65.9,+2.9,TCU,9 seed,R32,2022
27,"San Diego St.  8 seed, R64",MWC,32,23-9,102.3,86.9,.8675,48.7,44.1,19.3,21.9,29.5,27.3,31.1,31.0,46.7,43.5,35.4,30.0,30.8,37.8,65.3,+2.6,San Diego St.,8 seed,R64,2022
28,"Indiana  12 seed, R64",B10,35,21-14,107.7,91.6,.8651,50.6,46.2,17.2,17.6,27.0,25.1,33.5,30.7,50.9,43.9,33.3,33.0,31.1,40.0,67.2,+0.21,Indiana,12 seed,R64,2022
30,"Alabama  6 seed, R64",SEC,33,19-14,115.2,98.3,.8611,51.3,49.8,19.8,17.9,35.3,30.5,32.9,34.8,55.9,49.3,30.9,33.8,47.6,35.8,71.8,+2.0,Alabama,6 seed,R64,2022
31,"Ohio St.  7 seed, R32",B10,32,20-12,115.5,98.5,.8611,54.3,47.6,17.1,15.5,29.3,28.7,33.4,29.1,54.0,45.8,36.5,33.8,39.5,36.0,65.1,+1.3,Ohio St.,7 seed,R32,2022
34,"Providence  4 seed, Sweet Sixteen",BE,33,27-6,111.4,95.5,.8552,50.0,46.3,17.0,15.6,30.3,27.4,37.0,27.0,49.0,47.1,34.4,30.0,38.0,36.1,65.3,+5.9,Providence,4 seed,Sweet Sixteen,2022
36,"Notre Dame  11 seed, R32",ACC,35,24-11,112.8,96.7,.8542,54.0,49.0,15.6,15.1,22.1,24.7,27.3,22.2,51.9,49.6,37.9,32.0,42.3,35.2,65.4,+1.9,Notre Dame,11 seed,R32,2022
37,"Wisconsin  3 seed, R32",B10,33,25-8,108.7,93.4,.8510,47.7,49.0,13.0,17.0,25.9,24.4,32.4,27.2,48.7,49.0,30.7,32.5,36.0,33.5,66.4,+6.4,Wisconsin,3 seed,R32,2022
38,"Miami FL  10 seed, Elite Eight",ACC,37,26-11,113.6,97.9,.8467,53.4,52.5,14.0,20.4,22.4,30.3,28.9,24.8,54.8,53.0,33.9,34.5,35.6,38.7,67.7,+2.6,Miami FL,10 seed,Elite Eight,2022
39,"Loyola Chicago  10 seed, R64",MVC,33,25-8,106.9,92.3,.8440,55.6,46.9,18.5,20.1,25.1,24.0,31.5,28.9,54.9,47.3,37.6,30.9,43.4,38.0,64.6,+1.8,Loyola Chicago,10 seed,R64,2022
40,"Boise St.  8 seed, R64",MWC,35,27-8,107.6,92.9,.8434,50.7,48.3,18.4,20.2,30.6,22.4,35.2,25.9,50.6,48.0,34.0,32.6,38.6,32.9,64.5,+3.5,Boise St.,8 seed,R64,2022
41,"Michigan St.  7 seed, R32",B10,36,23-13,111.6,96.6,.8404,52.0,48.1,18.8,15.3,30.7,27.1,29.9,28.3,49.6,48.5,37.8,31.6,33.7,37.6,67.6,+2.9,Michigan St.,7 seed,R32,2022
43,"Iowa St.  11 seed, Sweet Sixteen",B12,35,22-13,101.7,88.4,.8345,49.1,47.9,20.4,24.6,28.4,28.3,27.1,36.7,50.1,50.8,31.5,28.9,37.7,38.1,66.3,+2.8,Iowa St.,11 seed,Sweet Sixteen,2022
46,"Davidson  10 seed, R64",A10,34,27-7,115.8,101.1,.8261,55.6,49.5,14.8,16.7,23.6,22.4,32.5,28.0,54.2,48.9,38.5,33.6,41.1,43.8,64.6,+2.1,Davidson,10 seed,R64,2022
47,"Murray St.  7 seed, R32",OVC,34,31-3,110.0,96.2,.8241,52.6,48.1,17.1,20.4,35.3,25.7,32.4,26.0,53.2,50.5,34.5,29.7,37.8,40.6,66.0,+3.5,Murray St.,7 seed,R32,2022
49,"Colorado St.  6 seed, R64",MWC,31,25-6,111.9,98.1,.8190,54.8,50.1,15.2,18.5,21.9,25.0,29.6,25.6,55.7,51.0,35.6,32.7,39.6,43.9,65.6,+4.3,Colorado St.,6 seed,R64,2022
51,"Creighton  9 seed, R32",BE,35,23-12,104.8,92.1,.8149,50.6,44.9,20.4,15.5,28.4,28.5,26.7,20.8,53.3,43.6,30.8,31.7,38.1,33.2,67.0,+1.7,Creighton,9 seed,R32,2022
58,"USC  7 seed, R64",P12,34,26-8,108.6,96.2,.8020,51.2,44.7,17.9,14.4,33.5,26.7,30.9,26.8,50.1,42.0,35.7,33.2,32.2,34.3,66.2,+4.1,USC,7 seed,R64,2022
60,"UAB  12 seed, R64",CUSA,35,27-8,111.8,99.1,.8001,52.8,48.4,16.4,21.1,33.3,27.5,29.3,31.3,50.8,47.8,38.0,32.9,32.7,37.0,68.9,-0.11,UAB,12 seed,R64,2022
61,"Seton Hall  8 seed, R64",BE,32,21-11,105.4,93.4,.7997,47.2,45.6,17.7,18.5,32.3,29.1,30.5,27.8,45.8,45.1,33.2,31.1,35.7,33.8,67.6,+1.9,Seton Hall,8 seed,R64,2022
63,"Vermont  13 seed, R64",AE,34,28-6,109.7,97.3,.7980,57.1,47.7,14.7,16.8,23.7,18.7,26.7,23.3,58.6,45.3,36.8,34.4,43.1,37.6,64.8,-0.8,Vermont,13 seed,R64,2022
68,"Marquette  9 seed, R64",BE,32,19-13,107.7,96.6,.7785,52.1,47.0,17.2,18.9,22.5,31.6,26.2,29.5,52.6,46.4,34.4,32.0,41.8,36.0,71.2,+0.5,Marquette,9 seed,R64,2022
73,"Wyoming  12 seed, R68",MWC,34,25-9,107.9,97.3,.7661,52.3,47.1,17.1,15.7,25.5,24.6,37.1,24.8,54.4,48.4,33.0,30.1,41.8,38.2,65.8,+1.9,Wyoming,12 seed,R68,2022
75,"Rutgers  11 seed, R68",B10,32,18-14,106.6,96.3,.7626,49.9,48.6,17.3,17.8,29.6,27.0,26.2,28.6,49.4,47.1,33.9,33.9,31.6,39.7,65.0,-0.7,Rutgers,11 seed,R68,2022
76,"New Mexico St.  12 seed, R32",WAC,34,27-7,106.0,96.0,.7572,51.9,45.2,20.8,16.8,32.6,25.7,34.6,28.3,53.2,45.6,33.4,29.8,41.1,42.4,66.1,+0.7,New Mexico St.,12 seed,R32,2022
77,"Chattanooga  13 seed, R64",SC,35,27-8,107.3,97.3,.7559,52.2,49.4,17.0,18.1,32.7,26.2,26.8,27.8,53.0,52.1,33.9,30.3,38.7,40.3,64.6,+0.20,Chattanooga,13 seed,R64,2022
78,"South Dakota St.  13 seed, R64",Sum,35,30-5,114.1,103.5,.7541,59.2,51.4,15.3,15.8,23.7,24.3,34.6,21.3,55.9,50.3,43.7,35.2,34.5,41.3,69.6,+1.5,South Dakota St.,13 seed,R64,2022
93,"Richmond  12 seed, R32",A10,37,24-13,106.9,99.1,.7071,51.1,50.5,14.3,18.8,22.4,27.5,31.0,23.4,52.3,49.9,33.0,34.3,41.7,36.1,66.7,-1.6,Richmond,12 seed,R32,2022
104,"Saint Peter's  15 seed, Elite Eight",MAAC,34,22-12,99.4,93.1,.6785,47.5,44.2,20.1,20.5,30.9,29.0,37.4,41.2,45.6,44.5,34.6,29.2,30.3,36.3,65.6,-5.6,Saint Peter's,15 seed,Elite Eight,2022
128,"Akron  13 seed, R64",MAC,34,24-10,105.5,101.7,.6041,52.5,49.1,17.7,17.5,29.0,26.4,39.3,26.1,52.2,47.4,35.3,34.8,41.4,35.4,61.9,-4.3,Akron,13 seed,R64,2022
129,"Colgate  14 seed, R64",Pat,35,23-12,107.0,103.2,.6024,55.6,48.9,16.9,16.0,26.6,25.1,26.3,24.1,52.1,48.0,40.4,33.7,41.9,35.6,67.0,-6.1,Colgate,14 seed,R64,2022
133,"Georgia St.  16 seed, R64",SB,29,18-11,101.9,98.4,.5988,44.7,50.0,16.6,22.1,32.5,31.0,30.4,33.2,42.5,46.2,32.4,37.5,36.3,37.5,67.3,-5.1,Georgia St.,16 seed,R64,2022
135,"Delaware  15 seed, R64",CAA,35,22-13,106.5,103.1,.5914,53.4,49.6,18.3,18.5,26.7,31.3,34.5,29.1,54.4,47.7,34.5,35.4,38.2,36.0,66.6,-5.5,Delaware,15 seed,R64,2022
144,"Jacksonville St.  15 seed, R64",ASun,32,21-11,104.5,102.2,.5639,53.6,48.1,19.7,17.1,28.2,27.0,32.1,21.6,51.0,47.5,38.0,32.7,42.7,44.7,65.1,-5.2,Jacksonville St.,15 seed,R64,2022
149,"Yale  14 seed, R64",Ivy,31,19-12,99.4,97.9,.5447,49.7,48.9,18.3,18.2,25.6,26.7,32.2,32.1,50.1,51.2,32.6,30.5,36.0,41.2,68.8,-4.9,Yale,14 seed,R64,2022
154,"Montana St.  14 seed, R64",BSky,35,27-8,103.6,102.5,.5307,53.9,49.4,18.7,18.2,26.7,23.5,40.1,36.1,52.9,48.9,37.0,33.6,36.2,35.9,67.1,-2.8,Montana St.,14 seed,R64,2022
167,"Longwood  14 seed, R64",BSth,33,25-8,105.0,104.5,.5129,50.9,52.1,18.8,20.4,32.7,25.5,35.2,28.1,47.5,54.2,37.7,32.9,38.1,43.7,66.3,-3.3,Longwood,14 seed,R64,2022
181,"Cal St. Fullerton  15 seed, R64",BW,32,21-11,102.0,103.1,.4674,48.9,51.1,17.9,20.2,29.1,28.2,34.8,25.7,48.4,48.4,33.4,37.3,29.9,36.4,66.0,-5.0,Cal St. Fullerton,15 seed,R64,2022
184,"Bryant  16 seed, R68",NEC,32,22-10,102.9,104.1,.4650,49.6,47.6,19.0,16.6,32.8,31.7,32.7,25.2,52.8,47.0,30.3,32.5,43.4,33.6,72.3,-4.8,Bryant,16 seed,R68,2022
186,"Wright St.  16 seed, R64",Horz,36,22-14,104.8,106.2,.4613,51.7,51.4,17.7,18.5,31.0,30.1,31.6,26.1,52.5,51.9,33.4,33.8,32.7,34.1,68.8,-8.4,Wright St.,16 seed,R64,2022
196,"Norfolk St.  16 seed, R64",MEAC,31,24-7,100.7,102.9,.4372,50.9,45.8,20.1,18.4,30.1,27.8,38.3,33.5,50.8,47.1,34.0,29.5,35.9,45.2,66.9,-3.1,Norfolk St.,16 seed,R64,2022
197,"Texas Southern  16 seed, R64",SWAC,32,19-13,96.3,98.5,.4356,48.2,45.3,21.4,17.3,33.0,28.0,33.6,33.4,48.6,45.1,31.4,30.4,30.9,35.6,68.1,-6.8,Texas Southern,16 seed,R64,2022
252,"Texas A&M Corpus Chris  16 seed, R68",Slnd,35,23-12,96.4,102.8,.3222,47.2,49.0,19.7,22.6,34.0,28.8,38.0,42.3,46.9,50.3,31.8,31.5,31.3,42.2,69.2,-7.6,Texas A&M Corpus Chris,16 seed,R68,2022
