Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB,School,Seed Rank,Round Finished,Year
22,"Virginia  4 seed, R64",ACC,25,18-7,113.7,94.5,.8938,55.4,48.0,15.0,15.2,22.7,22.6,21.7,24.7,54.9,46.2,37.5,33.9,42.7,37.5,59.7,+3.5,Virginia,4 seed,R64,2021
24,"Creighton  5 seed, Sweet Sixteen",BE,31,22-9,112.6,93.6,.8929,55.0,47.0,15.7,17.9,24.6,28.3,25.7,25.5,55.7,46.7,36.1,31.7,43.6,39.3,68.6,+3.3,Creighton,5 seed,Sweet Sixteen,2021
25,"BYU  6 seed, R64",WCC,27,20-7,112.9,94.0,.8922,54.9,46.9,19.0,15.7,28.7,23.4,27.9,29.4,54.8,45.8,36.7,32.8,38.6,34.7,67.8,+3.6,BYU,6 seed,R64,2021
26,"Arkansas  3 seed, Elite Eight",SEC,32,25-7,109.8,91.4,.8912,50.7,47.9,17.1,20.1,31.7,26.5,32.7,29.0,51.2,46.3,33.2,33.6,33.9,37.7,72.5,+4.6,Arkansas,3 seed,Elite Eight,2021
27,"Tennessee  5 seed, R64",SEC,27,18-9,107.7,90.0,.8872,49.6,46.3,18.2,22.8,31.3,28.7,34.4,30.6,49.6,44.9,33.1,32.4,34.6,38.1,66.7,+2.3,Tennessee,5 seed,R64,2021
29,"Purdue  4 seed, R64",B10,28,18-10,112.3,94.3,.8820,51.0,48.8,18.6,16.8,32.8,24.3,31.7,30.1,51.7,49.7,33.3,31.8,37.8,45.3,66.3,+3.7,Purdue,4 seed,R64,2021
30,"Oregon  7 seed, Sweet Sixteen",P12,28,21-7,115.9,97.5,.8800,54.3,50.8,16.7,20.2,29.0,27.7,26.0,26.7,52.9,50.4,37.7,34.3,37.6,38.8,67.1,+4.8,Oregon,7 seed,Sweet Sixteen,2021
31,"Kansas  3 seed, R32",B12,30,21-9,108.8,91.6,.8783,49.4,48.0,17.1,20.0,30.5,26.8,29.8,26.8,48.9,46.7,33.6,33.5,36.4,37.6,68.1,+4.3,Kansas,3 seed,R32,2021
33,"Georgia Tech  9 seed, R64",ACC,26,17-9,113.8,96.2,.8736,54.1,52.4,16.1,22.7,24.4,30.4,28.4,28.9,55.2,50.8,34.8,36.9,36.5,35.2,67.3,+1.8,Georgia Tech,9 seed,R64,2021
34,"Maryland  10 seed, R32",B10,31,17-14,111.9,94.9,.8697,53.2,48.7,16.7,16.8,20.6,26.5,31.8,25.0,53.3,46.2,35.3,34.8,43.1,41.9,64.8,+0.06,Maryland,10 seed,R32,2021
35,"St. Bonaventure  9 seed, R64",A10,21,16-5,109.8,93.3,.8670,49.8,45.5,16.4,19.2,32.8,29.0,28.0,28.6,48.9,45.2,34.4,30.7,31.9,43.1,64.4,+1.9,St. Bonaventure,9 seed,R64,2021
36,"Oklahoma St.  4 seed, R32",B12,30,21-9,108.5,92.3,.8659,51.2,47.1,20.9,19.7,31.3,30.1,37.6,31.3,52.0,46.7,33.2,31.9,32.2,37.5,72.0,+4.8,Oklahoma St.,4 seed,R32,2021
37,"North Carolina  8 seed, R64",ACC,29,18-11,109.1,93.0,.8615,48.3,49.1,20.4,19.0,40.9,26.4,34.2,26.9,48.5,47.0,31.8,35.0,27.9,38.4,71.6,+2.4,North Carolina,8 seed,R64,2021
38,"Syracuse  11 seed, Sweet Sixteen",ACC,28,18-10,113.4,96.8,.8602,51.2,48.0,16.4,20.2,29.2,34.0,28.3,24.1,50.6,48.4,34.8,31.7,40.5,44.3,68.5,+0.5,Syracuse,11 seed,Sweet Sixteen,2021
39,"Florida  7 seed, R32",SEC,25,15-10,110.2,94.4,.8559,53.1,47.8,21.2,20.2,31.0,30.6,33.9,35.1,53.0,48.8,35.6,30.7,33.8,36.2,68.2,+1.2,Florida,7 seed,R32,2021
40,"Oklahoma  8 seed, R32",B12,27,16-11,111.7,95.8,.8549,50.8,49.1,15.7,18.5,27.0,27.7,29.3,23.7,50.6,46.3,34.1,35.7,38.2,38.4,67.1,+0.30,Oklahoma,8 seed,R32,2021
41,"Missouri  9 seed, R64",SEC,26,16-10,111.2,95.6,.8505,50.8,48.5,18.7,18.0,28.5,28.8,37.1,36.6,52.0,47.9,32.5,33.1,37.9,32.8,68.3,+2.1,Missouri,9 seed,R64,2021
42,"Rutgers  10 seed, R32",B10,28,16-12,106.7,92.1,.8449,50.1,47.3,16.8,18.9,27.7,29.7,27.1,32.4,51.7,46.7,31.2,32.3,33.4,35.5,67.4,+1.7,Rutgers,10 seed,R32,2021
43,"Clemson  7 seed, R64",ACC,24,16-8,105.9,91.5,.8421,50.0,48.7,19.4,21.6,26.6,26.9,23.2,28.9,48.6,47.7,34.5,33.4,43.4,40.9,64.2,+2.9,Clemson,7 seed,R64,2021
44,"VCU  10 seed, R64",A10,26,19-7,104.5,90.3,.8421,50.9,45.8,20.7,23.6,28.5,31.4,34.0,35.4,51.7,45.9,32.9,30.5,34.9,35.1,69.8,+1.0,VCU,10 seed,R64,2021
46,"Utah St.  11 seed, R64",MWC,29,20-9,104.3,90.4,.8393,49.8,45.6,20.1,19.5,35.3,21.4,29.2,25.6,49.8,42.9,33.2,33.2,32.6,39.8,68.7,-1.1,Utah St.,11 seed,R64,2021
50,"Virginia Tech  10 seed, R64",ACC,22,15-7,109.5,95.0,.8368,52.3,48.9,17.3,17.9,27.8,24.4,33.4,31.9,51.6,48.3,35.4,33.2,41.0,38.9,66.1,+0.9,Virginia Tech,10 seed,R64,2021
52,"Georgetown  12 seed, R64",BE,26,13-13,108.7,94.7,.8294,49.4,48.9,21.5,16.2,32.2,26.9,30.8,25.9,46.1,47.8,36.5,33.8,38.9,39.9,69.6,-1.1,Georgetown,12 seed,R64,2021
53,"Oregon St.  12 seed, Elite Eight",P12,33,20-13,111.1,96.8,.8292,49.0,48.6,17.6,17.9,29.9,29.9,34.9,38.5,47.0,50.4,35.1,30.6,35.3,38.7,65.2,+0.38,Oregon St.,12 seed,Elite Eight,2021
59,"Michigan St.  11 seed, R68",B10,28,15-13,106.8,94.7,.8004,48.1,48.0,18.8,15.2,30.5,26.4,31.3,36.8,48.1,48.0,32.1,32.1,33.9,33.7,68.4,+1.2,Michigan St.,11 seed,R68,2021
69,"Wichita St.  11 seed, R68",Amer,22,16-6,108.4,97.3,.7748,47.1,47.0,15.8,18.2,29.8,33.3,38.2,29.2,44.6,47.2,33.8,31.1,40.7,38.1,67.0,+1.3,Wichita St.,11 seed,R68,2021
70,"UC Santa Barbara  12 seed, R64",BW,27,22-5,108.4,97.5,.7713,52.6,47.8,16.4,20.5,28.2,24.3,35.3,27.3,53.2,47.0,34.3,33.1,34.0,31.4,65.3,+0.12,UC Santa Barbara,12 seed,R64,2021
74,"Ohio  13 seed, R32",MAC,25,17-8,110.5,99.6,.7680,54.7,50.8,17.1,19.2,28.6,26.6,29.3,29.3,55.5,51.1,35.6,33.6,39.3,40.3,69.1,-2.0,Ohio,13 seed,R32,2021
79,"Drake  11 seed, R64",MVC,31,26-5,110.7,100.6,.7514,53.4,48.3,15.3,18.4,32.0,25.2,24.6,29.9,52.9,49.8,36.4,30.4,31.6,35.6,66.2,+1.8,Drake,11 seed,R64,2021
80,"Colgate  14 seed, R64",Pat,16,14-2,110.4,100.4,.7494,56.6,45.8,14.7,16.3,28.2,25.3,30.9,26.3,54.4,49.4,40.3,26.4,36.5,36.2,71.7,+0.37,Colgate,14 seed,R64,2021
81,"North Texas  13 seed, R32",CUSA,28,18-10,105.7,96.2,.7481,53.8,46.4,19.9,20.9,28.0,27.7,27.0,30.6,52.7,45.1,37.2,32.6,37.6,35.4,62.9,-2.4,North Texas,13 seed,R32,2021
90,"Eastern Washington  14 seed, R64",BSky,24,16-8,109.5,101.1,.7130,54.2,48.0,16.6,16.1,23.6,25.6,30.5,27.4,54.4,47.8,36.0,32.1,39.8,35.8,72.0,-3.1,Eastern Washington,14 seed,R64,2021
94,"Winthrop  12 seed, R64",BSth,25,23-2,104.7,97.1,.7033,52.6,49.1,19.3,22.0,35.3,22.1,35.6,34.4,52.5,49.4,35.2,32.4,39.3,36.8,73.3,+1.0,Winthrop,12 seed,R64,2021
96,"Liberty  13 seed, R64",ASun,29,23-6,109.0,101.2,.7017,56.9,47.8,16.0,17.4,23.2,22.8,25.4,30.5,55.8,47.8,38.8,31.8,47.1,35.7,63.4,-1.7,Liberty,13 seed,R64,2021
100,"Grand Canyon  15 seed, R64",WAC,24,17-7,104.4,97.1,.6960,52.5,45.5,20.0,16.2,33.6,23.2,33.4,30.1,55.2,45.4,31.8,30.5,36.2,39.4,64.9,-2.9,Grand Canyon,15 seed,R64,2021
102,"Abilene Christian  14 seed, R32",Slnd,29,24-5,100.5,93.7,.6932,51.2,46.0,19.2,26.5,30.6,27.9,32.7,41.1,49.3,46.8,36.4,29.7,36.0,34.5,69.3,-1.1,Abilene Christian,14 seed,R32,2021
115,"UNC Greensboro  13 seed, R64",SC,30,21-9,101.9,97.5,.6234,47.9,48.2,15.6,21.1,32.1,25.7,23.7,36.5,49.9,48.9,29.9,31.4,39.0,41.4,67.9,-3.4,UNC Greensboro,13 seed,R64,2021
123,"Oral Roberts  15 seed, Sweet Sixteen",Sum,29,18-11,107.8,104.3,.5942,53.0,50.1,15.5,18.4,22.7,33.5,27.9,31.6,49.9,49.4,37.7,34.4,46.5,31.4,71.0,-4.9,Oral Roberts,15 seed,Sweet Sixteen,2021
134,"Morehead St.  14 seed, R64",OVC,31,23-8,100.1,98.0,.5617,52.2,47.4,23.1,17.7,31.5,25.2,36.2,23.1,51.8,47.8,35.3,31.2,34.6,41.0,65.2,-1.9,Morehead St.,14 seed,R64,2021
135,"Iona  15 seed, R64",MAAC,18,12-6,100.9,99.0,.5550,50.7,46.0,22.5,19.7,32.6,26.9,34.5,46.1,49.9,46.3,34.6,30.2,37.7,37.5,67.8,-3.2,Iona,15 seed,R64,2021
138,"Drexel  16 seed, R64",CAA,20,12-8,106.7,104.8,.5515,53.3,50.1,19.4,15.9,28.7,24.1,27.3,26.4,52.0,51.2,37.1,32.0,35.5,33.1,64.1,-4.5,Drexel,16 seed,R64,2021
181,"Cleveland St.  15 seed, R64",Horz,27,19-8,100.5,101.8,.4624,50.5,49.1,18.6,20.1,30.7,32.5,32.5,37.6,51.7,51.3,32.1,30.7,34.3,42.4,66.0,-2.7,Cleveland St.,15 seed,R64,2021
185,"Hartford  16 seed, R64",AE,24,15-9,97.1,99.1,.4399,49.9,47.7,19.6,20.1,24.7,29.0,28.6,24.4,51.0,50.6,32.3,29.0,42.5,40.9,67.0,-4.9,Hartford,16 seed,R64,2021
204,"Norfolk St.  16 seed, R64",MEAC,25,17-8,98.2,102.2,.3868,48.7,47.5,17.6,20.5,27.7,29.3,37.1,40.6,44.7,47.5,37.2,31.7,35.6,45.9,67.6,-5.0,Norfolk St.,16 seed,R64,2021
215,"Texas Southern  16 seed, R64",SWAC,26,17-9,98.1,103.4,.3537,47.7,46.8,20.8,19.3,32.4,26.4,38.5,34.3,50.0,45.7,27.7,32.3,27.3,38.5,71.1,-4.3,Texas Southern,16 seed,R64,2021
222,"Mount St. Mary's  16 seed, R68",NEC,23,12-11,95.3,100.9,.3409,48.6,45.4,20.1,16.0,31.3,24.9,29.8,25.0,47.7,45.2,33.4,30.6,36.7,32.5,61.7,-7.2,Mount St. Mary's,16 seed,R68,2021
228,"Appalachian St.  16 seed, R68",SB,29,17-12,97.6,103.6,.3348,46.9,50.0,17.7,19.8,28.2,30.2,32.7,23.7,46.4,49.6,31.7,33.7,44.5,37.6,65.2,-7.6,Appalachian St.,16 seed,R68,2021
