Year,Seed,School,Round Finished,Conf,G,Rec,AdjOE,AdjDE,AdjNR,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
2014,15,American,0,Pat,32,20–12,103.5,98.5,5.0,.6373,56.3,45.9,22.9,19.9,27.0,29.9,34.9,41.2,55.7,45.4,38.2,31.3,35.6,30.7,61.4,-5.3
2014,13,Delaware,0,CAA,34,25–9,110.9,105.9,5.0,.6281,50.6,49.1,13.5,16.7,29.5,32.7,43.2,37.8,49.9,49.5,34.5,32.1,34.4,31.6,72.4,-1.2
2014,15,Eastern Kentucky,0,OVC,31,22–9,111.0,107.7,3.3,.5855,57.0,55.5,16.0,24.2,23.0,33.4,43.7,55.3,56.2,56.1,38.6,36.3,43.9,36.2,66.1,-3.2
2014,14,Western Michigan,0,MAC,31,22–9,105.0,102.1,2.9,.5803,52.4,47.3,20.9,18.5,31.4,31.6,51.7,34.9,54.1,47.6,33.0,31.2,35.0,38.6,67.0,-2.8
2014,15,Milwaukee,0,Horz,33,20–13,104.5,104.5,0.0,.5007,49.6,49.2,20.0,18.5,28.6,31.1,45.5,36.9,49.8,50.0,33.0,31.6,40.7,32.4,67.8,-5.9
2014,16,Cal Poly,0,BW,30,11–19,103.0,104.1,-1.1,.4685,46.3,49.1,14.8,17.9,30.8,33.0,33.0,42.9,44.1,48.3,33.5,34.0,35.1,31.0,60.3,-10.6
2014,16,Weber St.,0,BSky,28,17–11,105.2,106.6,-1.4,.4618,54.8,47.4,19.1,13.6,28.0,28.7,50.0,35.1,52.2,46.7,39.4,33.1,37.3,22.4,64.4,-6.8
2014,16,Albany,0,AE,32,18–14,102.2,104.1,-1.9,.4484,48.7,48.2,19.8,18.7,32.4,29.2,42.5,29.2,46.6,45.6,36.4,35.2,26.4,36.1,63.2,-8.5
2014,15,Wofford,0,SC,29,17–12,100.1,103.2,-3.1,.4133,49.2,49.3,16.4,19.7,31.2,29.1,33.9,40.0,47.3,49.6,35.9,32.5,29.5,28.0,62.2,-6.4
2014,16,Mount St. Mary's,0,NEC,32,16–16,107.5,111.7,-4.2,.3905,51.7,53.4,17.0,18.8,28.3,33.1,37.3,34.4,50.4,54.3,35.6,33.6,42.8,24.0,70.0,-9.4
2014,16,Coastal Carolina,0,BSth,30,18–12,97.3,102.5,-5.2,.3547,47.9,47.2,20.4,18.5,34.8,29.9,38.9,39.1,47.9,46.5,32.0,32.1,31.1,42.4,67.6,-7.5
2014,16,Texas Southern,0,SWAC,32,18–14,106.6,112.8,-6.2,.3424,51.6,49.9,19.2,15.8,33.5,31.1,49.5,29.4,50.6,48.5,35.9,35.5,32.4,29.6,67.6,-9.6
2015,1,Kentucky,4,SEC,34,34–0,119.0,83.5,35.5,.9834,51.8,39.7,16.4,21.8,40.4,31.6,43.8,31.6,51.5,39.1,35.0,27.4,28.1,31.0,63.5,+13.0
2015,1,Wisconsin,5,B10,34,31–3,126.4,92.1,34.3,.9743,54.6,46.7,12.4,16.7,31.9,23.7,35.6,21.1,55.1,44.0,35.7,36.0,37.0,26.7,59.3,+11.3
2015,2,Virginia,1,ACC,32,29–3,113.2,83.3,29.9,.9714,51.2,41.7,16.1,18.1,34.0,24.3,34.2,27.9,50.1,39.5,36.1,30.3,27.3,36.5,58.3,+9.9
2015,1,Duke,6,ACC,33,29–4,124.6,93.1,31.5,.9663,56.9,47.4,16.8,18.7,37.4,30.1,40.2,24.9,56.3,47.1,38.6,32.0,34.5,27.7,66.8,+10.6
2015,2,Arizona,3,P12,34,31–3,115.5,86.5,29.0,.9654,53.6,44.3,16.7,21.1,34.1,22.3,47.1,36.3,53.4,42.0,36.0,32.8,25.8,31.4,66.9,+8.9
2015,1,Villanova,1,BE,34,32–2,120.7,91.4,29.3,.9608,55.3,45.5,16.6,21.7,32.7,31.1,42.4,30.3,53.1,45.2,38.9,30.8,43.0,32.5,64.8,+11.2
2015,2,Gonzaga,3,WCC,33,31–2,120.4,92.9,27.5,.9518,58.4,43.6,16.3,17.6,33.9,28.6,39.1,31.6,57.1,41.4,40.8,32.3,32.1,30.5,65.1,+7.9
2015,5,Utah,2,P12,31,23–8,115.1,88.9,26.2,.9515,55.6,42.7,17.8,18.3,31.3,28.1,42.8,34.5,52.8,40.9,40.2,31.6,37.8,28.3,61.5,+3.7
2015,4,North Carolina,2,ACC,35,24–11,118.4,91.7,26.7,.9496,51.4,45.3,18.2,17.8,39.9,30.5,34.7,37.6,51.3,45.7,34.5,29.8,22.6,37.1,70.2,+6.4
2015,3,Oklahoma,2,B12,32,22–10,110.0,87.3,22.7,.9348,49.4,43.7,17.7,20.2,30.9,31.5,32.7,28.9,48.4,42.4,34.3,30.9,33.6,33.7,68.1,+4.2
2015,3,Baylor,0,B12,32,23–9,115.8,92.8,23.0,.9274,49.8,45.8,19.6,19.6,41.8,31.7,38.8,32.4,46.0,46.5,38.2,29.8,33.2,35.9,62.2,+4.8
2015,3,Notre Dame,3,ACC,34,29–5,124.4,99.8,24.6,.9260,58.6,48.1,14.4,17.4,28.1,31.6,37.1,23.3,58.4,47.4,39.2,32.9,38.6,32.6,64.1,+8.4
2015,4,Louisville,3,ACC,32,24–8,107.9,86.6,21.3,.9258,47.8,43.4,17.8,21.8,35.1,30.9,38.8,34.7,48.9,43.3,30.4,29.3,32.6,31.4,66.0,+5.7
2015,2,Kansas,1,B12,34,26–8,113.3,91.0,22.3,.9252,49.3,44.4,19.1,17.5,34.9,31.8,43.0,33.6,46.5,43.5,37.5,30.9,28.3,31.9,67.3,+8.7
2015,7,Wichita St.,2,MVC,31,27–4,114.1,91.7,22.4,.9251,50.7,45.2,15.2,21.6,34.8,27.0,35.4,36.8,48.9,42.5,35.9,34.4,35.3,29.7,62.2,+4.4
2015,7,Michigan St.,4,B10,34,23–11,114.8,92.6,22.2,.9223,53.8,45.7,17.9,17.0,34.6,26.0,31.9,37.7,51.6,44.1,38.6,32.3,34.7,35.3,64.1,+3.0
2015,5,Northern Iowa,1,MVC,33,30–3,114.0,92.2,21.8,.9206,56.2,45.1,18.0,19.3,26.9,26.9,40.2,26.7,53.9,43.8,39.7,31.6,40.0,38.1,58.5,+5.6
2015,10,Ohio St.,1,B10,33,23–10,114.2,92.8,21.4,.9152,54.5,46.6,17.0,22.1,34.1,31.4,34.8,27.4,53.9,45.8,37.2,31.8,32.1,37.9,66.6,+2.4
2015,3,Iowa St.,0,B12,33,25–8,118.1,96.7,21.4,.9086,54.7,47.9,15.8,18.5,28.5,29.2,37.4,24.3,54.7,45.4,36.6,35.2,36.8,34.6,69.9,+6.8
2015,7,Iowa,1,B10,32,21–11,113.1,92.6,20.5,.9085,47.8,45.1,17.4,19.3,35.8,30.5,39.6,29.2,46.9,43.1,33.2,32.4,30.7,36.5,64.6,+2.0
2015,11,Texas,0,B12,33,20–13,110.6,91.4,19.2,.8999,49.4,42.2,20.0,14.2,38.0,29.0,36.9,34.2,48.6,37.8,33.9,34.8,34.0,30.9,62.9,+0.8
2015,6,Butler,1,BE,32,22–10,108.5,89.7,18.8,.8998,49.1,46.9,17.4,19.3,35.5,24.9,40.5,33.3,47.2,47.3,35.8,30.6,29.0,33.9,64.1,+3.4
2015,4,Georgetown,1,BE,31,21–10,111.5,93.2,18.3,.8872,50.9,46.6,19.2,20.6,34.3,31.3,44.1,43.9,50.4,42.7,34.7,35.9,31.6,35.1,64.7,+3.6
2015,6,Xavier,2,BE,34,21–13,115.0,96.2,18.8,.8861,53.0,50.2,18.0,19.2,31.3,27.1,38.1,34.4,53.4,48.9,34.9,35.0,32.8,37.2,66.0,+1.3
2015,5,West Virginia,2,B12,32,23–9,110.5,92.9,17.6,.8803,46.6,52.6,18.7,28.2,40.9,31.1,40.4,55.9,45.9,51.6,31.9,36.5,33.8,31.8,69.1,+3.9
2015,6,Providence,0,BE,33,22–11,111.8,94.0,17.8,.8796,48.6,48.1,17.9,19.7,35.3,29.5,41.6,38.5,49.4,47.0,31.0,33.3,28.4,35.8,65.8,+3.6
2015,8,San Diego St.,1,MWC,33,25–8,102.5,86.9,15.6,.8697,46.7,42.7,18.6,21.5,35.9,30.2,36.2,26.7,46.1,41.2,32.1,30.6,30.5,32.3,61.2,+1.5
2015,6,SMU,0,Amer,32,26–6,111.2,94.5,16.7,.8665,52.4,45.5,19.7,20.0,36.9,29.3,44.1,31.2,51.9,43.1,36.0,32.2,22.9,45.7,63.7,+3.3
2015,11,BYU,0,WCC,32,23–9,118.1,100.7,17.4,.8624,53.0,49.6,16.4,18.0,33.9,28.2,42.3,39.6,50.3,49.6,38.5,33.2,36.2,32.5,70.6,+0.9
2015,4,Maryland,1,B10,33,27–6,109.9,93.9,16.0,.8595,50.9,45.4,18.4,17.3,29.2,30.4,44.5,27.9,47.8,44.6,37.2,31.2,38.2,37.4,64.6,+6.8
2015,9,St. John's,0,BE,31,20–11,109.6,93.8,15.8,.8575,49.3,46.1,15.7,19.5,27.8,35.4,36.2,32.6,47.9,44.8,35.1,32.4,30.5,35.4,66.9,+2.2
2015,5,Arkansas,1,SEC,34,26–8,113.3,97.0,16.3,.8569,50.2,48.6,16.6,22.6,35.6,34.2,37.3,38.5,49.1,46.6,35.0,35.3,31.1,31.3,70.1,+3.8
2015,10,Davidson,0,A10,30,23–7,119.3,102.4,16.9,.8535,56.0,49.1,14.3,17.3,29.8,30.1,29.0,35.4,53.5,51.3,39.3,29.8,45.7,33.1,67.3,+1.8
2015,9,Purdue,0,B10,33,21–12,110.1,94.5,15.6,.8530,50.7,45.5,20.0,17.8,36.2,31.1,42.5,38.5,51.0,42.3,33.5,35.0,32.3,31.0,65.0,+0.9
2015,8,N.C. State,2,ACC,33,20–13,113.3,97.3,16.0,.8520,49.6,45.5,16.2,15.4,34.1,30.5,36.1,34.1,47.4,43.6,36.1,33.2,32.4,31.3,64.9,+1.0
2015,7,VCU,0,A10,35,26–9,109.0,93.9,15.1,.8466,48.8,49.3,15.7,23.8,31.7,30.8,37.5,37.7,47.2,48.1,34.2,34.4,39.9,35.3,67.4,+3.1
2015,10,Georgia,0,SEC,32,21–11,107.8,93.2,14.6,.8435,48.9,44.2,19.3,16.8,32.3,28.9,47.8,34.3,47.7,43.0,34.4,31.0,31.3,35.4,64.7,+1.5
2015,9,Oklahoma St.,0,B12,30,17–13,109.7,94.8,14.9,.8432,50.1,46.0,18.6,21.2,26.9,33.1,39.7,42.4,49.0,43.5,34.6,34.3,38.5,32.0,63.9,+0.05
2015,8,Cincinnati,1,Amer,32,22–10,106.4,92.5,13.9,.8335,50.4,44.5,21.3,20.3,37.3,31.7,37.8,25.4,50.5,42.0,33.3,32.9,30.6,33.4,60.2,-1.2
2015,10,Indiana,0,B10,33,20–13,118.9,103.4,15.5,.8327,54.6,50.5,17.1,16.1,35.3,31.3,32.7,32.1,50.7,51.0,40.3,32.8,39.6,30.7,67.1,-0.37
2015,9,LSU,0,SEC,32,22–10,107.1,93.7,13.4,.8238,50.5,44.6,20.5,19.2,34.0,33.0,33.4,30.0,50.3,43.6,33.9,31.3,28.5,28.9,70.3,+0.45
2015,11,Mississippi,0,SEC,32,20–12,112.7,99.0,13.7,.8164,48.2,46.9,16.9,18.9,35.0,31.7,37.5,41.2,46.9,43.4,33.8,34.9,33.1,39.7,66.4,-0.6
2015,11,UCLA,2,P12,33,20–13,110.1,96.9,13.2,.8126,49.4,48.7,17.5,18.5,33.8,28.1,36.3,32.7,47.2,45.7,36.3,35.5,29.3,39.1,66.9,-0.05
2015,8,Oregon,1,P12,33,24–9,112.6,99.5,13.1,.8062,52.1,47.8,17.0,16.8,30.6,31.7,29.5,35.3,50.6,46.8,36.7,33.3,33.9,32.5,66.9,+3.0
2015,11,Boise St.,0,MWC,31,23–8,109.5,97.1,12.4,.7996,53.5,47.4,16.1,19.4,27.6,25.9,32.9,31.5,49.8,47.8,39.1,31.2,41.7,35.4,63.7,+0.47
2015,12,Stephen F. Austin,0,Slnd,30,26–4,111.6,98.9,12.7,.7993,56.2,48.8,20.3,24.4,37.7,29.9,42.4,49.0,55.6,48.2,38.1,33.6,36.2,27.8,66.5,+1.5
2015,11,Dayton,1,A10,33,25–8,106.5,94.8,11.7,.7923,52.8,47.3,17.8,21.1,24.2,28.0,48.6,31.1,52.9,47.1,35.1,31.8,37.4,32.8,64.0,+0.9
2015,12,Buffalo,0,MAC,32,23–9,108.8,97.6,11.2,.7786,48.6,48.5,16.4,19.8,34.7,30.4,42.3,33.8,47.6,47.9,34.0,33.0,30.2,38.1,69.2,-1.0
2015,13,Valparaiso,0,Horz,30,25–5,105.0,94.3,10.7,.7757,51.4,44.9,19.1,18.6,35.0,27.6,36.7,32.7,48.5,42.1,38.1,33.0,33.4,36.9,63.2,+0.40
2015,14,Georgia St.,1,SB,32,23–9,109.1,98.5,10.6,.7642,51.9,45.0,16.5,22.8,30.5,34.5,38.4,39.4,53.4,42.2,31.9,32.6,27.4,42.0,63.5,-2.6
2015,13,UC Irvine,0,BW,31,19–12,105.0,97.3,7.7,.7073,50.7,44.7,18.0,17.3,29.8,30.7,31.0,36.1,47.7,42.3,38.3,33.6,30.5,29.1,64.1,-4.3
2015,13,Harvard,0,Ivy,27,20–7,100.9,93.9,7.0,.6958,47.3,46.1,18.7,19.9,32.3,27.8,39.0,33.1,45.8,44.1,34.1,33.4,26.5,32.3,61.8,-1.1
2015,15,New Mexico St.,0,WAC,31,21–10,104.4,98.1,6.3,.6712,51.0,45.9,21.9,20.5,39.5,30.7,44.8,32.5,49.7,46.4,36.3,29.5,25.3,23.5,64.2,-4.3
2015,14,Northeastern,0,CAA,34,23–11,106.6,100.9,5.7,.6537,54.6,49.6,21.4,15.6,29.6,25.6,42.2,24.7,52.9,48.7,38.8,34.4,30.8,29.1,63.7,-4.2
2015,12,Wofford,0,SC,32,26–6,102.5,97.2,5.3,.6479,51.6,46.9,17.3,20.1,29.3,27.7,38.0,36.5,49.5,47.3,37.1,30.8,32.9,31.8,61.5,+0.47
2015,12,Wyoming,0,MWC,32,23–9,102.7,97.6,5.1,.6420,52.1,46.7,18.7,18.1,22.1,26.9,41.0,26.7,54.6,44.0,32.3,34.4,39.7,35.2,59.1,-1.3
2015,13,Eastern Washington,0,BSky,31,23–8,110.8,107.5,3.3,.5868,55.4,52.0,15.9,17.7,29.3,30.6,35.6,35.1,52.3,49.0,39.6,38.4,43.2,35.0,68.6,-2.3
2015,14,Albany,0,AE,32,24–8,104.7,102.1,2.6,.5718,50.1,49.6,19.0,20.3,32.5,25.5,39.9,30.4,48.1,45.9,36.0,36.5,34.1,41.6,61.5,-3.0
2015,14,UAB,1,CUSA,33,18–15,101.8,100.4,1.4,.5408,47.8,47.2,20.4,19.8,34.0,33.1,37.2,34.1,46.9,47.0,33.2,31.8,29.9,32.2,65.4,-7.2
2015,16,Coastal Carolina,0,BSth,29,20–9,104.2,102.8,1.4,.5388,49.9,47.1,17.8,17.0,35.2,27.6,39.6,35.6,48.2,45.1,35.4,33.5,34.2,39.4,63.9,-4.8
2015,16,Manhattan,0,MAAC,32,19–13,100.5,99.6,0.9,.5257,49.7,48.0,21.0,24.1,31.0,33.7,47.9,51.9,48.9,47.9,34.0,32.2,36.5,27.6,67.9,-7.4
2015,15,Belmont,0,OVC,31,21–10,107.3,106.5,0.8,.5236,56.5,51.3,20.3,18.7,29.2,29.5,33.0,27.7,56.3,51.2,37.9,34.3,48.0,36.9,67.5,-4.4
2015,16,North Florida,0,ASun,31,20–11,105.1,104.7,0.4,.5094,53.6,47.9,18.0,18.2,28.9,32.0,39.4,33.4,51.1,48.1,38.0,31.5,42.1,27.6,67.4,-4.9
2015,15,North Dakota St.,0,Sum,30,21–9,100.5,100.9,-0.4,.4898,49.2,47.8,15.9,16.6,26.5,23.4,36.2,30.0,45.1,44.4,37.8,36.4,35.4,33.0,61.2,-3.7
2015,16,Lafayette,0,Pat,31,19–12,110.6,113.7,-3.1,.4201,56.3,52.9,16.9,16.9,27.6,34.4,31.0,27.6,53.0,50.8,41.4,37.6,35.4,37.1,65.2,-6.8
2015,16,Robert Morris,0,NEC,33,19–14,99.9,102.7,-2.8,.4195,50.5,48.4,20.5,21.7,31.2,35.8,36.0,37.6,47.6,47.5,38.0,33.4,30.9,36.2,66.1,-8.3
2015,15,Texas Southern,0,SWAC,34,22–12,101.2,106.4,-5.2,.3595,49.4,48.9,19.9,18.7,34.0,34.2,46.5,32.6,50.0,48.0,32.0,34.2,31.4,28.5,63.7,-4.3
2015,16,Hampton,0,MEAC,33,16–17,94.1,102.9,-8.8,.2633,45.8,46.5,20.5,20.1,32.8,30.9,43.4,45.9,45.9,44.3,30.4,34.4,33.3,30.3,69.3,-12.3
2016,1,Kansas,3,B12,33,29–4,120.5,91.3,29.2,.9607,55.9,45.3,17.8,19.1,32.2,28.8,39.0,37.2,52.2,43.3,42.2,33.0,33.4,32.2,70.1,+11.4
2016,2,Villanova,6,BE,34,29–5,118.9,90.4,28.5,.9591,54.3,46.3,16.4,20.4,28.6,28.7,34.3,31.4,56.4,43.9,34.4,33.5,43.8,37.5,67.3,+9.0
2016,1,Virginia,3,ACC,33,26–7,119.5,91.9,27.6,.9532,54.4,48.7,15.3,19.7,30.6,25.9,32.4,33.7,51.9,46.5,40.5,34.9,28.1,37.3,61.6,+8.7
2016,2,Michigan St.,0,B10,34,29–5,121.4,94.8,26.6,.9448,56.0,42.6,17.5,14.2,37.2,24.2,30.0,34.0,51.1,41.3,43.4,30.2,35.3,32.5,67.6,+7.4
2016,3,West Virginia,0,B12,34,26–8,115.4,90.2,25.2,.9445,50.2,48.8,19.6,25.5,41.9,27.2,46.1,54.8,50.7,48.2,32.9,33.2,30.6,36.1,70.9,+7.3
2016,4,Kentucky,1,SEC,34,26–8,122.3,95.8,26.5,.9430,53.7,44.9,16.1,17.9,37.8,31.7,38.3,41.4,52.8,43.0,37.0,33.0,31.4,29.8,68.0,+5.0
2016,1,North Carolina,5,ACC,34,28–6,120.1,94.3,25.8,.9419,52.1,47.4,15.4,18.6,39.8,29.9,32.2,29.7,53.9,43.7,31.4,36.0,26.7,35.6,72.3,+8.5
2016,2,Oklahoma,4,B12,32,25–7,117.6,92.8,24.8,.9384,54.5,46.4,18.0,17.6,30.5,29.8,33.6,27.3,48.1,44.0,42.6,34.0,40.7,35.0,71.1,+7.9
2016,5,Purdue,0,B10,34,26–8,116.6,92.8,23.8,.9326,53.7,44.3,17.5,13.8,35.3,23.3,35.1,27.7,52.9,43.0,36.8,31.3,35.5,33.0,68.8,+4.5
2016,3,Miami FL,2,ACC,32,25–7,118.8,95.4,23.4,.9256,53.9,48.0,16.0,17.5,30.5,29.2,40.0,28.8,53.4,46.9,36.6,33.6,34.1,29.8,67.2,+6.9
2016,2,Xavier,1,BE,32,27–5,117.1,94.5,22.6,.9216,51.5,47.9,17.5,19.4,35.7,26.3,42.9,34.4,50.0,48.4,36.2,31.5,34.7,40.4,72.6,+7.7
2016,11,Vanderbilt,0,SEC,32,19–13,114.6,92.8,21.8,.9187,53.5,43.1,16.8,14.3,27.4,29.4,39.5,34.2,50.5,42.7,38.8,29.2,38.1,30.5,68.6,-0.38
2016,11,Wichita St.,1,MVC,31,23–8,111.5,90.3,21.2,.9187,49.6,44.5,14.8,23.2,31.9,23.6,37.8,45.4,49.8,41.8,32.9,32.7,38.5,37.1,66.8,+0.28
2016,4,Duke,2,ACC,33,23–10,121.5,98.5,23.0,.9183,53.7,49.4,14.3,17.7,34.0,34.5,40.2,25.4,50.7,48.9,38.7,33.9,40.1,29.0,68.8,+4.2
2016,3,Texas A&M,2,SEC,34,26–8,113.7,92.2,21.5,.9176,51.4,47.1,17.2,20.9,35.0,30.0,37.5,32.4,50.7,45.6,35.0,32.9,37.0,39.5,68.1,+5.1
2016,5,Indiana,2,B10,32,25–7,120.1,98.0,22.1,.9117,58.6,49.5,19.8,18.9,37.7,28.7,33.3,29.3,56.1,48.7,41.5,34.3,40.9,31.4,69.3,+3.3
2016,7,Iowa,1,B10,31,21–10,116.0,94.8,21.2,.9111,51.8,47.4,15.0,18.9,32.3,31.4,33.4,25.2,48.7,48.0,38.2,31.0,35.1,38.7,70.0,+2.0
2016,4,Iowa St.,2,B12,32,21–11,120.4,98.9,21.5,.9061,56.8,49.5,16.0,17.1,27.3,30.7,25.5,24.2,56.7,49.0,38.0,33.6,35.0,35.7,72.3,+3.5
2016,6,Arizona,0,P12,33,25–8,116.4,95.7,20.7,.9043,53.8,46.3,17.9,16.2,35.1,24.9,44.1,29.2,52.3,45.5,38.3,32.1,29.2,31.2,69.1,+3.5
2016,1,Oregon,3,P12,33,27–6,117.7,96.9,20.8,.9038,52.3,49.0,16.3,20.6,34.6,31.3,40.2,32.3,52.2,46.2,35.1,36.4,33.9,33.8,69.1,+6.7
2016,11,Gonzaga,2,WCC,32,25–7,117.0,96.3,20.7,.9031,55.3,45.1,16.5,14.9,31.9,25.9,35.9,28.3,54.6,44.9,37.6,30.3,35.9,33.1,68.2,+2.2
2016,4,California,0,P12,33,23–10,112.5,93.0,19.5,.8990,52.5,44.0,17.5,14.1,32.4,25.7,41.6,37.2,51.0,40.9,36.9,35.1,33.7,26.5,68.8,+2.3
2016,6,Seton Hall,0,BE,33,25–8,111.1,92.5,18.6,.8920,50.2,45.3,19.5,19.2,35.0,30.7,40.6,33.7,49.1,44.3,35.3,31.6,29.6,33.1,70.3,+5.3
2016,5,Maryland,2,B10,32,24–8,115.1,96.4,18.7,.8846,55.6,46.7,19.1,16.5,30.2,29.5,35.7,26.9,55.2,45.7,37.6,32.3,37.8,35.6,68.0,+4.0
2016,9,Butler,1,BE,31,21–10,117.9,99.4,18.5,.8777,52.5,49.4,14.5,18.6,32.8,27.8,39.8,36.2,50.0,48.5,38.7,33.9,30.5,36.9,69.2,+2.1
2016,10,VCU,1,A10,34,24–10,111.4,93.8,17.6,.8775,50.9,49.0,16.2,21.9,33.3,27.8,32.3,37.0,49.6,48.4,35.6,33.6,32.8,29.9,70.3,+0.03
2016,5,Baylor,0,B12,32,21–11,117.8,99.3,18.5,.8764,51.7,51.0,18.9,19.8,40.2,28.8,39.2,38.1,49.9,48.7,37.4,37.1,28.6,33.8,67.3,+3.5
2016,3,Utah,1,P12,33,25–8,115.2,97.3,17.9,.8745,55.2,47.4,17.8,15.2,29.0,28.0,38.4,23.4,55.8,43.8,36.0,36.8,37.6,31.9,67.0,+5.7
2016,9,Connecticut,1,Amer,34,24–10,110.4,93.3,17.1,.8731,52.0,44.2,16.5,18.1,29.1,29.2,29.7,34.5,50.9,41.3,36.2,32.7,33.7,36.7,66.9,+1.2
2016,9,Cincinnati,0,Amer,32,22–10,109.5,92.7,16.8,.8708,49.0,45.3,16.4,20.6,36.8,30.6,33.5,26.9,47.5,40.9,34.5,35.6,36.4,35.0,66.2,+0.36
2016,10,Pittsburgh,0,ACC,31,20–11,115.3,98.2,17.1,.8633,51.3,50.5,17.4,17.1,37.4,27.5,36.6,32.6,50.7,48.7,35.1,35.8,30.8,34.3,66.6,+1.8
2016,10,Syracuse,4,ACC,32,19–13,110.8,94.6,16.2,.8603,50.4,47.5,18.3,20.6,33.0,35.3,35.5,29.4,47.6,48.7,36.1,30.4,43.2,40.3,65.7,-0.30
2016,6,Texas,0,B12,32,20–12,111.5,95.2,16.3,.8600,49.3,47.5,15.4,18.5,30.7,32.3,39.7,37.5,48.5,45.6,33.9,34.3,36.0,32.6,66.3,+3.1
2016,8,Saint Joseph's,1,A10,34,27–7,113.0,96.9,16.1,.8546,51.3,47.9,14.3,16.2,28.3,25.8,37.7,24.5,52.5,48.9,32.7,31.0,35.7,41.3,71.2,+3.6
2016,8,USC,0,P12,33,21–12,113.8,98.0,15.8,.8471,52.0,47.3,16.5,16.9,32.4,31.9,35.3,28.5,49.2,46.7,38.5,32.3,32.4,34.4,72.3,+0.23
2016,7,Dayton,0,A10,32,25–7,106.8,92.6,14.2,.8373,52.0,46.9,18.8,17.9,28.9,23.6,41.0,32.5,52.0,43.7,34.7,34.9,34.8,36.7,68.5,+2.6
2016,7,Wisconsin,2,B10,32,20–12,110.2,95.6,14.6,.8360,49.0,48.5,17.0,18.8,33.6,28.2,39.7,34.3,46.6,45.1,35.8,38.0,33.8,29.3,64.2,+0.49
2016,11,Michigan,0,B10,33,21–12,114.7,99.7,15.0,.8333,55.0,51.2,14.7,17.7,24.4,26.3,28.4,26.8,52.9,50.7,38.4,34.7,44.5,36.7,66.5,+0.9
2016,9,Providence,1,BE,33,23–10,108.9,95.1,13.8,.8267,48.1,48.8,16.3,20.7,30.9,30.2,37.7,27.8,48.1,49.2,32.1,32.1,36.9,33.6,69.5,+3.3
2016,6,Notre Dame,3,ACC,32,21–11,118.4,103.5,14.9,.8251,53.5,49.2,14.8,14.8,32.8,31.3,33.2,26.9,52.5,45.5,36.9,37.6,34.5,34.2,65.9,+2.3
2016,8,Texas Tech,0,B12,31,19–12,112.4,98.5,13.9,.8202,49.9,49.3,17.7,18.9,31.7,32.4,43.1,32.9,49.2,47.2,34.5,35.2,30.4,37.9,67.3,+1.3
2016,12,Yale,1,Ivy,27,21–6,108.2,95.3,12.9,.8119,52.5,46.3,20.1,18.2,39.2,24.0,42.1,33.8,51.1,45.5,37.1,31.8,30.8,34.4,66.8,+0.10
2016,8,Colorado,0,P12,32,21–11,107.8,95.4,12.4,.8037,48.4,46.9,18.8,15.4,35.0,24.6,40.0,35.5,43.7,44.4,38.9,35.3,32.4,28.8,69.9,+0.7
2016,13,Hawaii,1,BW,30,25–5,107.3,95.9,11.4,.7850,52.5,44.9,18.4,19.9,30.9,26.7,46.3,39.3,54.6,43.8,32.8,31.3,39.6,33.6,71.4,+1.0
2016,7,Oregon St.,0,P12,30,18–12,109.8,98.1,11.7,.7849,49.9,49.4,16.8,19.5,29.4,32.3,37.2,39.3,47.1,49.5,37.3,32.8,31.8,39.0,68.0,+0.32
2016,12,Little Rock,1,SB,31,27–4,106.9,95.6,11.3,.7838,52.4,45.1,15.9,21.4,26.9,30.1,31.4,38.3,49.4,45.1,38.7,30.1,34.7,40.0,63.9,+2.2
2016,11,Northern Iowa,1,MVC,33,21–12,108.8,97.6,11.2,.7763,53.3,48.6,15.2,18.7,17.8,27.2,32.8,23.6,51.5,48.5,37.2,32.6,42.3,38.9,63.4,-2.0
2016,14,Stephen F. Austin,1,Slnd,28,23–5,108.5,97.6,10.9,.7716,55.5,49.6,18.2,25.9,33.5,29.7,33.9,40.1,55.1,49.5,37.5,33.2,36.4,30.6,68.4,-1.1
2016,11,Tulsa,0,Amer,31,20–11,109.2,99.4,9.8,.7474,50.4,48.3,15.5,20.6,28.0,30.4,40.0,34.8,51.0,44.7,32.9,36.3,36.6,36.8,69.5,-1.1
2016,12,South Dakota St.,0,Sum,31,24–7,110.5,100.7,9.8,.7452,51.4,47.7,17.1,17.1,32.4,25.5,40.6,39.7,49.7,46.8,36.2,33.1,36.8,32.3,69.3,-1.0
2016,10,Temple,0,Amer,32,21–11,106.3,98.1,8.2,.7167,46.9,46.7,13.7,16.6,29.0,29.8,27.1,28.6,44.5,46.5,34.0,31.4,37.8,31.9,66.7,-0.04
2016,15,Cal St. Bakersfield,0,WAC,29,21–8,103.2,95.5,7.7,.7082,49.3,44.7,18.1,21.8,34.0,29.6,38.5,42.0,48.4,42.6,34.6,32.6,27.0,33.1,68.5,-3.4
2016,13,UNC Wilmington,0,CAA,30,23–7,108.6,100.6,8.0,.7058,51.2,47.1,16.0,20.1,32.1,29.9,35.9,54.3,51.2,45.5,34.1,34.1,33.4,28.6,71.3,-0.6
