Year,Seed,School,Round Finished,Conf,G,Rec,AdjOE,AdjDE,AdjNR,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
2010,16,East Tennessee St.,0,ASun,33,19–14,98.1,97.0,1.1,.5330,48.0,48.1,21.2,24.2,35.1,33.8,40.0,39.3,48.3,47.6,31.4,32.6,28.9,40.7,68.3,-7.9
2010,15,Morgan St.,0,MEAC,36,27–9,104.1,103.7,0.4,.5117,47.9,46.5,19.1,20.3,40.1,34.6,44.2,42.9,46.8,45.6,33.8,32.7,27.5,25.9,70.0,-3.7
2010,15,North Texas,0,SB,30,22–8,101.6,103.1,-1.5,.4580,50.9,47.5,21.1,18.3,32.2,29.9,52.8,32.7,51.5,47.0,33.1,32.7,30.3,25.7,68.7,-3.7
2010,16,Lehigh,0,Pat,32,22–10,103.1,105.3,-2.2,.4402,51.6,48.2,18.5,19.4,29.7,29.1,43.4,31.5,48.0,46.4,40.0,34.4,29.7,35.0,70.6,-6.6
2010,15,Robert Morris,0,NEC,34,23–11,98.9,101.5,-2.6,.4259,49.0,47.0,21.7,23.2,34.5,32.5,45.9,46.9,46.7,46.2,36.5,32.3,29.0,38.1,67.4,-6.4
2010,16,Winthrop,0,BSth,30,17–13,89.5,95.0,-5.5,.3338,41.9,45.7,18.1,22.8,34.0,29.7,35.4,38.7,42.6,46.3,26.5,29.7,25.6,35.2,65.5,-8.5
2010,16,Arkansas Pine Bluff,0,SWAC,31,16–15,91.4,98.4,-7.0,.3004,45.0,46.0,24.5,20.6,35.8,26.6,48.6,55.3,45.0,44.4,30.2,33.1,25.7,30.7,67.3,-7.9
2011,1,Ohio St.,2,B10,34,32–2,123.2,90.0,33.2,.9738,56.0,48.4,15.8,23.3,35.3,28.1,37.8,20.9,53.2,47.1,41.3,33.9,32.2,34.8,65.6,+11.7
2011,1,Kansas,3,B12,34,32–2,120.0,89.4,30.6,.9670,57.7,44.7,19.1,20.3,36.5,28.0,40.6,32.8,57.5,44.9,38.7,29.4,32.6,33.6,69.7,+10.2
2011,1,Duke,2,ACC,34,30–4,118.3,88.9,29.4,.9639,53.6,43.8,17.3,21.3,35.4,33.5,37.4,30.2,52.1,42.6,37.5,31.6,35.6,24.2,70.2,+9.3
2011,4,Texas,1,B12,34,27–7,113.7,87.7,26.0,.9521,50.3,42.0,17.3,19.0,38.2,30.3,43.2,31.1,48.1,41.5,37.7,29.0,26.0,25.6,67.0,+5.4
2011,1,Pittsburgh,1,BE,32,27–5,119.0,92.5,26.5,.9477,52.8,45.1,18.3,17.8,42.8,29.1,43.3,32.4,50.6,43.3,39.0,32.6,27.4,32.4,63.8,+7.5
2011,4,Kentucky,4,SEC,33,25–8,118.4,92.2,26.2,.9467,52.4,44.0,15.9,18.3,35.2,30.8,37.1,30.7,49.0,41.6,39.7,33.2,31.9,29.9,66.9,+5.2
2011,4,Wisconsin,2,B10,31,23–8,121.6,95.5,26.1,.9415,52.0,48.3,12.8,16.8,34.2,27.0,28.0,31.4,49.5,45.1,37.1,37.5,40.5,28.7,57.9,+5.6
2011,3,Purdue,1,B10,32,25–7,113.7,89.8,23.9,.9378,50.8,45.8,15.6,21.7,32.0,30.0,35.1,31.4,48.7,44.5,36.7,32.8,33.0,27.4,67.1,+7.0
2011,2,Notre Dame,1,BE,32,26–6,121.8,96.2,25.6,.9375,54.1,46.7,16.4,15.9,33.8,29.9,45.4,25.5,51.2,43.7,39.2,35.0,38.4,33.0,64.6,+7.7
2011,2,San Diego St.,2,MWC,32,30–2,112.3,89.9,22.4,.9289,50.8,43.9,17.2,19.9,37.6,30.0,32.7,28.9,51.1,43.2,33.6,30.5,30.2,29.7,63.9,+8.7
2011,4,Louisville,0,BE,34,25–9,111.4,89.7,21.7,.9235,52.5,44.5,18.9,23.2,35.2,35.0,29.8,40.0,51.5,43.8,36.1,30.6,40.5,33.0,68.0,+4.6
2011,9,Illinois,1,B10,32,19–13,113.4,91.5,21.9,.9220,52.8,45.4,19.1,18.4,32.1,31.9,28.6,32.5,50.4,45.2,38.7,30.5,31.4,34.8,66.9,+1.4
2011,3,BYU,2,MWC,33,29–4,116.7,94.2,22.5,.9217,51.8,46.5,15.3,20.3,31.5,28.7,39.0,33.2,50.4,44.7,36.1,33.9,37.1,30.1,71.4,+7.2
2011,2,North Carolina,3,ACC,33,26–7,110.2,89.1,21.1,.9197,49.2,46.1,18.7,19.6,37.2,29.8,37.9,24.8,48.9,44.5,33.3,32.7,25.3,34.8,71.7,+7.3
2011,3,Syracuse,1,BE,32,25–7,113.5,91.9,21.6,.9193,52.8,45.2,18.3,20.7,37.0,33.5,35.6,29.4,52.5,44.5,35.7,30.8,31.4,39.0,66.5,+6.0
2011,7,Washington,1,P10,33,23–10,116.9,94.7,22.2,.9182,53.9,46.1,17.0,20.5,38.0,31.8,32.5,44.5,52.9,45.2,37.1,32.2,36.8,28.1,72.2,+1.7
2011,5,West Virginia,1,BE,31,20–11,113.3,93.3,20.0,.9031,48.4,45.6,18.9,18.9,40.5,35.6,40.7,35.4,47.4,46.5,33.5,29.1,33.7,32.2,63.5,+2.9
2011,3,Connecticut,6,BE,35,26–9,113.8,93.9,19.9,.9005,48.1,45.3,17.5,18.1,39.5,34.7,34.3,27.4,47.5,43.1,33.2,33.5,29.3,31.1,66.2,+6.8
2011,8,UNLV,0,MWC,32,24–8,109.6,90.7,18.9,.8986,51.0,45.4,18.7,24.0,33.5,31.9,39.2,39.9,51.6,43.8,33.1,32.4,30.0,33.3,68.1,+2.8
2011,5,Arizona,3,P10,34,27–7,115.7,95.7,20.0,.8985,54.4,48.4,18.9,18.7,33.3,29.0,44.1,36.3,51.2,50.5,39.9,28.8,36.8,28.5,66.5,+4.6
2011,12,Utah St.,0,WAC,32,29–3,109.3,90.7,18.6,.8950,52.2,43.3,18.4,18.9,34.2,25.7,43.4,34.0,51.5,42.4,35.8,30.0,31.2,33.4,63.3,+3.8
2011,2,Florida,3,SEC,33,26–7,113.3,94.1,19.2,.8941,51.7,47.6,19.1,19.3,38.4,29.9,35.9,26.6,50.9,47.5,35.6,31.9,31.1,31.9,63.9,+5.2
2011,6,Cincinnati,1,BE,33,25–8,108.8,90.4,18.4,.8935,49.3,45.8,18.1,22.4,38.4,30.6,38.6,35.1,48.6,44.8,33.9,32.2,34.2,29.4,64.5,+3.2
2011,5,Kansas St.,1,B12,31,21–10,108.9,90.9,18.0,.8881,49.7,47.0,21.7,22.7,41.2,31.0,42.7,45.4,46.5,45.1,37.4,34.7,33.0,27.8,68.4,+2.0
2011,9,Villanova,0,BE,32,21–11,114.2,95.6,18.6,.8846,49.7,46.4,18.1,18.3,36.0,30.2,42.6,36.2,48.4,45.3,34.9,32.1,32.9,36.3,66.6,+1.4
2011,6,Georgetown,0,BE,31,21–10,113.7,95.3,18.4,.8841,54.4,46.6,20.6,17.7,33.6,32.5,33.6,36.6,54.6,45.4,36.0,33.0,36.6,28.9,65.2,+4.2
2011,12,Clemson,0,ACC,32,21–11,108.2,90.9,17.3,.8815,50.2,45.2,20.4,23.2,34.6,32.5,38.5,34.7,49.1,43.7,34.9,32.2,34.7,32.2,64.6,+0.5
2011,13,Belmont,0,ASun,34,30–4,110.8,93.2,17.6,.8795,54.4,45.6,19.9,27.4,37.9,32.2,38.0,45.8,52.4,44.1,38.1,32.7,42.2,30.3,69.4,+1.1
2011,5,Vanderbilt,0,SEC,33,23–10,114.4,96.3,18.1,.8795,52.8,45.7,19.1,17.8,32.8,32.2,45.0,28.2,51.1,45.7,37.0,30.6,38.5,31.1,68.1,+1.8
2011,11,Marquette,2,BE,34,20–14,115.3,97.2,18.1,.8773,51.4,50.0,17.5,20.5,36.2,32.9,44.7,29.2,50.9,47.6,35.2,36.3,26.3,34.7,67.9,+0.6
2011,6,St. John's,0,BE,32,21–11,110.1,93.0,17.1,.8754,49.4,50.5,18.7,24.1,33.1,32.9,44.8,39.9,49.4,47.4,33.0,36.6,24.0,40.3,67.0,+3.1
2011,11,Gonzaga,1,WCC,32,23–9,109.2,92.9,16.3,.8661,52.5,46.5,19.7,21.3,35.5,28.9,41.6,35.7,52.1,42.2,35.6,36.1,28.4,35.7,68.2,+0.36
2011,11,Missouri,0,B12,32,22–10,112.5,95.8,16.7,.8628,51.7,49.1,17.1,24.8,33.2,36.7,34.7,40.7,50.5,48.1,36.4,34.3,31.1,29.5,72.1,+1.3
2011,8,George Mason,1,CAA,32,26–6,111.3,94.9,16.4,.8615,53.6,45.8,16.8,20.9,32.8,31.2,39.3,32.0,50.9,45.2,39.7,31.3,31.0,32.7,66.0,+1.2
2011,7,Temple,1,A10,32,25–7,107.9,92.2,15.7,.8585,50.1,46.0,16.3,20.0,32.1,28.5,34.5,27.3,48.9,43.4,35.4,35.1,30.1,27.6,65.8,+2.2
2011,8,Michigan,1,B10,32,19–13,109.9,94.2,15.7,.8558,51.9,48.9,16.3,18.6,25.0,29.4,27.9,29.7,50.9,48.9,35.4,32.7,43.2,37.3,62.8,+1.6
2011,9,Tennessee,0,SEC,33,19–14,109.1,93.8,15.3,.8498,47.8,47.5,19.5,20.8,38.2,32.1,39.7,38.8,48.8,46.3,30.4,33.2,29.8,36.7,67.2,-1.1
2011,10,Florida St.,2,ACC,31,21–10,101.2,87.1,14.1,.8490,49.1,42.2,23.1,22.2,35.7,30.9,38.0,36.4,48.9,40.3,33.0,30.1,33.4,38.8,69.6,+1.1
2011,10,Michigan St.,0,B10,32,18–14,108.0,93.4,14.6,.8425,48.6,47.8,20.0,17.8,34.6,28.5,36.7,37.3,46.9,44.7,34.8,36.3,32.8,31.5,66.4,+2.0
2011,8,Butler,5,Horz,31,22–9,111.6,96.5,15.1,.8416,51.0,48.8,17.1,19.1,32.4,27.4,38.4,39.5,49.0,48.7,36.2,32.7,36.9,36.1,64.9,-0.38
2011,6,Xavier,0,A10,31,24–7,111.2,96.3,14.9,.8397,51.5,46.2,18.0,18.8,32.4,27.9,44.9,34.8,52.1,43.8,33.3,33.8,31.1,35.4,66.1,+2.4
2011,11,USC,0,P10,33,19–14,107.0,92.8,14.2,.8384,50.1,46.4,17.6,18.5,30.2,28.1,34.7,36.4,48.5,44.7,35.7,33.3,31.7,31.2,63.4,-1.7
2011,10,Georgia,0,SEC,32,21–11,108.3,94.0,14.3,.8360,49.4,44.7,20.3,18.5,36.8,31.7,36.6,35.1,48.9,43.1,34.0,32.2,25.1,32.0,64.9,+0.14
2011,12,Richmond,2,A10,34,27–7,110.2,95.7,14.5,.8343,53.6,44.6,16.6,19.8,28.2,32.9,33.4,29.2,50.0,44.4,40.0,30.1,36.5,30.0,63.9,+1.8
2011,10,Penn St.,0,B10,33,19–14,111.2,96.7,14.5,.8317,49.9,50.6,17.7,18.1,32.3,30.2,31.8,29.1,49.6,47.9,33.6,36.7,36.5,36.9,60.9,+1.5
2011,7,UCLA,1,P10,32,22–10,106.9,93.3,13.6,.8276,50.4,45.9,22.1,17.9,36.0,31.4,42.8,33.0,50.9,44.1,32.9,34.2,29.3,25.3,66.5,+1.3
2011,7,Texas A&M,0,B12,31,23–8,107.9,94.7,13.2,.8178,49.6,46.5,20.3,20.7,37.9,29.7,47.6,36.7,49.1,45.9,33.7,31.8,30.7,33.0,62.9,+2.4
2011,9,Old Dominion,0,CAA,33,27–6,107.7,95.0,12.7,.8090,48.7,47.3,20.4,18.8,45.3,27.4,37.0,27.7,48.4,42.5,32.9,37.0,27.4,37.4,61.7,+2.4
2011,12,UAB,0,CUSA,30,22–8,107.8,95.6,12.2,.7997,50.8,45.6,19.0,19.2,33.8,30.9,30.2,32.5,50.9,45.2,33.7,31.0,40.2,29.8,63.0,-0.07
2011,13,Oakland,0,Sum,33,24–9,115.6,103.1,12.5,.7893,56.1,49.4,18.8,16.6,36.3,31.7,40.0,30.8,55.8,47.5,37.7,36.1,35.1,29.1,72.8,+0.37
2011,13,Princeton,0,Ivy,30,24–6,105.6,97.5,8.1,.7145,52.1,46.8,18.9,18.4,31.2,27.0,37.4,35.7,50.3,45.8,37.3,33.0,31.1,27.0,64.2,-0.11
2011,11,VCU,4,CAA,34,23–11,108.8,100.6,8.2,.7120,50.9,50.4,17.5,22.5,31.6,36.4,37.0,34.0,48.8,49.2,35.9,35.5,40.8,29.1,66.9,-1.9
2011,14,Wofford,0,SC,33,21–12,110.7,102.9,7.8,.6983,53.3,50.0,18.0,20.4,34.6,32.7,42.0,41.6,50.5,48.8,40.7,35.1,26.4,30.0,64.7,-4.5
2011,14,Bucknell,0,Pat,33,25–8,103.9,96.7,7.2,.6971,51.2,45.0,17.1,18.0,26.0,28.8,34.3,35.8,47.1,43.7,40.2,31.5,31.3,36.6,66.1,-2.1
2011,12,Memphis,0,CUSA,34,25–9,103.6,96.3,7.3,.6965,50.3,46.7,21.9,21.3,35.4,35.3,39.5,38.5,51.0,45.3,32.7,33.2,32.5,31.1,69.1,+0.07
2011,14,Indiana St.,0,MVC,32,19–13,102.1,95.6,6.5,.6815,48.8,45.9,21.4,19.3,31.3,30.0,38.4,45.1,46.4,44.2,35.5,32.9,36.1,33.3,66.2,-4.1
2011,13,Morehead St.,1,OVC,30,21–9,103.7,98.8,4.9,.6351,51.1,49.3,23.4,22.9,41.3,27.9,41.3,38.5,50.5,45.7,34.9,36.9,33.0,37.6,64.7,-3.4
2011,15,Northern Colorado,0,BSky,29,19–10,104.8,101.1,3.7,.6020,50.2,48.8,21.8,20.5,35.8,28.6,44.4,44.6,45.4,46.1,38.4,35.0,39.3,41.8,67.7,-4.5
2011,15,LIU,0,NEC,32,27–5,106.3,102.7,3.6,.5962,52.4,48.2,20.4,19.9,37.9,32.2,50.6,25.0,51.2,49.7,36.6,30.0,31.4,32.6,74.6,-1.1
2011,15,UC Santa Barbara,0,BW,29,16–13,102.2,99.3,2.9,.5818,51.9,46.8,21.7,20.1,28.4,31.9,37.2,42.6,49.8,42.3,37.0,36.6,36.7,35.3,65.7,-6.7
2011,15,Akron,0,MAC,34,22–12,101.4,98.6,2.8,.5790,49.9,46.5,17.7,20.5,28.5,33.0,31.9,38.2,47.3,46.0,36.0,31.8,38.3,30.4,67.1,-5.5
2011,14,Saint Peter's,0,MAAC,33,20–13,93.6,91.5,2.1,.5672,45.9,42.2,22.9,21.6,32.5,34.1,39.8,42.4,43.0,40.6,34.8,30.6,32.0,31.5,65.1,-5.7
2011,16,UNC Asheville,0,BSth,29,16–13,98.4,99.0,-0.6,.4835,49.2,47.7,21.4,24.3,32.1,35.8,41.8,39.6,49.1,46.1,32.9,34.0,26.2,32.9,69.6,-8.0
2011,16,Boston University,0,AE,34,21–13,101.7,103.4,-1.7,.4533,47.4,45.6,19.0,17.9,34.6,34.2,37.7,30.6,43.5,44.1,35.5,32.1,39.8,37.6,63.9,-7.4
2011,16,UTSA,0,Slnd,29,16–13,101.1,104.8,-3.7,.3999,49.4,48.8,19.6,19.9,29.9,33.4,41.6,37.8,46.6,47.9,36.3,33.6,35.9,39.0,68.1,-9.1
2011,16,Hampton,0,MEAC,31,23–8,93.0,97.2,-4.2,.3770,46.2,42.5,17.8,23.1,29.5,36.0,42.2,36.7,45.1,40.5,32.1,31.2,35.7,30.9,67.2,-5.4
2011,16,Little Rock,0,SB,33,17–16,99.3,104.6,-5.3,.3530,47.7,50.3,17.9,20.8,29.3,31.9,42.4,45.3,42.1,49.9,39.7,34.0,31.7,35.5,65.4,-10.9
2011,16,Alabama St.,0,SWAC,32,15–17,90.1,105.6,-15.5,.1389,44.4,46.7,23.6,23.4,36.2,33.6,46.7,52.7,44.6,43.5,29.2,36.1,31.3,29.8,64.9,-12.9
2012,1,Kentucky,6,SEC,34,32–2,119.7,88.5,31.2,.9702,53.4,41.6,17.2,18.1,38.4,31.0,40.0,25.6,52.5,38.8,37.1,32.1,27.3,30.0,66.1,+11.3
2012,2,Ohio St.,4,B10,34,27–7,115.5,85.5,30.0,.9695,52.5,46.3,17.4,22.5,35.7,24.9,37.0,28.6,53.8,45.3,32.6,32.2,26.1,35.5,68.1,+7.7
2012,2,Kansas,5,B12,33,27–6,114.7,88.1,26.6,.9542,54.0,43.9,19.6,20.7,34.9,28.6,41.1,34.3,54.1,40.0,35.8,34.7,30.5,32.2,67.9,+8.2
2012,1,Michigan St.,2,B10,34,27–7,112.7,86.7,26.0,.9532,52.7,43.0,19.8,19.7,37.2,27.5,39.0,34.2,51.9,42.6,36.5,29.2,27.8,35.6,66.1,+8.6
2012,1,North Carolina,3,ACC,34,29–5,115.8,89.6,26.2,.9502,50.0,45.1,16.2,18.5,40.5,27.7,38.1,22.0,49.6,43.5,34.0,31.9,22.9,35.9,72.7,+8.3
2012,2,Missouri,0,B12,34,30–4,124.0,96.6,27.4,.9462,57.8,49.7,15.4,21.6,30.6,31.9,37.7,27.2,56.9,47.6,39.5,36.2,37.5,30.8,66.7,+8.7
2012,1,Syracuse,3,BE,33,31–2,115.4,90.1,25.3,.9449,51.9,44.0,16.0,25.2,36.6,39.3,31.8,29.8,52.0,42.9,34.5,30.6,31.3,36.1,66.2,+10.8
2012,4,Wisconsin,2,B10,33,24–9,110.6,87.4,23.2,.9379,49.7,41.8,15.1,18.5,30.4,28.1,31.1,29.9,46.6,41.3,36.1,28.9,40.4,24.0,58.8,+4.8
2012,5,Wichita St.,0,MVC,31,26–5,115.9,92.6,23.3,.9297,54.2,44.7,17.9,18.7,33.5,26.3,35.2,33.4,53.5,43.5,37.0,31.4,33.1,32.4,66.8,+4.4
2012,9,Saint Louis,1,A10,31,24–7,111.0,89.6,21.4,.9219,52.1,44.9,17.8,23.4,31.9,29.4,35.1,37.4,50.2,43.8,36.9,32.1,36.3,25.6,62.4,+2.8
2012,4,Indiana,2,B10,33,25–8,119.1,96.5,22.6,.9184,54.7,47.7,19.1,20.3,35.5,31.2,46.6,34.2,50.8,45.5,43.3,34.9,27.7,31.7,67.8,+5.7
2012,3,Georgetown,1,BE,30,22–8,110.3,89.5,20.8,.9166,51.0,42.9,19.6,20.1,35.9,30.3,39.4,36.1,50.8,44.3,34.3,26.6,30.1,32.5,63.4,+4.6
2012,2,Duke,0,ACC,33,27–6,117.1,95.3,21.8,.9150,53.0,47.1,17.7,18.8,34.7,32.2,45.3,31.9,50.9,47.0,37.6,31.7,38.4,23.9,68.3,+8.0
2012,7,Florida,3,SEC,33,23–10,120.5,98.1,22.4,.9142,54.7,49.0,16.6,19.7,33.8,31.0,33.0,30.7,51.7,46.9,39.0,35.6,44.4,31.8,65.6,+3.0
2012,5,Vanderbilt,1,SEC,34,24–10,113.9,92.7,21.2,.9142,54.0,46.6,19.8,19.2,32.1,32.0,39.6,29.1,50.8,46.9,38.9,30.7,41.3,31.4,65.9,+4.0
2012,8,Memphis,0,CUSA,34,26–8,112.6,92.1,20.5,.9095,54.4,43.3,18.7,20.5,31.4,32.9,41.6,38.3,54.0,41.8,36.9,31.0,26.9,31.1,68.4,+3.0
2012,3,Baylor,3,B12,33,26–7,114.4,93.6,20.8,.9090,52.6,47.2,20.6,21.3,37.6,32.9,36.5,31.7,50.8,45.5,37.7,33.9,31.9,33.0,66.7,+7.0
2012,5,New Mexico,1,MWC,32,26–6,109.1,89.9,19.2,.9034,52.9,44.1,20.0,21.4,34.0,27.3,39.3,32.0,50.1,42.8,38.5,30.9,36.9,36.5,66.8,+2.9
2012,3,Florida St.,1,ACC,33,24–9,106.5,88.1,18.4,.8985,51.4,43.7,23.7,22.2,35.7,33.0,35.2,34.3,50.7,42.5,35.3,30.5,31.6,36.9,67.7,+4.3
2012,4,Louisville,4,BE,35,26–9,103.7,85.9,17.8,.8975,47.6,42.9,21.4,23.2,36.2,34.3,37.0,34.8,48.1,41.3,31.1,30.8,33.2,32.0,67.5,+5.5
2012,3,Marquette,2,BE,32,25–7,110.9,91.9,19.0,.8963,50.8,45.8,18.8,23.6,34.4,36.2,41.5,31.1,51.0,44.7,33.7,32.1,29.2,32.3,71.1,+6.1
2012,4,Michigan,0,B10,32,23–9,113.4,95.0,18.4,.8851,53.6,48.8,17.6,20.1,28.1,30.9,28.9,30.0,54.2,46.9,35.3,35.0,44.2,33.1,61.8,+6.2
2012,12,California,0,P12,33,24–9,109.8,92.0,17.8,.8839,52.1,46.1,18.4,19.5,32.1,27.3,34.5,27.0,51.2,44.7,36.8,32.8,22.9,29.9,66.8,+1.8
2012,9,Alabama,0,SEC,32,21–11,105.0,88.1,16.9,.8829,49.0,43.4,20.4,21.4,33.9,31.9,36.5,38.6,51.4,43.9,28.5,28.3,27.1,32.9,63.1,+1.6
2012,10,Virginia,0,ACC,31,22–9,104.3,87.6,16.7,.8813,50.9,44.3,18.6,21.1,27.9,25.4,35.8,31.1,51.1,44.3,33.7,29.5,29.5,32.0,60.4,+2.0
2012,6,UNLV,0,MWC,32,24–8,109.3,92.3,17.0,.8753,53.2,46.1,19.5,21.0,32.6,30.2,35.8,33.4,51.6,44.4,37.3,33.1,38.5,33.0,69.9,+2.8
2012,8,Kansas St.,1,B12,31,21–10,107.9,91.5,16.4,.8695,49.3,45.8,21.3,23.8,40.8,33.7,42.9,41.6,48.5,44.9,34.2,31.8,29.7,31.3,67.5,+2.1
2012,6,Cincinnati,2,BE,34,24–10,108.7,92.2,16.5,.8694,48.0,46.1,16.4,21.7,36.1,34.7,29.4,25.6,46.1,45.5,34.3,31.7,34.9,30.9,64.2,+3.0
2012,5,Temple,0,A10,30,23–7,113.0,96.2,16.8,.8647,53.2,48.6,17.9,19.4,31.3,31.4,34.3,33.4,50.3,47.8,39.9,33.7,31.2,28.6,67.3,+4.2
2012,10,Purdue,1,B10,33,21–12,115.0,98.0,17.0,.8619,51.2,50.5,13.4,19.8,32.0,30.8,34.1,34.2,47.9,49.1,37.7,35.6,37.6,33.2,65.5,+1.8
2012,7,Gonzaga,1,WCC,31,25–6,110.6,94.3,16.3,.8612,53.4,46.6,19.9,19.6,34.8,27.8,47.0,26.5,51.9,46.5,37.6,31.2,32.3,33.8,66.2,+2.1
2012,9,Connecticut,0,BE,33,20–13,110.3,94.3,16.0,.8576,50.2,44.4,19.3,16.9,36.8,34.6,34.4,24.9,50.5,40.5,33.1,34.3,29.2,35.2,64.2,+0.47
2012,14,Belmont,0,ASun,33,26–7,115.2,98.6,16.6,.8560,55.7,47.8,17.6,20.7,34.6,31.9,39.2,35.8,54.7,46.6,38.1,33.7,39.9,30.9,68.1,+0.9
2012,8,Iowa St.,1,B12,32,22–10,111.2,95.3,15.9,.8553,52.9,48.3,18.5,17.6,32.2,26.3,38.7,25.7,50.0,49.9,38.0,29.8,42.2,31.7,67.2,+1.9
2012,8,Creighton,1,MVC,33,28–5,118.4,101.8,16.6,.8504,58.3,49.3,18.1,15.3,31.6,26.1,39.2,29.4,55.5,47.5,42.5,35.6,35.0,30.9,67.4,+4.8
2012,10,West Virginia,0,BE,32,19–13,110.9,95.5,15.4,.8480,48.7,49.4,19.3,20.3,41.2,30.3,38.1,31.2,50.1,50.2,30.2,31.7,30.3,30.4,65.5,-0.20
2012,12,Harvard,0,Ivy,29,25–4,106.9,92.6,14.3,.8399,52.5,44.9,20.5,19.8,30.9,26.7,42.7,29.1,52.2,42.9,35.5,33.6,34.4,26.8,61.2,+2.3
2012,11,Texas,0,B12,33,20–13,110.9,96.2,14.7,.8368,48.7,46.9,18.7,20.3,38.9,34.6,43.1,41.9,48.6,44.2,32.7,35.3,31.1,30.8,65.7,+0.8
2012,11,N.C. State,2,ACC,34,22–12,111.4,96.9,14.5,.8338,50.9,47.4,18.8,18.4,35.8,30.8,36.0,32.4,50.1,45.7,35.5,33.8,26.1,33.0,68.1,+0.45
2012,7,Saint Mary's,0,WCC,30,25–5,112.0,97.7,14.3,.8275,53.6,48.4,18.1,18.5,36.0,26.3,39.6,29.0,54.7,45.9,34.4,36.8,38.5,26.8,64.5,+2.9
2012,12,VCU,1,CAA,34,28–6,106.1,93.0,13.1,.8207,47.6,47.1,17.4,27.3,33.8,34.0,37.3,37.9,45.6,46.9,33.7,31.8,38.8,30.4,66.1,+2.3
2012,6,Murray St.,1,OVC,28,27–1,108.1,94.8,13.3,.8184,54.7,46.1,20.9,24.0,34.7,34.8,46.4,35.1,51.3,46.7,40.7,29.5,35.2,27.1,66.1,+3.9
2012,14,BYU,0,WCC,31,23–8,105.4,92.5,12.9,.8183,52.3,47.5,17.8,21.5,30.4,26.6,36.7,35.0,52.3,47.6,34.8,31.5,32.6,36.3,72.7,+0.42
2012,14,St. Bonaventure,0,A10,31,20–11,108.8,96.1,12.7,.8068,51.0,46.9,21.5,19.0,36.3,29.6,42.8,37.6,50.9,46.1,34.1,32.4,30.1,32.9,64.5,-1.0
2012,12,Long Beach St.,0,BW,31,23–8,108.2,95.7,12.5,.8033,52.6,47.4,19.0,21.7,34.2,31.6,43.4,27.3,52.0,45.7,35.8,34.2,33.6,31.8,67.2,+1.0
2012,10,Xavier,2,A10,33,21–12,106.3,94.7,11.6,.7920,49.6,45.3,18.6,18.6,31.6,30.1,40.8,36.4,48.7,44.9,34.9,30.6,25.2,35.7,67.9,+0.7
2012,7,Notre Dame,0,BE,33,22–11,108.0,96.3,11.7,.7898,49.2,45.5,16.0,17.3,30.7,32.1,37.9,24.7,49.1,45.1,32.9,31.0,36.8,28.1,62.2,+2.2
2012,13,Davidson,0,SC,31,24–7,110.9,99.0,11.9,.7861,51.3,47.4,17.2,17.6,35.1,26.7,36.7,40.8,51.5,46.0,34.0,34.0,38.5,27.8,68.4,-0.32
2012,9,Southern Miss,0,CUSA,31,23–8,110.2,98.7,11.5,.7821,46.3,50.4,16.4,21.3,36.6,28.5,40.2,39.6,43.3,48.8,35.5,36.1,30.0,30.2,64.7,+1.3
2012,13,Ohio,2,MAC,33,26–7,104.2,93.4,10.8,.7795,49.0,47.2,19.6,26.5,35.1,33.6,36.6,43.5,48.4,48.2,33.3,30.3,38.1,35.5,67.3,+0.45
2012,12,South Florida,1,BE,32,19–13,101.4,90.9,10.5,.7789,48.2,44.3,22.8,18.7,34.2,31.0,34.2,31.8,48.9,43.5,31.1,30.6,30.3,32.4,59.8,+0.01
2012,14,Iona,0,MAAC,32,25–7,113.6,102.1,11.5,.7744,56.7,51.1,17.2,22.2,32.6,32.5,31.0,28.7,55.7,50.0,39.3,35.4,32.1,34.2,70.9,+0.19
2012,6,San Diego St.,0,MWC,31,24–7,104.9,94.2,10.7,.7740,50.3,46.6,18.9,18.7,31.3,27.2,36.2,28.5,50.2,44.4,33.7,33.7,29.7,36.1,66.6,+2.9
2012,14,South Dakota St.,0,Sum,32,25–7,111.7,100.7,11.0,.7670,53.8,49.9,15.6,19.2,30.5,28.2,39.9,29.5,50.7,50.5,39.3,32.4,37.1,31.5,66.3,-0.41
2012,11,Colorado,1,P12,32,21–11,104.2,94.2,10.0,.7615,49.3,47.0,19.2,18.7,29.3,28.5,43.0,32.5,48.5,45.8,34.1,32.9,31.6,34.5,65.9,-0.28
2012,13,New Mexico St.,0,WAC,33,24–9,106.1,97.4,8.7,.7267,50.7,47.8,20.7,20.4,40.7,29.7,52.8,33.2,51.3,47.7,32.8,32.0,24.6,31.6,71.1,-1.9
2012,11,Colorado St.,0,MWC,31,20–11,111.8,102.8,9.0,.7245,53.5,50.5,19.1,18.5,28.4,29.5,43.0,39.2,50.4,48.7,40.5,35.7,29.2,38.4,64.7,-0.9
2012,15,Lehigh,1,Pat,32,25–7,106.7,98.8,7.9,.7085,50.9,47.1,16.8,21.4,31.4,29.2,37.4,33.3,49.7,45.7,35.5,33.3,36.1,32.2,68.7,-1.1
2012,13,Montana,0,BSky,29,23–6,100.8,94.6,6.2,.6756,52.9,44.9,18.6,22.2,27.8,31.4,39.8,39.0,50.8,43.3,38.3,32.4,31.6,29.1,65.7,-1.5
